set_id,set_code,set_name,scrydex_set_id,error
519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh10b_ja')
ca93c4b2-7d37-4881-9306-c30f64a19b88,S11,ロストアビス,swsh11_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh11_ja')
012908fb-007c-486d-85ba-d2fcf10d833d,S11a,白熱のアルカナ,swsh11a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh11a_ja')
248d92ee-d69e-493d-9d4b-0960134db32f,S12,パラダイムトリガー,swsh12_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh12_ja')
8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,S12a,VSTARユニバース,swsh12a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh12a_ja')
92b1b2b5-1413-4667-96da-f6302db14a80,S1H,拡張パック「シールド」,swsh1h_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh1h_ja')
e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh1w_ja')
692e5d4f-0da6-4011-a12c-ffdb1309cba4,S1a,強化拡張パック「VMAXライジング」,swsh1a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh1a_ja')
7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh2_ja')
34f34ce8-d9b4-4c63-9460-a26290607bc5,S2a,強化拡張パック「爆炎ウォーカー」,swsh2a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh2a_ja')
c82f1d3a-3f74-454a-9a22-8ee9ac53e4e8,S3,拡張パック「ムゲンゾーン」,swsh3_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh3_ja')
5ef17897-aa4b-47b6-ba3f-437267d27a85,S3a,強化拡張パック「伝説の鼓動」,swsh3a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh3a_ja')
55532dfc-3744-4734-b6b3-db9157b43812,S4,拡張パック「仰天のボルテッカー」,swsh4_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh4_ja')
43366684-3ba6-4b69-a815-9c96da64469d,S4a,シャイニースターV,swsh4a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh4a_ja')
8cce95a2-f537-4156-907d-f331ce13b5d6,S5I,一撃マスター,swsh5i_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh5i_ja')
db89ab0e-03c2-433a-bbc0-771d17066a54,S5R,拡張パック「連撃マスター」,swsh5r_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh5r_ja')
b8da2cc6-5a50-4b94-898d-bbb675e70c0a,S5a,強化拡張パック「双璧のファイター」,swsh5a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh5a_ja')
ec2d763e-ea05-4f77-ade2-b439f60a2adb,S6H,白銀のランス,swsh6h_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh6h_ja')
c56a482d-7434-4e00-bc54-16c38f187c4e,S6K,漆黒のガイスト,swsh6k_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh6k_ja')
a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,S6a,強化拡張パック「イーブイヒーローズ」,swsh6a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh6a_ja')
b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,S7D,摩天パーフェクト,swsh7d_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh7d_ja')
d67a90e5-6bf3-4a5b-8181-26f09eca8a1b,S7R,拡張パック「蒼空ストリーム」,swsh7r_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh7r_ja')
a945665e-c81a-4c03-924d-624a07458341,S8,フュージョンアーツ,swsh8_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh8_ja')
798983eb-5b45-49ab-b90a-339a8fd22b4a,S8a,拡張パック「25th ANNIVERSARY COLLECTION」,swsh8a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh8a_ja')
80bdd6cc-3aa6-4299-b5b1-43a5f80af030,S8b,VMAXクライマックス,swsh8b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh8b_ja')
012f4320-fb6b-4541-b502-a185ca139451,S9,スターバース,swsh9_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh9_ja')
0380eb72-bbcd-401c-ba09-fec23007efa7,S9a,バトルリージョン,swsh9a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/swsh9a_ja')
259f0e66-c9f7-4fa0-909c-b6c3006b37b8,SGG,ハイクラスデッキ「ゲンガーVMAX」,sgg_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sgg_ja')
94db240f-1949-4c1e-9b92-12425aa31573,SM10,ダブルブレイズ,sm10_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm10_ja')
4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,SM10a,ジージーエンド,sm10a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm10a_ja')
03ce403b-f7de-460e-931e-27de38cd44ca,SM10b,スカイレジェンド,sm10b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm10b_ja')
14496d8f-d11f-4779-bc03-b5a0e25a8a4b,SM11,ミラクルツイン,sm11_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm11_ja')
67f367c1-a48d-4f82-8b03-0cea6da851bb,SM11a,リミックスバウト,sm11a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm11a_ja')
bf3433b6-5f29-4156-a1b7-c67eb119b52f,SM11b,ドリームリーグ,sm11b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm11b_ja')
4a261245-088f-4357-a2ff-6c7890e11543,SM12,オルタージェネシス,sm12_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm12_ja')
30503cd2-8ced-45f5-9b2f-acd3ee55c09a,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm12a_ja')
af81f07b-2345-4f9e-baf5-adfa2bcdb807,SM1M,コレクションムーン,sm1m_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm1m_ja')
c9f7833f-defe-4d99-b45a-33fcb5a1fb14,SM1S,コレクションサン,sm1s_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm1s_ja')
575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,SM1p,サン＆ムーン,sm1p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm1p_ja')
234779b1-7c9a-442f-8f8e-de41d5de658c,SM2K,キミを待つ島々,sm2k_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm2k_ja')
a46aa9cd-922a-487f-a7f2-940f9a23ef57,SM2L,アローラの月光,sm2l_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm2l_ja')
25678826-2811-4bff-9b3a-26e10c5db48c,SM2p,新たなる試練の向こう,sm2p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm2p_ja')
a8568729-9fae-4f33-bea1-c887bbc3f41a,SM3H,闘う虹を見たか,sm3h_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm3h_ja')
ea641579-b748-4519-80bf-909f23f821ca,SM3N,光を喰らう闇,sm3n_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm3n_ja')
cc2feeb0-7efb-4265-9655-142f55afe232,SM3p,ひかる伝説,sm3p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm3p_ja')
9f635209-aec1-4acf-84b7-8e77e6be7bc0,SM4A,超次元の暴獣,sm4a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm4a_ja')
133c791b-7cad-484f-843a-1fdb007af685,SM4S,覚醒の勇者,sm4s_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm4s_ja')
02774e64-31dd-4b6c-a9b3-65c24144066e,SM4p,GXバトルブースト,sm4p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm4p_ja')
4faa5ea4-2af5-4aea-8154-3d8eac93ff68,SM5M,ウルトラムーン,sm5m_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm5m_ja')
85624ae1-7bf6-4f09-a3c7-d3af5f65893a,SM5S,ウルトラサン,sm5s_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm5s_ja')
7b4aebdd-ad4e-4fd2-a4a1-50ed98bc4e51,SM5p,ウルトラフォース,sm5p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm5p_ja')
adc82cca-bad7-4c21-88f1-14482564992e,SM6,禁断の光,sm6_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm6_ja')
80f62c95-9f01-4569-b25d-11f781e01a82,SM6a,ドラゴンストーム,sm6a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm6a_ja')
1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,SM6b,チャンピオンロード,sm6b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm6b_ja')
02909cf1-28d7-484f-bede-01b7da714ab6,SM7,裂空のカリスマ,sm7_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm7_ja')
8251be2f-446e-47c1-ae16-155441fda939,SM7a,迅雷スパーク,sm7a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm7a_ja')
dbb0d0e7-efba-41c2-9f8a-daf68582ed52,SM7b,フェアリーライズ,sm7b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm7b_ja')
ac71e58e-df22-4e89-89a6-7e939bd6632a,SM8,超爆インパクト,sm8_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm8_ja')
424e31c9-b164-41cc-bc8b-67667edfab53,SM8a,ダークオーダー,sm8a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm8a_ja')
312d4099-d563-4221-b523-a8ab2cf9c24e,SM8b,GXウルトラシャイニー,sm8b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm8b_ja')
8c3e90a2-295a-49ec-a166-fec75fe3fd8e,SM9,タッグボルト,sm9_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm9_ja')
0bf8b1be-1ffe-4105-957e-f4d47b905e05,SM9a,ナイトユニゾン,sm9a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm9a_ja')
a7880f19-342f-4727-8b28-2ad012936a2f,SM9b,フルメタルウォール,sm9b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sm9b_ja')
f1e926cc-29d1-4214-b949-836beb3a827c,SMM,スターターセット TAG TEAM GX 「エーフィ&デオキシスGX」「ブラッキー&ダークライGX」,smm_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/smm_ja')
c747cf6e-7ba4-4ec5-8288-d40293a4565f,SV10,ロケット団の栄光,sv10_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv10_ja')
1b0c8034-f89e-45bd-9339-da3e9963ce3f,SV11B,ブラックボルト,sv11b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv11b_ja')
02eba1f1-ab17-434f-b54f-3213cbb54ca3,SV11W,ホワイトフレア,sv11w_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv11w_ja')
0e5e9c85-befb-4767-b2e3-748891d46454,SV1S,スカーレットex,sv1s_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv1s_ja')
15f71d52-9415-472d-a5cb-2397e385979c,SV1V,バイオレットex,sv1v_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv1v_ja')
af1234fc-0c84-4c51-ba4c-cc74829e2d03,SV1a,トリプレットビート,sv1a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv1a_ja')
34dac2ab-c4e1-429a-a8f7-a057ae021a67,SV2D,クレイバースト,sv2d_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv2d_ja')
e86bad58-b459-4ac3-a82c-a122cf1755d6,SV2P,スノーハザード,sv2p_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv2p_ja')
bb411b0c-7378-4681-8d40-30958187c747,SV2a,ポケモンカード151,sv2a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv2a_ja')
eb9a2ae1-f752-48e2-bd6e-4a3103023949,SV3,黒炎の支配者,sv3_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv3_ja')
c5804d11-9c59-4cad-9061-0801b0ba0d9b,SV3a,レイジングサーフ,sv3a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv3a_ja')
41226239-da09-4293-b6a3-d53c92094bf5,SV4K,古代の咆哮,sv4k_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv4k_ja')
1d6a22e1-15be-46ec-bfa4-71adffe1213e,SV4M,未来の一閃,sv4m_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv4m_ja')
2e3e2cf1-be86-4808-87f7-fe01973f0325,SV4a,シャイニートレジャーex,sv4a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv4a_ja')
87789899-88a8-4a22-81d5-44cb932626af,SV5K,ワイルドフォース,sv5k_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv5k_ja')
1fea9ad9-1344-4423-b075-978401221f70,SV5M,サイバージャッジ,sv5m_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv5m_ja')
97d0e77f-4340-44e3-9fb3-6e227b079a7d,SV5a,クリムゾンヘイズ,sv5a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv5a_ja')
aaae146c-17af-45fb-b9fb-165ca527fc03,SV6,変幻の仮面,sv6_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv6_ja')
0683c46d-715d-4978-bcac-223c867795ea,SV6a,ナイトワンダラー,sv6a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv6a_ja')
db8504f1-e9f0-4e60-954a-4818040cfe98,SV7,ステラミラクル,sv7_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv7_ja')
154b30d7-3fc1-4322-af22-f39b9c881d45,SV7a,楽園ドラゴーナ,sv7a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv7a_ja')
6d9ff692-c95f-40d8-aef9-58089eb14260,SV8,超電ブレイカー,sv8_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv8_ja')
d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,SV8a,テラスタルフェスex,sv8a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv8a_ja')
89da1d8e-b1db-45f2-8674-eed2ab01058b,SV9,バトルパートナーズ,sv9_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv9_ja')
562e3ff7-4148-430b-8ea4-e1308f56d05e,SV9a,熱風のアリーナ,sv9a_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/sv9a_ja')
542b66c8-7c21-4bdb-affe-8f231b7ce8a6,SVOD,スターターセットex ダイゴのダンバル＆メタグロスex,svod_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/svod_ja')
b42030c0-3702-41e1-b649-a790ce1e1ad1,SVOM,スターターセットex マリィのモルペコ＆オーロンゲex,svom_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/svom_ja')
80bafe30-b936-4474-87c8-2bea79d320a4,WCS23,ポケモンワールドチャンピオンシップス2023横浜 記念デッキ「ピカチュウ」,wcs23_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/wcs23_ja')
a0688785-c0ff-43fa-84fa-48d14432b701,XY,ハイクラスパック「THE BEST OF XY」,xy_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy_ja')
1e661884-d040-47cb-bdf0-f160771af6e1,XY1-Bx,ポケモンカードゲームXY 拡張パック「コレクションX」,xy1x_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy1x_ja')
0f0b8f32-db0e-4bf1-9a12-e6692554debb,XY1-By,ポケモンカードゲームXY 拡張パック「コレクションY」,xy1y_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy1y_ja')
738567d0-701f-448b-bba6-70a6b90dbcc4,XY10-B,ポケモンカードゲームXY BREAK 拡張パック「めざめる超王」,xy10_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy10_ja')
6ba347c2-db70-4a00-bd67-01f48ceff2f5,XY2,ポケモンカードゲームXY 拡張パック「ワイルドブレイズ」,xy2_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy2_ja')
18513f31-8b41-4783-9b7b-43ea49365192,XY3,ポケモンカードゲームXY 拡張パック「ライジングフィスト」,xy3_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy3_ja')
c5895636-5372-42da-a880-777a0a52416a,XY4,ポケモンカードゲームXY 拡張パック「ファントムゲート」,xy4_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy4_ja')
e249c6c7-6f19-4de0-b421-1d7bce8e588d,XY5-Bg,ポケモンカードゲームXY 拡張パック「ガイアボルケーノ」,xy5g_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy5g_ja')
a03039bf-3a15-4b15-9d4f-634488fa9e48,XY5-Bt,ポケモンカードゲームXY 拡張パック「タイダルストーム」,xy5t_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy5t_ja')
75574306-ef8d-4e8e-b8a5-5d485286a968,XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy6_ja')
e19dcfd0-93f5-498e-bc42-b724ceb38c83,XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy7_ja')
e2a21580-e660-4e87-921d-56dea35352aa,XY8-Bb,ポケモンカードゲームXY BREAK　拡張パック「青い衝撃」,xy8b_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy8b_ja')
ef6bc45c-08a8-4349-8017-1717b108d3c8,XY8-Br,ポケモンカードゲームXY BREAK　拡張パック「赤い閃光」,xy8r_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy8r_ja')
76c58458-b473-4806-9bb6-903a2d2a9b45,XY9-B,ポケモンカードゲームXY BREAK　拡張パック「破天の怒り」,xy9_ja,HTTPError('404 Client Error: Not Found for url: https://scrydex.com/pokemon/cards/xy9_ja')
