series_name,set_id,set_code,set_name,scrydex_id,scrydex_url,scrydex_number_raw,number_key,scrydex_name,scrydex_rarity,scrydex_rarity_raw,scrydex_card_url,expected_image_url,db_numeric_max,beyond_db_max,jp_name,name_resolution_method,name_confidence,unresolved_reason,template_method,template_card_id,template_category,template_hp,template_types,template_stage,template_regulation_mark
BWシリーズ,7816388b-32e3-4c5e-9815-b552741bee9c,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,https://scrydex.com/pokemon/expansions/black-collection/bw1b_ja,56,56,Pikachu,UR,UR,,https://images.scrydex.com/pokemon/bw1b_ja-56/large,53,YES,ピカチュウ,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,921eb887-2222-4b40-9861-85313cf2477b,Pokémon,60,"[""Electric""]",たね,
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,54,54,Thundurus,SR,SR,,https://images.scrydex.com/pokemon/bw1w_ja-54/large,53,YES,ボルトロス,SAME_SET,HIGH,,SAME_SET_TEMPLATE,5fa2445c-7c0a-4193-b547-4b7d7b815cab,Pokémon,110,"[""Electric""]",たね,
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,55,55,Zekrom,SR,SR,,https://images.scrydex.com/pokemon/bw1w_ja-55/large,53,YES,ゼクロム,SAME_SET,HIGH,,SAME_SET_TEMPLATE,d7e20223-f8f3-4f4a-b93b-63d403d7f7f8,Pokémon,130,"[""Electric""]",たね,
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,56,56,Pikachu,UR,UR,,https://images.scrydex.com/pokemon/bw1w_ja-56/large,53,YES,ピカチュウ,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,921eb887-2222-4b40-9861-85313cf2477b,Pokémon,60,"[""Electric""]",たね,
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,94,94,Reshiram,,—,,https://images.scrydex.com/pokemon/ebb1_ja-94/large,93,YES,レシラム,SAME_SET,HIGH,,SAME_SET_TEMPLATE,bb32f75e-f31f-418b-95f8-a83201e5e902,Pokémon,130,"[""Fire""]",たね,
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,95,95,Zekrom,,—,,https://images.scrydex.com/pokemon/ebb1_ja-95/large,93,YES,ゼクロム,SAME_SET,HIGH,,SAME_SET_TEMPLATE,f34a3d6d-a9f9-40d2-b4af-b28a6c30736e,Pokémon,130,"[""Electric""]",たね,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,67,67,Virizion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-67/large,66,YES,ビリジオン,SAME_SET,HIGH,,SAME_SET_TEMPLATE,ecefe964-6391-4043-b3d1-54c00df7ccd4,Pokémon,110,"[""Grass""]",たね,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,68,68,Terrakion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-68/large,66,YES,テラキオン,SAME_SET,HIGH,,SAME_SET_TEMPLATE,17a5d53c-ec58-4208-8063-45675ebd829d,Pokémon,130,"[""Fighting""]",たね,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,69,69,Cobalion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-69/large,66,YES,コバルオン,SAME_SET,HIGH,,SAME_SET_TEMPLATE,dbe28140-3811-4dee-bd6d-76d3e4122638,Pokémon,120,"[""Steel""]",たね,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,70,70,Victini,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-70/large,66,YES,ビクティニ,SAME_SET,HIGH,,SAME_SET_TEMPLATE,7a5612a2-8e0a-4e4d-9acd-45e196dc4fb8,Pokémon,60,"[""Fire""]",たね,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,71,71,N,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-71/large,66,YES,N,SAME_SET,HIGH,,SAME_SET_TEMPLATE,f74e7cff-a146-4191-9150-3c3894ad2019,サポート,,[],,
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,72,72,Meowth,UR,UR,,https://images.scrydex.com/pokemon/bw2_ja-72/large,66,YES,ニャース,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,933f72dd-9662-4c63-b202-c6f314921f37,Pokémon,60,"[""Colorless""]",たね,
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,53,53,Kyurem-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-53/large,52,YES,キュレムEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,bd366998-8958-4e12-bd43-767601ff43db,Pokémon,180,"[""Water""]",たね,
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,54,54,Groudon-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-54/large,52,YES,グラードンEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,630f6dcc-1388-4efd-83f1-f88dd1b33574,Pokémon,180,"[""Fighting""]",たね,
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,55,55,Regigigas-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-55/large,52,YES,レジギガスEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,13593f8a-8e8d-4cf8-b65e-a488832bd09c,Pokémon,180,"[""Colorless""]",たね,
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,56,56,Emboar,UR,UR,,https://images.scrydex.com/pokemon/bw3h_ja-56/large,52,YES,エンブオー,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,2549407d-9199-48d5-b36e-f79fd86257e6,Pokémon,150,"[""Fire""]",2 進化,
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,57,57,Chandelure,UR,UR,,https://images.scrydex.com/pokemon/bw3h_ja-57/large,52,YES,シャンデラ,SAME_SET,HIGH,,SAME_SET_TEMPLATE,7b10fff8-39e8-418c-8362-263ca666099f,Pokémon,120,"[""Fire""]",2 進化,
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,53,53,Shaymin-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-53/large,52,YES,シェイミEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,f84f66de-c70c-4ce9-acdf-23d6624ec6f7,Pokémon,110,"[""Grass""]",たね,
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,54,54,Kyogre-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-54/large,52,YES,カイオーガEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,0a1741a3-883a-4e44-81e1-f5cf1d71d346,Pokémon,170,"[""Water""]",たね,
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,55,55,Mewtwo-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-55/large,52,YES,ミュウツーEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,d7b062b0-00d9-4bf8-8eec-73c61da69f6b,Pokémon,170,"[""Psychic""]",たね,
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,56,56,Zoroark,UR,UR,,https://images.scrydex.com/pokemon/bw3p_ja-56/large,52,YES,ゾロアーク,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,fd673691-5151-4947-a03c-41596c10e917,Pokémon,100,"[""Dark""]",1 進化,
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,57,57,Hydreigon,UR,UR,,https://images.scrydex.com/pokemon/bw3p_ja-57/large,52,YES,サザンドラ,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,4b6a8cae-6c58-4bb0-abd4-6d6bd49d4c78,Pokémon,150,"[""Dragon""]",2 進化,
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,51,51,Ho-Oh-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-51/large,50,YES,ホウオウEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,c05fa242-48d1-4672-adf6-742b8c8004cf,Pokémon,160,"[""Fire""]",たね,
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,52,52,Registeel-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-52/large,50,YES,レジスチルEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,313c5d7b-daca-4935-bd1e-f6ab21e58d43,Pokémon,180,"[""Steel""]",たね,
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,53,53,Rayquaza-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-53/large,50,YES,レックウザEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,244adf85-2b5a-4f62-b9fd-f2eed163887c,Pokémon,170,"[""Dragon""]",たね,
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,54,54,Serperior,UR,UR,,https://images.scrydex.com/pokemon/bw5d_ja-54/large,50,YES,ジャローダ,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,f97d2875-353e-42bc-bd19-932ec206c576,Pokémon,130,"[""Grass""]",2 進化,
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,55,55,Krookodile,UR,UR,,https://images.scrydex.com/pokemon/bw5d_ja-55/large,50,YES,ワルビアル,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,6b356d92-0963-4ff6-8818-a69c547785f6,Pokémon,140,"[""Fighting""]",2 進化,
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,60,60,Celebi-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-60/large,59,YES,セレビィEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,50fa3400-c4dc-4858-8796-6f39ec1beef2,Pokémon,110,"[""Grass""]",たね,
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,61,61,Keldeo-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-61/large,59,YES,ケルディオEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,19021edd-cfaf-4ca5-86b5-8d991dd29c00,Pokémon,170,"[""Water""]",たね,
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,62,62,White Kyurem-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-62/large,59,YES,ホワイトキュレムEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,139a2c5a-9e8f-4aa9-bbad-a30391117b29,Pokémon,180,"[""Dragon""]",たね,
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,64,64,Terrakion,UR,UR,,https://images.scrydex.com/pokemon/bw6c_ja-64/large,59,YES,テラキオン,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,f8c3e870-34a2-4328-a5b6-ec9334dc981e,Pokémon,120,"[""Fighting""]",たね,
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,65,65,Altaria,UR,UR,,https://images.scrydex.com/pokemon/bw6c_ja-65/large,59,YES,チルタリス,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,ea3b09b1-0bbd-467c-be84-454e1a071b28,Pokémon,80,"[""Dragon""]",1 進化,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,71,71,Victini-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-71/large,70,YES,ビクティニEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,f02ba650-bf9e-4469-af64-6edf49163e58,Pokémon,110,"[""Fire""]",たね,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,72,72,Articuno-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-72/large,70,YES,フリーザーEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,6821f6af-91a0-4685-b891-7e91a087801c,Pokémon,170,"[""Water""]",たね,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,73,73,Cobalion-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-73/large,70,YES,コバルオンEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,9bf1b88d-7998-4b96-b330-406e00bf7af3,Pokémon,180,"[""Steel""]",たね,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,74,74,Lugia-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-74/large,70,YES,ルギアEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,f45b7c00-f4ec-4bac-83ab-16a5568cc6b3,Pokémon,180,"[""Colorless""]",たね,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,75,75,Colress,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-75/large,70,YES,アクロマ,SAME_SET,HIGH,,SAME_SET_TEMPLATE,b1dc011a-1937-4938-9185-eaf6875d552f,サポート,,[],,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,76,76,Skyla,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-76/large,70,YES,フウロ,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,0489be8c-6da6-40fa-8d12-1bad79a25665,サポート,,[],,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,77,77,Charizard,UR,UR,,https://images.scrydex.com/pokemon/bw7_ja-77/large,70,YES,リザードン,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,0821c577-b2a4-45d5-b6b7-c221073b6f3d,Pokémon,160,"[""Fire""]",2 進化,
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,78,78,Blastoise,UR,UR,,https://images.scrydex.com/pokemon/bw7_ja-78/large,70,YES,カメックス,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,6a8b580b-219f-4ecc-a85c-8c49eb4b97bd,,,,,
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,52,52,Thundurus-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-52/large,51,YES,ボルトロスEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,55541454-e08e-402b-a59b-eb8bd40cf745,Pokémon,170,"[""Electric""]",たね,
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,53,53,Latias-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-53/large,51,YES,ラティアスEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,0b2609ea-5227-4a79-9c22-7298e62f25e9,Pokémon,160,"[""Dragon""]",たね,
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,54,54,Tornadus-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-54/large,51,YES,トルネロスEX,SAME_SET,HIGH,,SAME_SET_TEMPLATE,7cc8b747-b3f2-4d08-8141-bcce0e22de39,Pokémon,180,"[""Colorless""]",たね,
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,55,55,Professor Juniper,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-55/large,51,YES,アララギ博士,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,dd9165b6-d7e6-495e-99dc-fc32973dcd52,サポート,,[],,
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,56,56,Garbodor,UR,UR,,https://images.scrydex.com/pokemon/bw8t_ja-56/large,51,YES,ダストダス,GLOBAL_UNANIMOUS,HIGH,,GLOBAL_TEMPLATE,7a3197d7-8bd8-4cfd-be16-464eb37480b1,Pokémon,120,"[""Dark""]",1 進化,
