series_name,set_id,set_code,set_name,scrydex_id,scrydex_url,scrydex_number_raw,number_key,scrydex_name,scrydex_rarity,scrydex_rarity_raw,scrydex_card_url,expected_image_url,db_numeric_max,beyond_db_max
BWシリーズ,7816388b-32e3-4c5e-9815-b552741bee9c,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,https://scrydex.com/pokemon/expansions/black-collection/bw1b_ja,55,55,Reshiram,SR,SR,,https://images.scrydex.com/pokemon/bw1b_ja-55/large,53,YES
BWシリーズ,7816388b-32e3-4c5e-9815-b552741bee9c,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,https://scrydex.com/pokemon/expansions/black-collection/bw1b_ja,56,56,Pikachu,UR,UR,,https://images.scrydex.com/pokemon/bw1b_ja-56/large,53,YES
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,54,54,Thundurus,SR,SR,,https://images.scrydex.com/pokemon/bw1w_ja-54/large,53,YES
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,55,55,Zekrom,SR,SR,,https://images.scrydex.com/pokemon/bw1w_ja-55/large,53,YES
BWシリーズ,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,https://scrydex.com/pokemon/expansions/white-collection/bw1w_ja,56,56,Pikachu,UR,UR,,https://images.scrydex.com/pokemon/bw1w_ja-56/large,53,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,94,94,Reshiram,,—,,https://images.scrydex.com/pokemon/ebb1_ja-94/large,93,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,95,95,Zekrom,,—,,https://images.scrydex.com/pokemon/ebb1_ja-95/large,93,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,96,96,Imakuni?,,—,,https://images.scrydex.com/pokemon/ebb1_ja-96/large,93,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,97,97,Pokémon Enterprise,,—,,https://images.scrydex.com/pokemon/ebb1_ja-97/large,93,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,98,98,Pokémon Enterprise,,—,,https://images.scrydex.com/pokemon/ebb1_ja-98/large,93,YES
BWシリーズ,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,BW10-B,ポケモンカードゲームBW コンセプトパック「EXバトルブースト」,ebb1_ja,https://scrydex.com/pokemon/expansions/ex-battle-boost/ebb1_ja,99,99,Pokémon Enterprise,,—,,https://images.scrydex.com/pokemon/ebb1_ja-99/large,93,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,67,67,Virizion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-67/large,66,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,68,68,Terrakion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-68/large,66,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,69,69,Cobalion,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-69/large,66,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,70,70,Victini,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-70/large,66,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,71,71,N,SR,SR,,https://images.scrydex.com/pokemon/bw2_ja-71/large,66,YES
BWシリーズ,57924c09-76eb-4558-9b20-3158526e6c65,BW2-B,ポケモンカードゲームBW 拡張パック「レッドコレクション」,bw2_ja,https://scrydex.com/pokemon/expansions/red-collection/bw2_ja,72,72,Meowth,UR,UR,,https://images.scrydex.com/pokemon/bw2_ja-72/large,66,YES
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,53,53,Kyurem-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-53/large,52,YES
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,54,54,Groudon-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-54/large,52,YES
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,55,55,Regigigas-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3h_ja-55/large,52,YES
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,56,56,Emboar,UR,UR,,https://images.scrydex.com/pokemon/bw3h_ja-56/large,52,YES
BWシリーズ,eeb4f01f-3792-421f-9dc9-6a8799cd6a06,BW3-Bh,ポケモンカードゲームBW 拡張パック「ヘイルブリザード」,bw3h_ja,https://scrydex.com/pokemon/expansions/hail-blizzard/bw3h_ja,57,57,Chandelure,UR,UR,,https://images.scrydex.com/pokemon/bw3h_ja-57/large,52,YES
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,53,53,Shaymin-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-53/large,52,YES
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,54,54,Kyogre-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-54/large,52,YES
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,55,55,Mewtwo-EX,SR,SR,,https://images.scrydex.com/pokemon/bw3p_ja-55/large,52,YES
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,56,56,Zoroark,UR,UR,,https://images.scrydex.com/pokemon/bw3p_ja-56/large,52,YES
BWシリーズ,b7b434e5-3fee-4321-a856-7cb6afbe5941,BW3-Bp,ポケモンカードゲームBW 拡張パック「サイコドライブ」,bw3p_ja,https://scrydex.com/pokemon/expansions/psycho-drive/bw3p_ja,57,57,Hydreigon,UR,UR,,https://images.scrydex.com/pokemon/bw3p_ja-57/large,52,YES
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,51,51,Ho-Oh-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-51/large,50,YES
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,52,52,Registeel-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-52/large,50,YES
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,53,53,Rayquaza-EX,SR,SR,,https://images.scrydex.com/pokemon/bw5d_ja-53/large,50,YES
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,54,54,Serperior,UR,UR,,https://images.scrydex.com/pokemon/bw5d_ja-54/large,50,YES
BWシリーズ,6b8faf93-bc0b-4539-aca0-5b0cdcba2d41,BW5-Brn,ポケモンカードゲームBW 拡張パック「リューノブレード」,bw5d_ja,https://scrydex.com/pokemon/expansions/dragon-blade/bw5d_ja,55,55,Krookodile,UR,UR,,https://images.scrydex.com/pokemon/bw5d_ja-55/large,50,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,60,60,Celebi-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-60/large,59,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,61,61,Keldeo-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-61/large,59,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,62,62,White Kyurem-EX,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-62/large,59,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,63,63,Bianca,SR,SR,,https://images.scrydex.com/pokemon/bw6c_ja-63/large,59,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,64,64,Terrakion,UR,UR,,https://images.scrydex.com/pokemon/bw6c_ja-64/large,59,YES
BWシリーズ,55fb9c24-1735-4a8c-b090-eebabf950f94,BW6-Bc,ポケモンカードゲームBW 拡張パック「コールドフレア」,bw6c_ja,https://scrydex.com/pokemon/expansions/cold-flare/bw6c_ja,65,65,Altaria,UR,UR,,https://images.scrydex.com/pokemon/bw6c_ja-65/large,59,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,71,71,Victini-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-71/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,72,72,Articuno-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-72/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,73,73,Cobalion-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-73/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,74,74,Lugia-EX,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-74/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,75,75,Colress,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-75/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,76,76,Skyla,SR,SR,,https://images.scrydex.com/pokemon/bw7_ja-76/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,77,77,Charizard,UR,UR,,https://images.scrydex.com/pokemon/bw7_ja-77/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,78,78,Blastoise,UR,UR,,https://images.scrydex.com/pokemon/bw7_ja-78/large,70,YES
BWシリーズ,d80a5f18-cad8-457f-90e6-3fbfd527f8c2,BW7-B,ポケモンカードゲームBW 拡張パック「プラズマゲイル」,bw7_ja,https://scrydex.com/pokemon/expansions/plasma-gale/bw7_ja,79,79,Random Receiver,UR,UR,,https://images.scrydex.com/pokemon/bw7_ja-79/large,70,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,52,52,Thundurus-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-52/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,53,53,Latias-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-53/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,54,54,Tornadus-EX,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-54/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,55,55,Professor Juniper,SR,SR,,https://images.scrydex.com/pokemon/bw8t_ja-55/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,56,56,Garbodor,UR,UR,,https://images.scrydex.com/pokemon/bw8t_ja-56/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,57,57,Garchomp,UR,UR,,https://images.scrydex.com/pokemon/bw8t_ja-57/large,51,YES
BWシリーズ,71a210ff-9d68-4eed-900a-43b5f14a70c6,BW8-Brn,ポケモンカードゲームBW 拡張パック「ライデンナックル」,bw8t_ja,https://scrydex.com/pokemon/expansions/thunder-knuckle/bw8t_ja,58,58,Max Potion,UR,UR,,https://images.scrydex.com/pokemon/bw8t_ja-58/large,51,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,94,94,Grass Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-94/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,95,95,Fire Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-95/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,96,96,Water Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-96/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,97,97,Lightning Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-97/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,98,98,Psychic Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-98/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,99,99,Fighting Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-99/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,100,100,Darkness Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-100/large,93,YES
ソード・シールド,519974df-352f-47fe-a03f-04e3e551a5da,S10b,強化拡張パック「Pokémon GO」,swsh10b_ja,https://scrydex.com/pokemon/expansions/pokmon-go/swsh10b_ja,101,101,Metal Energy,,—,,https://images.scrydex.com/pokemon/swsh10b_ja-101/large,93,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,69,69,Lapras VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh1w_ja-69/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,70,70,Stonjourner VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh1w_ja-70/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,71,71,Professor's Research,HR,HR,,https://images.scrydex.com/pokemon/swsh1w_ja-71/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,72,72,Bede,HR,HR,,https://images.scrydex.com/pokemon/swsh1w_ja-72/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,73,73,Zacian V,UR,UR,,https://images.scrydex.com/pokemon/swsh1w_ja-73/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,74,74,Ordinary Rod,UR,UR,,https://images.scrydex.com/pokemon/swsh1w_ja-74/large,68,YES
ソード・シールド,e7364633-fbf1-400c-8da2-63b129f42c38,S1W,拡張パック「ソード」,swsh1w_ja,https://scrydex.com/pokemon/expansions/sword/swsh1w_ja,75,75,Air Balloon,UR,UR,,https://images.scrydex.com/pokemon/swsh1w_ja-75/large,68,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,107,107,Toxtricity VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-107/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,108,108,Dragapult VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-108/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,109,109,Malamar VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-109/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,110,110,Copperajah VMAX,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-110/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,111,111,Oleana,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-111/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,112,112,Boss's Orders,HR,HR,,https://images.scrydex.com/pokemon/swsh2_ja-112/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,113,113,Galarian Perrserker,UR,UR,,https://images.scrydex.com/pokemon/swsh2_ja-113/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,114,114,Scoop Up Net,UR,UR,,https://images.scrydex.com/pokemon/swsh2_ja-114/large,106,YES
ソード・シールド,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,S2,拡張パック「反逆クラッシュ」,swsh2_ja,https://scrydex.com/pokemon/expansions/rebellion-crash/swsh2_ja,115,115,Tool Scrapper,UR,UR,,https://images.scrydex.com/pokemon/swsh2_ja-115/large,106,YES
