card_number,scrydex_japanese_name,official_search_url,official_detail_links_found,search_page_contains_name
158,すごいつりざお,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%81%99%E3%81%94%E3%81%84%E3%81%A4%E3%82%8A%E3%81%96%E3%81%8A&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
159,ネストボール,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%83%8D%E3%82%B9%E3%83%88%E3%83%9C%E3%83%BC%E3%83%AB&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
160,ネモのリュック,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%83%8D%E3%83%A2%E3%81%AE%E3%83%AA%E3%83%A5%E3%83%83%E3%82%AF&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
161,ハイパーボール,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%83%8F%E3%82%A4%E3%83%91%E3%83%BC%E3%83%9C%E3%83%BC%E3%83%AB&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
162,はげましのてがみ,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%81%AF%E3%81%92%E3%81%BE%E3%81%97%E3%81%AE%E3%81%A6%E3%81%8C%E3%81%BF&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
163,ふしぎなアメ,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%81%B5%E3%81%97%E3%81%8E%E3%81%AA%E3%82%A2%E3%83%A1&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
164,岩のむねあて,https://www.pokemon-card.com/card-search/index.php?keyword=%E5%B2%A9%E3%81%AE%E3%82%80%E3%81%AD%E3%81%82%E3%81%A6&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
165,大きなふうせん,https://www.pokemon-card.com/card-search/index.php?keyword=%E5%A4%A7%E3%81%8D%E3%81%AA%E3%81%B5%E3%81%86%E3%81%9B%E3%82%93&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
166,ガチガチバンド,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%82%AC%E3%83%81%E3%82%AC%E3%83%81%E3%83%90%E3%83%B3%E3%83%89&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
167,たべのこし,https://www.pokemon-card.com/card-search/index.php?keyword=%E3%81%9F%E3%81%B9%E3%81%AE%E3%81%93%E3%81%97&regulation_sidebar_form=all&sm_and_keyword=true&se_ta=&illust=,0,False
