set_code,set_name,scrydex_id,card_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url,resolved_japanese_name,resolution_method,resolution_status,candidate_japanese_names
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,22,Thundurus-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-22/medium,https://scrydex.com/pokemon/cards/thundurus-ex/xy6_ja-22?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ボルトロスEX,SAME_SET_UNANIMOUS,RESOLVED,ボルトロスEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,29,Deoxys,R,https://images.scrydex.com/pokemon/xy6_ja-29/medium,https://scrydex.com/pokemon/cards/deoxys/xy6_ja-29?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,デオキシス,GLOBAL_UNANIMOUS,RESOLVED,デオキシス
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,30,Gallade-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-30/medium,https://scrydex.com/pokemon/cards/gallade-ex/xy6_ja-30?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,エルレイドEX,SAME_SET_UNANIMOUS,RESOLVED,エルレイドEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,31,M Gallade-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-31/medium,https://scrydex.com/pokemon/cards/m-gallade-ex/xy6_ja-31?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,megaエルレイドEX,SAME_SET_UNANIMOUS,RESOLVED,megaエルレイドEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,32,Gligar,C,https://images.scrydex.com/pokemon/xy6_ja-32/medium,https://scrydex.com/pokemon/cards/gligar/xy6_ja-32?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,グライガー,GLOBAL_UNANIMOUS,RESOLVED,グライガー
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,33,Gliscor,C,https://images.scrydex.com/pokemon/xy6_ja-33/medium,https://scrydex.com/pokemon/cards/gliscor/xy6_ja-33?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,グライオン,GLOBAL_UNANIMOUS,RESOLVED,グライオン
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,34,Absol,R,https://images.scrydex.com/pokemon/xy6_ja-34/medium,https://scrydex.com/pokemon/cards/absol/xy6_ja-34?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,アブソル,GLOBAL_UNANIMOUS,RESOLVED,アブソル
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,35,Jirachi,R,https://images.scrydex.com/pokemon/xy6_ja-35/medium,https://scrydex.com/pokemon/cards/jirachi/xy6_ja-35?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ジラーチ,GLOBAL_UNANIMOUS,RESOLVED,ジラーチ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,36,Togepi,C,https://images.scrydex.com/pokemon/xy6_ja-36/medium,https://scrydex.com/pokemon/cards/togepi/xy6_ja-36?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,トゲピー,GLOBAL_UNANIMOUS,RESOLVED,トゲピー
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,37,Togetic,C,https://images.scrydex.com/pokemon/xy6_ja-37/medium,https://scrydex.com/pokemon/cards/togetic/xy6_ja-37?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,トゲチック,GLOBAL_UNANIMOUS,RESOLVED,トゲチック
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,38,Togekiss,U,https://images.scrydex.com/pokemon/xy6_ja-38/medium,https://scrydex.com/pokemon/cards/togekiss/xy6_ja-38?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,トゲキッス,GLOBAL_UNANIMOUS,RESOLVED,トゲキッス
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,39,Togekiss,R,https://images.scrydex.com/pokemon/xy6_ja-39/medium,https://scrydex.com/pokemon/cards/togekiss/xy6_ja-39?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,トゲキッス,GLOBAL_UNANIMOUS,RESOLVED,トゲキッス
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,44,Altaria,C,https://images.scrydex.com/pokemon/xy6_ja-44/medium,https://scrydex.com/pokemon/cards/altaria/xy6_ja-44?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,チルタリス,GLOBAL_UNANIMOUS,RESOLVED,チルタリス
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,48,Latios-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-48/medium,https://scrydex.com/pokemon/cards/latios-ex/xy6_ja-48?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ラティオスEX,SAME_SET_UNANIMOUS,RESOLVED,ラティオスEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,49,M Latios-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-49/medium,https://scrydex.com/pokemon/cards/m-latios-ex/xy6_ja-49?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,megaラティオスEX,SAME_SET_UNANIMOUS,RESOLVED,megaラティオスEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,50,Hydreigon-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-50/medium,https://scrydex.com/pokemon/cards/hydreigon-ex/xy6_ja-50?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,サザンドラEX,SAME_SET_UNANIMOUS,RESOLVED,サザンドラEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,51,Reshiram,R,https://images.scrydex.com/pokemon/xy6_ja-51/medium,https://scrydex.com/pokemon/cards/reshiram/xy6_ja-51?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,レシラム,GLOBAL_UNANIMOUS,RESOLVED,レシラム
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,52,Spearow,C,https://images.scrydex.com/pokemon/xy6_ja-52/medium,https://scrydex.com/pokemon/cards/spearow/xy6_ja-52?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,オニスズメ,GLOBAL_UNANIMOUS,RESOLVED,オニスズメ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,53,Fearow,C,https://images.scrydex.com/pokemon/xy6_ja-53/medium,https://scrydex.com/pokemon/cards/fearow/xy6_ja-53?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,オニドリル,GLOBAL_UNANIMOUS,RESOLVED,オニドリル
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,54,Dunsparce,C,https://images.scrydex.com/pokemon/xy6_ja-54/medium,https://scrydex.com/pokemon/cards/dunsparce/xy6_ja-54?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ノコッチ,GLOBAL_UNANIMOUS,RESOLVED,ノコッチ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,56,Taillow,C,https://images.scrydex.com/pokemon/xy6_ja-56/medium,https://scrydex.com/pokemon/cards/taillow/xy6_ja-56?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,スバメ,GLOBAL_UNANIMOUS,RESOLVED,スバメ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,57,Swellow,C,https://images.scrydex.com/pokemon/xy6_ja-57/medium,https://scrydex.com/pokemon/cards/swellow/xy6_ja-57?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,オオスバメ,GLOBAL_UNANIMOUS,RESOLVED,オオスバメ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,58,Swellow,R,https://images.scrydex.com/pokemon/xy6_ja-58/medium,https://scrydex.com/pokemon/cards/swellow/xy6_ja-58?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,オオスバメ,GLOBAL_UNANIMOUS,RESOLVED,オオスバメ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,59,Swablu,C,https://images.scrydex.com/pokemon/xy6_ja-59/medium,https://scrydex.com/pokemon/cards/swablu/xy6_ja-59?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,チルット,GLOBAL_UNANIMOUS,RESOLVED,チルット
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,60,Altaria,U,https://images.scrydex.com/pokemon/xy6_ja-60/medium,https://scrydex.com/pokemon/cards/altaria/xy6_ja-60?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,チルタリス,GLOBAL_UNANIMOUS,RESOLVED,チルタリス
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,61,Rayquaza-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-61/medium,https://scrydex.com/pokemon/cards/rayquaza-ex/xy6_ja-61?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,レックウザEX,SAME_SET_UNANIMOUS,RESOLVED,レックウザEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,62,M Rayquaza-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-62/medium,https://scrydex.com/pokemon/cards/m-rayquaza-ex/xy6_ja-62?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,megaレックウザEX,SAME_SET_UNANIMOUS,RESOLVED,megaレックウザEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,63,Shaymin-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-63/medium,https://scrydex.com/pokemon/cards/shaymin-ex/xy6_ja-63?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,シェイミEX,SAME_SET_UNANIMOUS,RESOLVED,シェイミEX
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,68,Fletchling,C,https://images.scrydex.com/pokemon/xy6_ja-68/medium,https://scrydex.com/pokemon/cards/fletchling/xy6_ja-68?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ヤヤコマ,GLOBAL_UNANIMOUS,RESOLVED,ヤヤコマ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,69,Revive,U,https://images.scrydex.com/pokemon/xy6_ja-69/medium,https://scrydex.com/pokemon/cards/revive/xy6_ja-69?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,げんきのかけら,GLOBAL_UNANIMOUS,RESOLVED,げんきのかけら
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,70,Trainers' Mail,U,https://images.scrydex.com/pokemon/xy6_ja-70/medium,https://scrydex.com/pokemon/cards/trainers-mail/xy6_ja-70?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,トレーナーズポスト,GLOBAL_UNANIMOUS,RESOLVED,トレーナーズポスト
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,75,Winona,U,https://images.scrydex.com/pokemon/xy6_ja-75/medium,https://scrydex.com/pokemon/cards/winona/xy6_ja-75?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ナギ,SAME_SET_UNANIMOUS,RESOLVED,ナギ
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,76,Wally,U,https://images.scrydex.com/pokemon/xy6_ja-76/medium,https://scrydex.com/pokemon/cards/wally/xy6_ja-76?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,ミツル,SAME_SET_UNANIMOUS,RESOLVED,ミツル
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,77,Sky Field,U,https://images.scrydex.com/pokemon/xy6_ja-77/medium,https://scrydex.com/pokemon/cards/sky-field/xy6_ja-77?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,スカイフィールド,GLOBAL_UNANIMOUS,RESOLVED,スカイフィールド
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,5,Spinarak,C,https://images.scrydex.com/pokemon/xy7_ja-5/medium,https://scrydex.com/pokemon/cards/spinarak/xy7_ja-5?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,イトマル,GLOBAL_UNANIMOUS,RESOLVED,イトマル
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,6,Ariados,C,https://images.scrydex.com/pokemon/xy7_ja-6/medium,https://scrydex.com/pokemon/cards/ariados/xy7_ja-6?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,アリアドス,GLOBAL_UNANIMOUS,RESOLVED,アリアドス
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,7,Sceptile-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-7/medium,https://scrydex.com/pokemon/cards/sceptile-ex/xy7_ja-7?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ジュカインEX,SAME_SET_UNANIMOUS,RESOLVED,ジュカインEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,8,M Sceptile-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-8/medium,https://scrydex.com/pokemon/cards/m-sceptile-ex/xy7_ja-8?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,megaジュカインEX,SAME_SET_UNANIMOUS,RESOLVED,megaジュカインEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,9,Combee,C,https://images.scrydex.com/pokemon/xy7_ja-9/medium,https://scrydex.com/pokemon/cards/combee/xy7_ja-9?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ミツハニー,GLOBAL_UNANIMOUS,RESOLVED,ミツハニー
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,10,Vespiquen,C,https://images.scrydex.com/pokemon/xy7_ja-10/medium,https://scrydex.com/pokemon/cards/vespiquen/xy7_ja-10?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ビークイン,GLOBAL_UNANIMOUS,RESOLVED,ビークイン
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,11,Vespiquen,C,https://images.scrydex.com/pokemon/xy7_ja-11/medium,https://scrydex.com/pokemon/cards/vespiquen/xy7_ja-11?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ビークイン,GLOBAL_UNANIMOUS,RESOLVED,ビークイン
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,14,Entei,U,https://images.scrydex.com/pokemon/xy7_ja-14/medium,https://scrydex.com/pokemon/cards/entei/xy7_ja-14?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,エンテイ,GLOBAL_UNANIMOUS,RESOLVED,エンテイ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,15,Entei,R,https://images.scrydex.com/pokemon/xy7_ja-15/medium,https://scrydex.com/pokemon/cards/entei/xy7_ja-15?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,エンテイ,GLOBAL_UNANIMOUS,RESOLVED,エンテイ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,19,Magikarp,C,https://images.scrydex.com/pokemon/xy7_ja-19/medium,https://scrydex.com/pokemon/cards/magikarp/xy7_ja-19?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,コイキング,GLOBAL_UNANIMOUS,RESOLVED,コイキング
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,20,Gyarados,U,https://images.scrydex.com/pokemon/xy7_ja-20/medium,https://scrydex.com/pokemon/cards/gyarados/xy7_ja-20?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ギャラドス,GLOBAL_UNANIMOUS,RESOLVED,ギャラドス
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,21,Gyarados,R,https://images.scrydex.com/pokemon/xy7_ja-21/medium,https://scrydex.com/pokemon/cards/gyarados/xy7_ja-21?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ギャラドス,GLOBAL_UNANIMOUS,RESOLVED,ギャラドス
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,24,Regice,U,https://images.scrydex.com/pokemon/xy7_ja-24/medium,https://scrydex.com/pokemon/cards/regice/xy7_ja-24?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,レジアイス,GLOBAL_UNANIMOUS,RESOLVED,レジアイス
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,25,Kyurem-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-25/medium,https://scrydex.com/pokemon/cards/kyurem-ex/xy7_ja-25?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,キュレムEX,SAME_SET_UNANIMOUS,RESOLVED,キュレムEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,27,Ampharos-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-27/medium,https://scrydex.com/pokemon/cards/ampharos-ex/xy7_ja-27?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,デンリュウEX,SAME_SET_UNANIMOUS,RESOLVED,デンリュウEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,28,M Ampharos-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-28/medium,https://scrydex.com/pokemon/cards/m-ampharos-ex/xy7_ja-28?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,megaデンリュウEX,SAME_SET_UNANIMOUS,RESOLVED,megaデンリュウEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,29,Rotom,C,https://images.scrydex.com/pokemon/xy7_ja-29/medium,https://scrydex.com/pokemon/cards/rotom/xy7_ja-29?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ロトム,GLOBAL_UNANIMOUS,RESOLVED,ロトム
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,30,Unown,C,https://images.scrydex.com/pokemon/xy7_ja-30/medium,https://scrydex.com/pokemon/cards/unown/xy7_ja-30?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,アンノーン,GLOBAL_UNANIMOUS,RESOLVED,アンノーン
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,34,Golett,C,https://images.scrydex.com/pokemon/xy7_ja-34/medium,https://scrydex.com/pokemon/cards/golett/xy7_ja-34?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ゴビット,GLOBAL_UNANIMOUS,RESOLVED,ゴビット
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,35,Golurk,U,https://images.scrydex.com/pokemon/xy7_ja-35/medium,https://scrydex.com/pokemon/cards/golurk/xy7_ja-35?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ゴルーグ,GLOBAL_UNANIMOUS,RESOLVED,ゴルーグ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,36,Hoopa-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-36/medium,https://scrydex.com/pokemon/cards/hoopa-ex/xy7_ja-36?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,フーパEX,SAME_SET_UNANIMOUS,RESOLVED,フーパEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,37,Machamp-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-37/medium,https://scrydex.com/pokemon/cards/machamp-ex/xy7_ja-37?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,カイリキーEX,SAME_SET_UNANIMOUS,RESOLVED,カイリキーEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,41,Golurk,C,https://images.scrydex.com/pokemon/xy7_ja-41/medium,https://scrydex.com/pokemon/cards/golurk/xy7_ja-41?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ゴルーグ,GLOBAL_UNANIMOUS,RESOLVED,ゴルーグ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,42,Tyranitar-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-42/medium,https://scrydex.com/pokemon/cards/tyranitar-ex/xy7_ja-42?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,バンギラスEX,SAME_SET_UNANIMOUS,RESOLVED,バンギラスEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,43,M Tyranitar-EX,RR,https://images.scrydex.com/pokemon/xy7_ja-43/medium,https://scrydex.com/pokemon/cards/m-tyranitar-ex/xy7_ja-43?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,megaバンギラスEX,SAME_SET_UNANIMOUS,RESOLVED,megaバンギラスEX
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,45,Inkay,C,https://images.scrydex.com/pokemon/xy7_ja-45/medium,https://scrydex.com/pokemon/cards/inkay/xy7_ja-45?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,マーイーカ,GLOBAL_UNANIMOUS,RESOLVED,マーイーカ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,46,Malamar,C,https://images.scrydex.com/pokemon/xy7_ja-46/medium,https://scrydex.com/pokemon/cards/malamar/xy7_ja-46?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,カラマネロ,GLOBAL_UNANIMOUS,RESOLVED,カラマネロ
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,52,Ralts,C,https://images.scrydex.com/pokemon/xy7_ja-52/medium,https://scrydex.com/pokemon/cards/ralts/xy7_ja-52?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,ラルトス,GLOBAL_UNANIMOUS,RESOLVED,ラルトス
XY7,ポケモンカードゲームXY 拡張パック「バンデットリング」,xy7_ja,53,Kirlia,C,https://images.scrydex.com/pokemon/xy7_ja-53/medium,https://scrydex.com/pokemon/cards/kirlia/xy7_ja-53?variant=firstEdition,https://scrydex.com/pokemon/expansions/bandit-ring/xy7_ja,キルリア,GLOBAL_UNANIMOUS,RESOLVED,キルリア
