set_code,set_id,card_number,scrydex_english_name,db_japanese_name,scrydex_card_url
XY,a0688785-c0ff-43fa-84fa-48d14432b701,174,M Manectric-EX,megaライボルトEX,https://scrydex.com/pokemon/cards/m-manectric-ex/xy_ja-174?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,175,Regirock-EX,レジロックEX,https://scrydex.com/pokemon/cards/regirock-ex/xy_ja-175?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,176,M Lucario-EX,megaルカリオEX,https://scrydex.com/pokemon/cards/m-lucario-ex/xy_ja-176?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,177,Zygarde-EX,ジガルデEX,https://scrydex.com/pokemon/cards/zygarde-ex/xy_ja-177?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,178,M Sharpedo-EX,megaサメハダーEX,https://scrydex.com/pokemon/cards/m-sharpedo-ex/xy_ja-178?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,179,Aegislash-EX,ギルガルドEX,https://scrydex.com/pokemon/cards/aegislash-ex/xy_ja-179?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,180,N,N,https://scrydex.com/pokemon/cards/n/xy_ja-180?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,181,Hex Maniac,オカルトマニア,https://scrydex.com/pokemon/cards/hex-maniac/xy_ja-181?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,182,Blacksmith,鍛冶屋,https://scrydex.com/pokemon/cards/blacksmith/xy_ja-182?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,183,Karen,カリン,https://scrydex.com/pokemon/cards/karen/xy_ja-183?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,184,Delinquent,こわいおねえさん,https://scrydex.com/pokemon/cards/delinquent/xy_ja-184?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,185,Shauna,サナ,https://scrydex.com/pokemon/cards/shauna/xy_ja-185?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,186,Team Flare Grunt,フレア団のしたっぱ,https://scrydex.com/pokemon/cards/team-flare-grunt/xy_ja-186?variant=normal
XY,a0688785-c0ff-43fa-84fa-48d14432b701,187,Yveltal-EX,イベルタルEX,https://scrydex.com/pokemon/cards/yveltal-ex/xy_ja-187?variant=holofoil
XY,a0688785-c0ff-43fa-84fa-48d14432b701,188,Shaymin-EX,シェイミEX,https://scrydex.com/pokemon/cards/shaymin-ex/xy_ja-188?variant=holofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,1,Weedle,ビードル,https://scrydex.com/pokemon/cards/weedle/xy1y_ja-1?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,2,Kakuna,コクーン,https://scrydex.com/pokemon/cards/kakuna/xy1y_ja-2?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,3,Beedrill,スピアー,https://scrydex.com/pokemon/cards/beedrill/xy1y_ja-3?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,4,Ledyba,レディバ,https://scrydex.com/pokemon/cards/ledyba/xy1y_ja-4?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,5,Ledian,レディアン,https://scrydex.com/pokemon/cards/ledian/xy1y_ja-5?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,6,Illumise,イルミーゼ,https://scrydex.com/pokemon/cards/illumise/xy1y_ja-6?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,7,Chespin,ハリマロン,https://scrydex.com/pokemon/cards/chespin/xy1y_ja-7?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,8,Quilladin,ハリボーグ,https://scrydex.com/pokemon/cards/quilladin/xy1y_ja-8?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,9,Chesnaught,ブリガロン,https://scrydex.com/pokemon/cards/chesnaught/xy1y_ja-9?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,10,Pansear,バオップ,https://scrydex.com/pokemon/cards/pansear/xy1y_ja-10?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,11,Simisear,バオッキー,https://scrydex.com/pokemon/cards/simisear/xy1y_ja-11?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,12,Fletchinder,ヒノヤコマ,https://scrydex.com/pokemon/cards/fletchinder/xy1y_ja-12?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,13,Talonflame,ファイアロー,https://scrydex.com/pokemon/cards/talonflame/xy1y_ja-13?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,14,Blastoise-EX,カメックスEX,https://scrydex.com/pokemon/cards/blastoise-ex/xy1y_ja-14?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,15,M Blastoise-EX,megaカメックスEX,https://scrydex.com/pokemon/cards/m-blastoise-ex/xy1y_ja-15?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,16,Shellder,シェルダー,https://scrydex.com/pokemon/cards/shellder/xy1y_ja-16?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,17,Cloyster,パルシェン,https://scrydex.com/pokemon/cards/cloyster/xy1y_ja-17?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,18,Lapras,ラプラス,https://scrydex.com/pokemon/cards/lapras/xy1y_ja-18?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,19,Panpour,ヒヤップ,https://scrydex.com/pokemon/cards/panpour/xy1y_ja-19?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,20,Simipour,ヒヤッキー,https://scrydex.com/pokemon/cards/simipour/xy1y_ja-20?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,21,Voltorb,ビリリダマ,https://scrydex.com/pokemon/cards/voltorb/xy1y_ja-21?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,22,Electrode,マルマイン,https://scrydex.com/pokemon/cards/electrode/xy1y_ja-22?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,23,Emolga-EX,エモンガEX,https://scrydex.com/pokemon/cards/emolga-ex/xy1y_ja-23?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,24,Venipede,フシデ,https://scrydex.com/pokemon/cards/venipede/xy1y_ja-24?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,25,Whirlipede,ホイーガ,https://scrydex.com/pokemon/cards/whirlipede/xy1y_ja-25?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,26,Scolipede,ペンドラー,https://scrydex.com/pokemon/cards/scolipede/xy1y_ja-26?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,27,Pumpkaboo,バケッチャ,https://scrydex.com/pokemon/cards/pumpkaboo/xy1y_ja-27?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,28,Gourgeist,パンプジン,https://scrydex.com/pokemon/cards/gourgeist/xy1y_ja-28?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,29,Diglett,ディグダ,https://scrydex.com/pokemon/cards/diglett/xy1y_ja-29?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,30,Dugtrio,ダグトリオ,https://scrydex.com/pokemon/cards/dugtrio/xy1y_ja-30?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,31,Rhyhorn,サイホーン,https://scrydex.com/pokemon/cards/rhyhorn/xy1y_ja-31?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,32,Rhydon,サイドン,https://scrydex.com/pokemon/cards/rhydon/xy1y_ja-32?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,33,Rhyperior,ドサイドン,https://scrydex.com/pokemon/cards/rhyperior/xy1y_ja-33?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,34,Solrock,ソルロック,https://scrydex.com/pokemon/cards/solrock/xy1y_ja-34?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,35,Inkay,マーイーカ,https://scrydex.com/pokemon/cards/inkay/xy1y_ja-35?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,36,Malamar,カラマネロ,https://scrydex.com/pokemon/cards/malamar/xy1y_ja-36?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,37,Yveltal-EX,イベルタルEX,https://scrydex.com/pokemon/cards/yveltal-ex/xy1y_ja-37?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,38,Honedge,ヒトツキ,https://scrydex.com/pokemon/cards/honedge/xy1y_ja-38?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,39,Doublade,ニダンギル,https://scrydex.com/pokemon/cards/doublade/xy1y_ja-39?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,40,Aegislash,ギルガルド,https://scrydex.com/pokemon/cards/aegislash/xy1y_ja-40?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,41,Aegislash,ギルガルド,https://scrydex.com/pokemon/cards/aegislash/xy1y_ja-41?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,42,Jigglypuff,プリン,https://scrydex.com/pokemon/cards/jigglypuff/xy1y_ja-42?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,43,Wigglytuff,プクリン,https://scrydex.com/pokemon/cards/wigglytuff/xy1y_ja-43?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,44,Spritzee,シュシュプ,https://scrydex.com/pokemon/cards/spritzee/xy1y_ja-44?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,45,Aromatisse,フレフワン,https://scrydex.com/pokemon/cards/aromatisse/xy1y_ja-45?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,46,Doduo,ドードー,https://scrydex.com/pokemon/cards/doduo/xy1y_ja-46?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,47,Dodrio,ドードリオ,https://scrydex.com/pokemon/cards/dodrio/xy1y_ja-47?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,48,Skitty,エネコ,https://scrydex.com/pokemon/cards/skitty/xy1y_ja-48?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,49,Delcatty,エネコロロ,https://scrydex.com/pokemon/cards/delcatty/xy1y_ja-49?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,50,Bidoof,ビッパ,https://scrydex.com/pokemon/cards/bidoof/xy1y_ja-50?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,51,Bibarel,ビーダル,https://scrydex.com/pokemon/cards/bibarel/xy1y_ja-51?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,52,Fletchling,ヤヤコマ,https://scrydex.com/pokemon/cards/fletchling/xy1y_ja-52?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,53,Furfrou,トリミアン,https://scrydex.com/pokemon/cards/furfrou/xy1y_ja-53?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,54,Super Potion,いいきずぐすり,https://scrydex.com/pokemon/cards/super-potion/xy1y_ja-54?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,55,Professor's Letter,はかせのてがみ,https://scrydex.com/pokemon/cards/professors-letter/xy1y_ja-55?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,56,Red Card,レッドカード,https://scrydex.com/pokemon/cards/red-card/xy1y_ja-56?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,57,Hard Charm,かたいおまもり,https://scrydex.com/pokemon/cards/hard-charm/xy1y_ja-57?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,58,Cassius,クロケア,https://scrydex.com/pokemon/cards/cassius/xy1y_ja-58?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,59,Tierno,ティエルノ,https://scrydex.com/pokemon/cards/tierno/xy1y_ja-59?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,60,Double Colorless Energy,ダブル無色エネルギー,https://scrydex.com/pokemon/cards/double-colorless-energy/xy1y_ja-60?variant=firstEdition
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,61,Blastoise-EX,カメックスEX,https://scrydex.com/pokemon/cards/blastoise-ex/xy1y_ja-61?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,62,Emolga-EX,エモンガEX,https://scrydex.com/pokemon/cards/emolga-ex/xy1y_ja-62?variant=firstEditionHolofoil
XY1-By,0f0b8f32-db0e-4bf1-9a12-e6692554debb,63,Yveltal-EX,イベルタルEX,https://scrydex.com/pokemon/cards/yveltal-ex/xy1y_ja-63?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,1,Caterpie,キャタピー,https://scrydex.com/pokemon/cards/caterpie/xy2_ja-1?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,2,Metapod,トランセル,https://scrydex.com/pokemon/cards/metapod/xy2_ja-2?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,3,Butterfree,バタフリー,https://scrydex.com/pokemon/cards/butterfree/xy2_ja-3?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,4,Pineco,クヌギダマ,https://scrydex.com/pokemon/cards/pineco/xy2_ja-4?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,5,Seedot,タネボー,https://scrydex.com/pokemon/cards/seedot/xy2_ja-5?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,6,Nuzleaf,コノハナ,https://scrydex.com/pokemon/cards/nuzleaf/xy2_ja-6?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,7,Shiftry,ダーテング,https://scrydex.com/pokemon/cards/shiftry/xy2_ja-7?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,8,Roselia,ロゼリア,https://scrydex.com/pokemon/cards/roselia/xy2_ja-8?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,9,Roserade,ロズレイド,https://scrydex.com/pokemon/cards/roserade/xy2_ja-9?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,10,Maractus,マラカッチ,https://scrydex.com/pokemon/cards/maractus/xy2_ja-10?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,11,Charizard-EX,リザードンEX,https://scrydex.com/pokemon/cards/charizard-ex/xy2_ja-11?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,12,Ponyta,ポニータ,https://scrydex.com/pokemon/cards/ponyta/xy2_ja-12?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,13,Rapidash,ギャロップ,https://scrydex.com/pokemon/cards/rapidash/xy2_ja-13?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,14,Litleo,シシコ,https://scrydex.com/pokemon/cards/litleo/xy2_ja-14?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,15,Pyroar,カエンジシ,https://scrydex.com/pokemon/cards/pyroar/xy2_ja-15?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,16,Qwilfish,ハリーセン,https://scrydex.com/pokemon/cards/qwilfish/xy2_ja-16?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,17,Feebas,ヒンバス,https://scrydex.com/pokemon/cards/feebas/xy2_ja-17?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,18,Milotic,ミロカロス,https://scrydex.com/pokemon/cards/milotic/xy2_ja-18?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,19,Spheal,タマザラシ,https://scrydex.com/pokemon/cards/spheal/xy2_ja-19?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,20,Sealeo,トドグラー,https://scrydex.com/pokemon/cards/sealeo/xy2_ja-20?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,21,Walrein,トドゼルガ,https://scrydex.com/pokemon/cards/walrein/xy2_ja-21?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,22,Luvdisc,ラブカス,https://scrydex.com/pokemon/cards/luvdisc/xy2_ja-22?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,23,Buizel,ブイゼル,https://scrydex.com/pokemon/cards/buizel/xy2_ja-23?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,24,Floatzel,フローゼル,https://scrydex.com/pokemon/cards/floatzel/xy2_ja-24?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,25,Bergmite,カチコール,https://scrydex.com/pokemon/cards/bergmite/xy2_ja-25?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,26,Avalugg,クレベース,https://scrydex.com/pokemon/cards/avalugg/xy2_ja-26?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,27,Shinx,コリンク,https://scrydex.com/pokemon/cards/shinx/xy2_ja-27?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,28,Luxio,ルクシオ,https://scrydex.com/pokemon/cards/luxio/xy2_ja-28?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,29,Luxray,レントラー,https://scrydex.com/pokemon/cards/luxray/xy2_ja-29?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,30,Magnezone-EX,ジバコイルEX,https://scrydex.com/pokemon/cards/magnezone-ex/xy2_ja-30?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,31,Helioptile,エリキテル,https://scrydex.com/pokemon/cards/helioptile/xy2_ja-31?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,32,Heliolisk,エレザード,https://scrydex.com/pokemon/cards/heliolisk/xy2_ja-32?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,33,Duskull,ヨマワル,https://scrydex.com/pokemon/cards/duskull/xy2_ja-33?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,34,Dusclops,サマヨール,https://scrydex.com/pokemon/cards/dusclops/xy2_ja-34?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,35,Dusknoir,ヨノワール,https://scrydex.com/pokemon/cards/dusknoir/xy2_ja-35?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,36,Toxicroak-EX,ドクロッグEX,https://scrydex.com/pokemon/cards/toxicroak-ex/xy2_ja-36?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,37,Espurr,ニャスパー,https://scrydex.com/pokemon/cards/espurr/xy2_ja-37?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,38,Meowstic,ニャオニクス,https://scrydex.com/pokemon/cards/meowstic/xy2_ja-38?variant=firstEditionHolofoil
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,39,Skrelp,クズモー,https://scrydex.com/pokemon/cards/skrelp/xy2_ja-39?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,40,Geodude,イシツブテ,https://scrydex.com/pokemon/cards/geodude/xy2_ja-40?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,41,Graveler,ゴローン,https://scrydex.com/pokemon/cards/graveler/xy2_ja-41?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,42,Golem,ゴローニャ,https://scrydex.com/pokemon/cards/golem/xy2_ja-42?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,43,Binacle,カメテテ,https://scrydex.com/pokemon/cards/binacle/xy2_ja-43?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,44,Barbaracle,ガメノデス,https://scrydex.com/pokemon/cards/barbaracle/xy2_ja-44?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,45,Sneasel,ニューラ,https://scrydex.com/pokemon/cards/sneasel/xy2_ja-45?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,46,Weavile,マニューラ,https://scrydex.com/pokemon/cards/weavile/xy2_ja-46?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,47,Stunky,スカンプー,https://scrydex.com/pokemon/cards/stunky/xy2_ja-47?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,48,Skuntank,スカタンク,https://scrydex.com/pokemon/cards/skuntank/xy2_ja-48?variant=firstEdition
XY2,6ba347c2-db70-4a00-bd67-01f48ceff2f5,49,Forretress,フォレトス,https://scrydex.com/pokemon/cards/forretress/xy2_ja-49?variant=firstEdition
