card_id,series_name,set_code,set_name,scrydex_id,card_number,card_name,current_rarity,scrydex_rarity,scrydex_rarity_raw
24c1f868-a126-4733-8237-36819cfc6ede,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,200,モクロー,,R,R
d5f61eff-1562-4dd3-91d3-3cbe00583779,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,203,サルノリ,,R,R
179dee51-4300-4c38-8ab8-8e3c9542a135,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,204,バチンキー,,R,R
a687fd71-654f-4683-b9ac-53510eb3f3fe,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,205,ゴリランダー,,R,R
861c5578-50a5-4a49-b9ce-6628d9457d51,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,206,サッチムシ,,R,R
cd8251ab-2d0a-4b0e-840e-bfebec2457b4,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,207,レドームシ,,R,R
ed912e8c-3470-43a0-bb49-168b7b7b8da7,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,208,イオルブ,,R,R
6c7ab93b-e785-4e50-8aee-7ea76a7da5d0,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,209,ヒメンカ,,R,R
5c340acd-7e08-4d96-a5be-681c91e92008,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,210,ワタシラガ,,R,R
24b7dab2-bda7-4d0e-988f-52ed9c9f7b69,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,211,カジッチュ,,R,R
8a702502-e5c9-4395-8be4-bdb69dc5252c,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,212,アップリュー,,R,R
75401fe4-52d8-47b8-beec-70aacf256006,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,213,タルップル,,R,R
99edf5e1-777e-428e-b382-9967a871fe5f,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,214,ヒバニー,,R,R
e995af80-305d-431f-8d97-de4e34e4f880,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,215,ラビフット,,R,R
06459ff3-3da4-440a-8f55-23fc5a28e442,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,216,エースバーン,,R,R
e418972b-0392-46ea-ae8f-ebb97cdd2c90,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,217,ヤクデ,,R,R
d191a2e2-d501-4ca1-964e-af69573c2379,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,218,マルヤクデ,,R,R
6f120137-34c0-4432-a687-8398c6764e2a,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,219,ガラル バリヤード,,R,R
def174ab-1506-4abf-abdc-4d5810576747,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,220,ガラル バリコオル,,R,R
13f008aa-8fe7-42ac-9837-92a086ddab8f,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,221,スイクン,,R,R
b38ff6a6-d0a4-4c63-9563-f8b91285be67,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,222,ガラル ダルマッカ,,R,R
7de05271-0178-489e-a5f8-35ce6bfdee93,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,223,ガラル ヒヒダルマ,,R,R
b490d4c0-8ec1-4b25-b13d-cf6b482151c7,SVシリーズ,SV7,ステラミラクル,sv7_ja,101,偉大な大樹,ー,ACE,ACE
201d73e7-025a-436f-9568-06f67c3d8004,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,224,メッソン,,R,R
e42adc19-184b-475e-9eb0-0a2e69f17d42,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,225,ジメレオン,,R,R
0f052e9f-fe5c-47c9-8667-aacd7fc27975,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,226,インテレオン,,R,R
28e82a4c-f890-4d4f-8ecd-df1d52550b45,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,227,カムカメ,,R,R
182fccda-81ef-4668-98cd-c89fa2cbf4b7,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,228,カジリガメ,,R,R
714e14b3-c45c-42c5-88e2-ee7a80bfdb08,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,229,ウッウ,,R,R
d6823190-4630-4e4b-848f-a6e4129b91d5,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,230,サシカマス,,R,R
1f0e3fcc-0b09-486f-bbbe-afaec4abb5b2,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,231,カマスジョー,,R,R
afdfd9b7-0b06-44cd-96b3-75c5dc2db7ee,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,232,ユキハミ,,R,R
f390a3f7-f122-4db7-9332-a698be870e1a,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,233,モスノウ,,R,R
4b80b50f-f165-4d20-b4e8-a84dab045213,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,234,コオリッポ,,R,R
1813070c-53ad-4631-a169-1a15c68e0263,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,235,ウオノラゴン,,R,R
72d5c7e2-93b7-4dd5-9584-19c4cb94222b,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,236,ウオチルドン,,R,R
161dadbb-14b7-4c15-80e8-1352fd1a45bf,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,237,ロトム,,R,R
99757d0c-28f5-44b5-babe-c8d12d8756e8,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,238,ワンパチ,,R,R
7f25c854-fd7c-4e52-b3f3-4e151cd592f7,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,239,パルスワン,,R,R
5a2fdb4d-b541-40ed-9350-2150f085c5e9,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,240,エレズン,,R,R
aaa4d1dc-1286-423e-b9b0-a03d53ce8154,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,241,ストリンダー,,R,R
eb4c7932-1699-4f44-beb1-f9ec8c8d681c,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,242,バチンウニ,,R,R
af97f922-945b-401c-b3ed-6ff83eaafaed,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,243,モルペコ,,R,R
acba32a6-36f7-4b1f-9167-bd3dd618f52e,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,244,パッチラゴン,,R,R
a348e5b1-577e-48bb-867d-c16d539d6737,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,245,パッチルドン,,R,R
4dde6c04-51ab-49b2-a7c3-9622d30cb6eb,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,246,ガラル ポニータ,,R,R
847796eb-e70b-4027-bae5-3ccc4582f911,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,247,ガラル ギャロップ,,R,R
bbc07445-126b-4411-9273-49334e2455d3,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,248,ガラル サニーゴ,,R,R
f10300c7-8a77-4a83-824e-cefb6011cb5c,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,249,ガラル サニゴーン,,R,R
0b799c3d-341c-49da-bb8a-c184c7cf4a81,ソード・シールド,S4a,シャイニースターV,swsh4a_ja,250,デデンネ,,R,R
4f9bd422-ec09-4620-b06d-aaea6064aa6b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,034,ズルッグ,,C,C
a74fa84e-787b-481b-ac9d-55243705867b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,035,ズルズキン,,U,U
7bad2b47-50cb-497c-96dc-f26260eee174,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,001,クルミル,,C,C
521fbf9a-30df-4f51-a809-3e4754ab5c59,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,002,クルマユ,,C,C
cf3c96a8-dc00-42d0-9846-fd431df9858b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,003,ハハコモリ,,U,U
ef78f549-4cb1-465b-8c81-b662480ae3d9,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,004,モンメン,,C,C
540921e3-9ffc-4ef3-a71b-29d8f914b980,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,005,エルフーン,,U,U
31b03368-0fd0-42f0-b289-e2ef472a6ca5,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,006,シキジカ,,C,C
54cadddb-afb4-4c57-932b-00822f082464,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,007,メブキジカ,,U,U
b692be33-695b-44ef-b572-5fa8eb94fba5,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,008,ポカブ,,C,C
f2cbc461-3ea0-4dd4-8a81-1b3f6c278746,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,009,チャオブー,,U,U
2549407d-9199-48d5-b36e-f79fd86257e6,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,010,エンブオー,,R,R
e00e88ac-0bb2-44e8-bff9-8b8ec92576cc,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,011,バオップ,,C,C
0cbc09dd-7ccc-4da3-b971-5ad77d9168f0,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,012,バオッキー,,C,C
f9c92ebe-71c5-4b87-bb96-42c3fdb3cc32,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,013,レシラム,,R,R
ea3d5b6d-b782-4415-9c5a-9626eb96d222,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,014,バスラオ,,C,C
1a496778-a4e1-4639-a63f-421507eb797d,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,015,コアルヒー,,C,C
bd570bdf-35a5-40bf-a7f8-5d1b965bc519,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,016,スワンナ,,U,U
59fc2827-c44e-4e67-82bd-aeec34ab48bf,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,017,クマシュン,,C,C
7d1c89ee-0715-4afe-9d7a-63c52c7a0822,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,018,ツンベアー,,R,R
db03ae65-7eea-4177-ad76-e6a9d16eb6fd,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,019,シママ,,C,C
f2eec0e6-d387-4383-96bb-0b707efc3a44,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,020,ゼブライカ,,U,U
1aa9eef5-d481-4080-be3c-db02c7a66963,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,021,エモンガ,,C,C
bf1c9bd6-a210-480e-b5ca-86c4cc41809b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,022,ムンナ,,C,C
b930e517-ed5b-47c1-86e5-70d99dbc6c2b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,023,ムシャーナ,,U,U
69b343f0-104f-43ac-9bdb-3ab4491e33ca,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,024,コロモリ,,C,C
e92d741d-ab81-4ab7-b585-7bab988c2b50,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,025,ココロモリ,,U,U
7e83b235-3f93-44e2-8652-421e884a0594,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,026,ゴチム,,C,C
22346836-5a3c-41e5-8c87-4d2e41792d75,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,027,ゴチミル,,U,U
bd99b506-307c-451c-9046-366e2bf124a5,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,028,ゴチルゼル,,R,R
e8814c53-b729-43a6-8714-119525669d80,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,029,ダンゴロ,,C,C
e051f26b-d326-4ef0-9db9-25fcf6a6e83b,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,030,ガントル,,U,U
4aee1586-4ccf-46ae-9000-7252da76a7fc,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,031,モグリュー,,C,C
3178ff20-5d2c-4993-b08b-0a83f2d9e0c7,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,032,ドリュウズ,,R,R
df8cdd5f-c418-49a3-a7cf-26db425d7367,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,033,ダゲキ,,C,C
de29563c-20e6-4dfe-975d-5fc50261875a,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,036,バルチャイ,,U,U
0ed92f52-d923-4374-80e3-1b3140fa6d47,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,037,バルジーナ,,U,U
808ab8fe-449d-45b0-9d9b-3132b1f607cb,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,038,ギアル,,C,C
d1d802ec-2d73-4cec-a605-c949937cde7f,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,039,ギギアル,,U,U
bc14685e-420e-44cb-a939-ba4429dbc755,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,040,ギギギアル,,R,R
fbe64dbb-016d-46a4-bfad-0cfda02d12e9,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,041,マメパト,,C,C
05d3aa83-1bca-4812-a400-c88aab9c11fe,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,042,ハトーボー,,C,C
b75d024d-f106-4c2c-be6a-cc1b7704e8b6,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,043,ケンホロウ,,C,C
0c970929-a895-4c62-9a70-c85ddb2d141f,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,044,チラーミィ,,C,C
8c69aadb-d7ed-438f-b2e0-39d76e65da4c,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,045,チラチーノ,,U,U
dafaab91-cd3c-40cd-93f1-89c2801b3b10,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,046,バッフロン,,U,U
9792ef70-5c71-4d07-943a-8f2d386ac890,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,047,トルネロス,,R,R
e6ec2766-c708-4cc2-8307-54f52b3a896a,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,048,エネルギー回収,,U,U
945d873e-5ccd-45ba-9924-15200041e34a,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,049,クラッシュハンマー,,U,U
16697bee-edc0-44e8-a37e-d3cf175317f4,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,050,ポケモン通信,,U,U
0356fdfe-36bb-4d2e-b9da-4ef252992d0a,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,051,まんたんのくすり,,U,U
4e4d8c53-3778-41d4-84da-5808e7c8e221,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,052,リサイクル,,U,U
473a9e99-8d31-420d-9ee2-9da1cc396af6,BWシリーズ,BW1-Bb,ポケモンカードゲームBW 拡張パック「ブラックコレクション」,bw1b_ja,053,アララギ博士,,U,U
3e5882ea-53c0-4577-bcc8-277678a4265a,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,001,ツタージャ,,C,C
c41964f0-1977-40ec-8dbd-c5f68f587090,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,002,ジャノビー,,C,C
f97d2875-353e-42bc-bd19-932ec206c576,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,003,ジャローダ,,R,R
124d1be2-5546-4084-81f9-23fe91275d34,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,004,ヤナップ,,C,C
431fae16-adbb-42ba-8527-653724128836,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,005,ヤナッキー,,C,C
94be4f0c-3797-4145-aa65-ba62b2cf61f9,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,006,チュリネ,,C,C
f9a2015a-da98-463b-87e2-fc78d0a4b089,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,007,ドレディア,,U,U
a343b05c-2da0-4c09-8433-ae49d5269bd3,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,008,マラカッチ,,C,C
34b32cec-00bd-4e37-9a2e-56cbfafd3d29,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,009,ダルマッカ,,C,C
673ffb2e-6b94-4cfc-82a3-6400032e3d8c,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,010,ヒヒダルマ,,U,U
d282dc29-f16e-4e0a-884a-152d78423670,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,011,ミジュマル,,C,C
30e9b789-0b93-496e-9663-05de2ec061a1,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,012,フタチマル,,U,U
f026c199-da11-40a7-a46f-821a645654f7,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,013,ダイケンキ,,R,R
4e9b4ea0-2979-47a6-9ae1-efae3acd32e5,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,014,ヒヤップ,,C,C
e930c588-f154-4e21-b083-3815f8a07306,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,015,ヒヤッキー,,C,C
7b669992-3b98-47c1-9a52-ff2354943453,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,016,ママンボウ,,C,C
aba96a8a-fa74-4a33-adb8-64b45d50eaff,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,017,バチュル,,C,C
6772818c-f5c5-48ac-be9d-fa358230a2f9,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,018,デンチュラ,,U,U
5fa2445c-7c0a-4193-b547-4b7d7b815cab,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,019,ボルトロス,,R,R
d7e20223-f8f3-4f4a-b93b-63d403d7f7f8,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,020,ゼクロム,,R,R
df90afef-c590-4da5-abc8-73f04be15e22,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,021,フシデ,,C,C
1e80ddfa-8ede-484d-b14a-36286b9d1741,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,022,ホイーガ,,U,U
647ed283-ac62-435d-bda8-28b2c47b7de1,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,023,ペンドラー,,U,U
e66f531d-1e2b-4627-a299-39b4ca2536b6,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,024,シンボラー,,C,C
a61f4c33-21b4-4cf1-9594-a635dfc2a382,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,025,ユニラン,,C,C
4d39f909-bb89-4156-8e33-a86cd5497c8a,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,026,ダブラン,,U,U
b7fd469c-1271-4e70-933b-b7cb89e0ba11,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,027,ランクルス,,R,R
7ab28839-5d64-4852-935f-7d7770632371,BWシリーズ,BW1-Bw,ポケモンカードゲームBW 拡張パック「ホワイトコレクション」,bw1w_ja,028,ドッコラー,,C,C
