card_id,series_name,set_code,set_name,scrydex_id,card_number,card_name,current_rarity,expected_image_url
873c7edb-8297-4222-a8d9-10f6de91df2d,SMシリーズ,SM2p,新たなる試練の向こう,sm2p_ja,058,カプ・ブルルGX,HR,https://images.scrydex.com/pokemon/sm2p_ja-58/large
61912123-b962-4875-a646-2dc291133d68,SMシリーズ,SM2p,新たなる試練の向こう,sm2p_ja,061,カイリキーGX,HR,https://images.scrydex.com/pokemon/sm2p_ja-61/large
cba3e1e4-74d6-4a6e-8b74-869759531e58,SMシリーズ,SM2p,新たなる試練の向こう,sm2p_ja,064,こだわりハチマキ,UR,https://images.scrydex.com/pokemon/sm2p_ja-64/large
57ec64e0-0441-4be2-a3fe-5f14b7937c7a,SMシリーズ,SM2p,新たなる試練の向こう,sm2p_ja,065,マルチつけかえ,UR,https://images.scrydex.com/pokemon/sm2p_ja-65/large
70e423e1-8d96-4e34-a394-505031ed57a5,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,058,リザードンGX,HR,https://images.scrydex.com/pokemon/sm3h_ja-58/large
1bd4862f-e879-438f-b9a1-0665f23e47d9,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,059,ホウオウGX,HR,https://images.scrydex.com/pokemon/sm3h_ja-59/large
8b602e54-1f11-45e3-ab3c-0870f4264c81,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,060,アローラベトベトンGX,HR,https://images.scrydex.com/pokemon/sm3h_ja-60/large
a40a11d5-6791-48b4-8a45-12761b428f4d,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,062,あなぬけのヒモ,UR,https://images.scrydex.com/pokemon/sm3h_ja-62/large
5a9f8258-7eb7-4759-9639-26cae8a1bbdf,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,063,ムキムキダンベル,UR,https://images.scrydex.com/pokemon/sm3h_ja-63/large
f40bba98-6ff2-4463-a81b-c2f7a6b97f8b,SMシリーズ,SM3H,闘う虹を見たか,sm3h_ja,064,基本炎エネルギー,UR,https://images.scrydex.com/pokemon/sm3h_ja-64/large
1923bca1-d5a5-4b8b-8f1a-3289cf2dc178,SMシリーズ,SM3N,光を喰らう闇,sm3n_ja,058,グソクムシャGX,HR,https://images.scrydex.com/pokemon/sm3n_ja-58/large
99e277b6-c9a8-4fe0-ad2a-af3710f26ed4,SMシリーズ,SM3N,光を喰らう闇,sm3n_ja,062,スーパーポケモン回収,UR,https://images.scrydex.com/pokemon/sm3n_ja-62/large
f56fbcb2-0851-4747-83d9-adee40a2caa1,SMシリーズ,SM3p,ひかる伝説,sm3p_ja,078,エンテイGX,HR,https://images.scrydex.com/pokemon/sm3p_ja-78/large
bade14dc-5696-4496-b9e7-fdb807b8a1f8,SMシリーズ,SM4A,超次元の暴獣,sm4a_ja,056,ギャラドスGX,HR,https://images.scrydex.com/pokemon/sm4a_ja-56/large
558356c0-84a9-4878-8449-aaad5018d76b,SMシリーズ,SM4A,超次元の暴獣,sm4a_ja,060,ねがいのバトン,UR,https://images.scrydex.com/pokemon/sm4a_ja-60/large
51f4148b-d256-44f6-a106-94b8de63e05c,SMシリーズ,SM4A,超次元の暴獣,sm4a_ja,061,カウンターエネルギー,UR,https://images.scrydex.com/pokemon/sm4a_ja-61/large
2d3962b1-41e9-45fc-b955-8025362cf1c7,SMシリーズ,SM4p,GXバトルブースト,sm4p_ja,124,ルナアーラGX,UR,https://images.scrydex.com/pokemon/sm4p_ja-124/large
0c1095d0-f3b2-46f1-9688-69322062a9ca,SMシリーズ,SM4S,覚醒の勇者,sm4s_ja,059,シルヴァディGX,HR,https://images.scrydex.com/pokemon/sm4s_ja-59/large
352aea46-5c3f-4766-8e8c-3d19fa37bf37,SMシリーズ,SM4S,覚醒の勇者,sm4s_ja,060,カウンターキャッチャー,UR,https://images.scrydex.com/pokemon/sm4s_ja-60/large
1af80269-f69d-4824-881c-93fffc157b8b,SMシリーズ,SM4S,覚醒の勇者,sm4s_ja,061,ワープエネルギー,UR,https://images.scrydex.com/pokemon/sm4s_ja-61/large
1c24e08d-cc1c-461f-ad19-01164767d5ca,SMシリーズ,SM5M,ウルトラムーン,sm5m_ja,065,超ブーストエネルギー,旧裏R,https://images.scrydex.com/pokemon/sm5m_ja-65/large
c8e3fcc6-02d3-4009-a0ce-95828bd6c6d2,SMシリーズ,SM5M,ウルトラムーン,sm5m_ja,073,グレイシアGX,HR,https://images.scrydex.com/pokemon/sm5m_ja-73/large
6bfac6ab-ddf9-4f9c-826c-305ea489762c,SMシリーズ,SM5M,ウルトラムーン,sm5m_ja,076,クラッシュハンマー,UR,https://images.scrydex.com/pokemon/sm5m_ja-76/large
449d88cb-952c-4cff-8f48-3d40a55ef198,SMシリーズ,SM5p,ウルトラフォース,sm5p_ja,037,アルセウス,旧裏R,https://images.scrydex.com/pokemon/sm5p_ja-37/large
8040bc99-b7f5-4f96-9358-035b5e31817e,SMシリーズ,SM5p,ウルトラフォース,sm5p_ja,057,パルキアGX,HR,https://images.scrydex.com/pokemon/sm5p_ja-57/large
41b0e632-3857-4d4a-bfa0-d6898af55e21,SMシリーズ,SM5p,ウルトラフォース,sm5p_ja,061,エネルギーリサイクル,UR,https://images.scrydex.com/pokemon/sm5p_ja-61/large
84ee3291-1d79-4c96-a09c-0565484bf8cd,SMシリーズ,SM5p,ウルトラフォース,sm5p_ja,062,ビーストリング,UR,https://images.scrydex.com/pokemon/sm5p_ja-62/large
0219b473-f4ce-448e-97b4-2a09a3452d97,SMシリーズ,SM5S,ウルトラサン,sm5s_ja,059,アカギ,旧裏R,https://images.scrydex.com/pokemon/sm5s_ja-59/large
0749b121-4f85-4967-bd2a-d7d28fcbcd30,SMシリーズ,SM5S,ウルトラサン,sm5s_ja,076,のぞきみレッドカード,UR,https://images.scrydex.com/pokemon/sm5s_ja-76/large
fcbe27e5-8b78-4847-907d-6ba58cbea633,SMシリーズ,SM5S,ウルトラサン,sm5s_ja,077,ミッシングクローバー,UR,https://images.scrydex.com/pokemon/sm5s_ja-77/large
2a7d7ed3-8e6a-48c0-b699-0f06315ac448,SMシリーズ,SM5S,ウルトラサン,sm5s_ja,078,ユニットエネルギー草炎水,UR,https://images.scrydex.com/pokemon/sm5s_ja-78/large
2aa33b3d-f3d4-4db7-a714-0635dac6627a,SMシリーズ,SM6,禁断の光,sm6_ja,027,ボルケニオン,旧裏R,https://images.scrydex.com/pokemon/sm6_ja-27/large
dda81346-ef31-4909-96f6-35ef0bdd9366,ソード・シールド,S6H,白銀のランス,swsh6h_ja,093,おむかえちょうちん,UR,https://images.scrydex.com/pokemon/swsh6h_ja-93/large
b9740436-e84d-4d65-9295-efb1d5ba4e0f,ソード・シールド,S6H,白銀のランス,swsh6h_ja,094,いかついメット,UR,https://images.scrydex.com/pokemon/swsh6h_ja-94/large
959b583f-2cf7-4721-b521-91c8dd9ed3f8,ソード・シールド,S6H,白銀のランス,swsh6h_ja,095,基本水エネルギー,UR,https://images.scrydex.com/pokemon/swsh6h_ja-95/large
44ada121-2ea7-4e6a-afce-81927f4d103a,SMシリーズ,SM6,禁断の光,sm6_ja,051,ディアンシー,旧裏R,https://images.scrydex.com/pokemon/sm6_ja-51/large
ac253be5-57e2-4205-a9b4-7910ee7d7f7c,SMシリーズ,SM6,禁断の光,sm6_ja,094,ユニットエネルギー闘悪妖,U,https://images.scrydex.com/pokemon/sm6_ja-94/large
5742e872-4c6a-498b-9ad2-4462ff04ff49,SMシリーズ,SM6,禁断の光,sm6_ja,103,ゲッコウガGX,HR,https://images.scrydex.com/pokemon/sm6_ja-103/large
e3ba9029-d327-42f0-883d-1d1d59fdae88,SMシリーズ,SM6,禁断の光,sm6_ja,108,エネポーター,UR,https://images.scrydex.com/pokemon/sm6_ja-108/large
31b75f53-08f1-4dfb-9077-cc4344905064,SMシリーズ,SM6a,ドラゴンストーム,sm6a_ja,050,ワタル♢,旧裏R,https://images.scrydex.com/pokemon/sm6a_ja-50/large
1e2626bb-4e2d-4d22-a6cb-4074cf68283e,SMシリーズ,SM6a,ドラゴンストーム,sm6a_ja,063,ホワイトキュレムGX,HR,https://images.scrydex.com/pokemon/sm6a_ja-63/large
d77760b2-c85b-484c-af68-a8fc6c4b619a,SMシリーズ,SM6b,チャンピオンロード,sm6b_ja,078,フリーザーGX,HR,https://images.scrydex.com/pokemon/sm6b_ja-78/large
e378273b-a896-4663-8960-843e39b0b7a3,SMシリーズ,SM6b,チャンピオンロード,sm6b_ja,080,バリヤードGX,HR,https://images.scrydex.com/pokemon/sm6b_ja-80/large
9f705dba-d165-4389-9e3e-11b7d92394bb,SMシリーズ,SM7,裂空のカリスマ,sm7_ja,057,ジラーチ,旧裏R,https://images.scrydex.com/pokemon/sm7_ja-57/large
b9d5f691-3e67-4b71-b00a-a5ed41431335,SMシリーズ,SM7,裂空のカリスマ,sm7_ja,067,ラティオス,旧裏R,https://images.scrydex.com/pokemon/sm7_ja-67/large
4261abb6-f72e-44f6-a43f-8a7b7b8b565d,SMシリーズ,SM7,裂空のカリスマ,sm7_ja,105,ダーテングGX,HR,https://images.scrydex.com/pokemon/sm7_ja-105/large
4c17795a-b05f-485c-bef7-cd819da98f89,SMシリーズ,SM7,裂空のカリスマ,sm7_ja,110,ダートじてんしゃ,UR,https://images.scrydex.com/pokemon/sm7_ja-110/large
58ea73cd-92bf-4eff-8fcc-4d7e99face03,SMシリーズ,SM7,裂空のカリスマ,sm7_ja,112,ハッスルベルト,UR,https://images.scrydex.com/pokemon/sm7_ja-112/large
30aa58d0-4cb5-4247-abdc-4fa63ed8c9bd,SMシリーズ,SM7a,迅雷スパーク,sm7a_ja,067,ビリジオンGX,HR,https://images.scrydex.com/pokemon/sm7a_ja-67/large
1e2344aa-2f37-4788-8732-649a64d5ff68,SMシリーズ,SM7a,迅雷スパーク,sm7a_ja,070,ゲノセクトGX,HR,https://images.scrydex.com/pokemon/sm7a_ja-70/large
b5022459-b1be-48d1-88c8-157679a79809,SMシリーズ,SM7a,迅雷スパーク,sm7a_ja,071,エレキパワー,UR,https://images.scrydex.com/pokemon/sm7a_ja-71/large
b71cd0a7-9b00-4a94-b4eb-5ed7efb2ae62,SMシリーズ,SM7b,フェアリーライズ,sm7b_ja,033,ゼルネアス,旧裏R,https://images.scrydex.com/pokemon/sm7b_ja-33/large
92e85f33-6de9-4a8e-8222-73aaab55d05f,SMシリーズ,SM7b,フェアリーライズ,sm7b_ja,050,ライフフォレスト,旧裏R,https://images.scrydex.com/pokemon/sm7b_ja-50/large
ce5b8d8a-57b0-40fa-b28a-657e1320d9de,SMシリーズ,SM7b,フェアリーライズ,sm7b_ja,057,ジュカインGX,HR,https://images.scrydex.com/pokemon/sm7b_ja-57/large
9014378c-3526-4c6b-b449-d4be6d17fb97,SMシリーズ,SM7b,フェアリーライズ,sm7b_ja,061,ネットボール,UR,https://images.scrydex.com/pokemon/sm7b_ja-61/large
11800eec-b7be-4bf0-a88d-fc579a56eb20,SMシリーズ,SM8,超爆インパクト,sm8_ja,015,セレビィ,旧裏R,https://images.scrydex.com/pokemon/sm8_ja-15/large
65e2e758-5851-4bd9-bb5b-12abe8e888b3,SMシリーズ,SM8,超爆インパクト,sm8_ja,104,ツボツボGX,HR,https://images.scrydex.com/pokemon/sm8_ja-104/large
0a40cb03-baf7-4a2c-b772-0aea5fe1f65b,SMシリーズ,SM8,超爆インパクト,sm8_ja,109,あとだしハンマー,UR,https://images.scrydex.com/pokemon/sm8_ja-109/large
fb497125-c617-4852-9a64-e3aa3f227f69,SMシリーズ,SM8,超爆インパクト,sm8_ja,110,ロストミキサー,UR,https://images.scrydex.com/pokemon/sm8_ja-110/large
30ae7332-ae84-4036-8bd6-b5f602866e4f,SMシリーズ,SM8,超爆インパクト,sm8_ja,111,こだわりメット,UR,https://images.scrydex.com/pokemon/sm8_ja-111/large
e2f095eb-1b6d-4335-8b87-0ce3e5d8aa5c,SMシリーズ,SM8a,ダークオーダー,sm8a_ja,014,カプ・コケコ,旧裏R,https://images.scrydex.com/pokemon/sm8a_ja-14/large
c713e3ed-3a2a-4ad2-81c2-f8ef0c771aaa,SMシリーズ,SM8a,ダークオーダー,sm8a_ja,061,ガオガエンGX,HR,https://images.scrydex.com/pokemon/sm8a_ja-61/large
19b43fb6-ec5d-418f-8b16-704f8051ad3e,SMシリーズ,SM8a,ダークオーダー,sm8a_ja,063,エレキチャージャー,UR,https://images.scrydex.com/pokemon/sm8a_ja-63/large
81fd8ce9-86ad-4137-aba5-eff3c88fcc97,SMシリーズ,SM8a,ダークオーダー,sm8a_ja,064,デンジャラスドリル,UR,https://images.scrydex.com/pokemon/sm8a_ja-64/large
a0465a04-410f-4c11-a3be-96e47bdd618e,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,047,ルナアーラ,旧裏R,https://images.scrydex.com/pokemon/sm8b_ja-47/large
2fc951f3-8093-4a2d-b3b4-fc3b7084a4f9,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,058,ディアンシー,旧裏R,https://images.scrydex.com/pokemon/sm8b_ja-58/large
5e5ca33a-2d7b-4089-9a5e-f6e345c3ed06,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,082,ソルガレオ,旧裏R,https://images.scrydex.com/pokemon/sm8b_ja-82/large
e76af6ec-45a4-477e-99cc-bd2cdeff9fa3,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,244,カプ・ブルルGX,UR,https://images.scrydex.com/pokemon/sm8b_ja-244/large
c8c13bb7-60b0-4161-8587-6e2c0f3a511f,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,245,カプ・レヒレGX,UR,https://images.scrydex.com/pokemon/sm8b_ja-245/large
6e7fcd05-450b-49e5-93a9-5fbde68b6d70,SMシリーズ,SM8b,GXウルトラシャイニー,sm8b_ja,249,ソルガレオGX,UR,https://images.scrydex.com/pokemon/sm8b_ja-249/large
7e5880f1-8922-4226-9b93-d061e1b879e5,SMシリーズ,SM9,タッグボルト,sm9_ja,116,ポケモン通信,UR,https://images.scrydex.com/pokemon/sm9_ja-116/large
5fd28c08-b017-4933-a767-7952e2fd8b98,SMシリーズ,SM9,タッグボルト,sm9_ja,117,ジャッジマンホイッスル,UR,https://images.scrydex.com/pokemon/sm9_ja-117/large
26d5a107-824a-412d-bb79-7083c52a633e,SMシリーズ,SM9,タッグボルト,sm9_ja,118,せせらぎの丘,UR,https://images.scrydex.com/pokemon/sm9_ja-118/large
7ee071d4-2a82-407c-857d-d61e486dfe39,SMシリーズ,SM9a,ナイトユニゾン,sm9a_ja,064,モルフォンGX,HR,https://images.scrydex.com/pokemon/sm9a_ja-64/large
cd2b6707-99f5-4757-9b45-c9911654ab5c,SMシリーズ,SM9a,ナイトユニゾン,sm9a_ja,065,デデンネGX,HR,https://images.scrydex.com/pokemon/sm9a_ja-65/large
ef1cff47-6abf-495d-b9e7-0e423daa9cf9,SMシリーズ,SM9a,ナイトユニゾン,sm9a_ja,068,電磁レーダー,UR,https://images.scrydex.com/pokemon/sm9a_ja-68/large
2c064f13-2a0f-4075-8e5a-2bcc73bce7a9,SMシリーズ,SM9a,ナイトユニゾン,sm9a_ja,069,ポケギア3.0,UR,https://images.scrydex.com/pokemon/sm9a_ja-69/large
75c2795b-d7b8-4ea0-9c71-1278679ecdfc,SMシリーズ,SM9a,ナイトユニゾン,sm9a_ja,070,エーテルパラダイス保護区,UR,https://images.scrydex.com/pokemon/sm9a_ja-70/large
4821dcce-0a68-43c1-9eb0-5a814efd8fb4,SMシリーズ,SM9b,フルメタルウォール,sm9b_ja,069,テンガン山,UR,https://images.scrydex.com/pokemon/sm9b_ja-69/large
30c390be-385e-4203-aa40-11fb88b28b3f,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,022,オタマロ,C,https://images.scrydex.com/pokemon/sv11b_ja-22/large
b6cd74e1-5375-4fef-933e-212dbc5bea45,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,023,ガマガル,C,https://images.scrydex.com/pokemon/sv11b_ja-23/large
ee43207d-01f8-4b55-bca9-367a74f3589b,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,032,エモンガ,C,https://images.scrydex.com/pokemon/sv11b_ja-32/large
e49644f1-6f92-4e95-9d22-1c95556e095f,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,042,ランクルス,U,https://images.scrydex.com/pokemon/sv11b_ja-42/large
81f876a2-cb0a-4830-8d0c-14a539ccd276,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,063,バルチャイ,C,https://images.scrydex.com/pokemon/sv11b_ja-63/large
e0a0eb3f-fa9a-4058-8a9b-42bb9dcc75ee,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,065,シュバルゴ,U,https://images.scrydex.com/pokemon/sv11b_ja-65/large
c16fc15d-940b-49a9-8054-c7b6fb25f19e,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,073,マメパト,C,https://images.scrydex.com/pokemon/sv11b_ja-73/large
debcf9f7-1019-46aa-9ebc-867afe928467,SVシリーズ,SV11B,ブラックボルト,sv11b_ja,079,エネルギーコイン,U,https://images.scrydex.com/pokemon/sv11b_ja-79/large
03be28e8-17df-465b-9f58-9ee8821331c3,SVシリーズ,SV11W,ホワイトフレア,sv11w_ja,018,ミジュマル,C,https://images.scrydex.com/pokemon/sv11w_ja-18/large
a59f428f-f4cc-4e1b-9c38-e8e032d7185f,SVシリーズ,SV11W,ホワイトフレア,sv11w_ja,019,フタチマル,C,https://images.scrydex.com/pokemon/sv11w_ja-19/large
da89f017-41a6-412e-8d70-d62a36aa4519,SVシリーズ,SV11W,ホワイトフレア,sv11w_ja,039,ゴチミル,C,https://images.scrydex.com/pokemon/sv11w_ja-39/large
12ca7167-a992-4d40-8655-40f64d386a4a,SVシリーズ,SV11W,ホワイトフレア,sv11w_ja,063,テッシード,C,https://images.scrydex.com/pokemon/sv11w_ja-63/large
55489f0c-d1d1-45c6-9787-b011d5202c14,SVシリーズ,SV11W,ホワイトフレア,sv11w_ja,076,ワシボン,C,https://images.scrydex.com/pokemon/sv11w_ja-76/large
0d5b78c1-df5c-469f-894b-17acd74db3f3,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,211,ヨワシGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-211/large
d6b1600b-d6ed-4b93-a775-2f2504072c28,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,212,エーフィ&デオキシスGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-212/large
c64b16ed-0b56-424d-a242-d372b3904055,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,213,オーロット&ヨノワールGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-213/large
5051eac5-584d-46c5-8188-9c106fb6bebf,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,214,ジラーチGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-214/large
a7554d56-95f4-45eb-bfef-da6c618fb402,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,215,ブラッキー&ダークライGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-215/large
36acdde0-42d1-44dc-9f9f-cc2e73c871ca,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,216,マニューラGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-216/large
19598261-908f-4ef4-bd5d-d59d9d9ff364,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,217,ルカリオ&メルメタルGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-217/large
2089a2d2-302a-4d41-bd86-7f7c54b04503,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,218,トゲピー&ピィ&ププリンGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-218/large
c748b204-ecd8-43f0-a764-64db8980007c,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,219,イーブイGX,HR,https://images.scrydex.com/pokemon/sm12a_ja-219/large
25bc5b08-58f2-49f6-ab06-ceb33247b5e0,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,220,レシラム&リザードンGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-220/large
e0b71f64-8386-4df6-97f9-c110748664dc,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,221,ピカチュウ&ゼクロムGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-221/large
0405a7a6-419f-48bd-a91e-f484c6ce6a7b,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,222,ミュウツー&ミュウGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-222/large
86e67546-d73c-4b54-8a17-d7b41e7f2c0c,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,223,ゲッコウガ&ゾロアークGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-223/large
7a84efe6-4915-4502-9106-8c42bebdf705,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,224,ルカリオ&メルメタルGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-224/large
d0afb17b-a5d2-4355-938a-7b292228b77f,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,225,ガブリアス&ギラティナGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-225/large
e8d660ee-7dfd-44d9-944a-4580b43b46c3,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,226,ファイヤー&サンダー&フリーザーGX,UR,https://images.scrydex.com/pokemon/sm12a_ja-226/large
0a1d5edd-c4f6-4a28-8f6b-ca66f6b0c2d9,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,067,ラランテスGX,HR,https://images.scrydex.com/pokemon/sm1m_ja-67/large
782884f0-9e5a-4471-b4ed-c86cfceb4546,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,068,ルナアーラGX,HR,https://images.scrydex.com/pokemon/sm1m_ja-68/large
0ed3e2a1-5a49-4181-9273-91198293e8c8,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,069,ブラッキーGX,HR,https://images.scrydex.com/pokemon/sm1m_ja-69/large
3e146ff8-cc79-4272-8d7a-a55239a35d8c,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,070,ケンタロスGX,HR,https://images.scrydex.com/pokemon/sm1m_ja-70/large
18ded000-ff0c-4007-930f-cbb245e81f98,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,072,ポケモンいれかえ,UR,https://images.scrydex.com/pokemon/sm1m_ja-72/large
222b4dbf-ee76-4932-9dbe-92bb36e8c7f7,SMシリーズ,SM1M,コレクションムーン,sm1m_ja,073,基本超エネルギー,UR,https://images.scrydex.com/pokemon/sm1m_ja-73/large
5aae27c7-dab8-4f44-8e97-258e90a23d68,SMシリーズ,SM1p,サン＆ムーン,sm1p_ja,061,アシレーヌGX,HR,https://images.scrydex.com/pokemon/sm1p_ja-61/large
aa4c7200-d38e-473a-9e0f-4369f8100021,SMシリーズ,SM1p,サン＆ムーン,sm1p_ja,062,クワガノンGX,HR,https://images.scrydex.com/pokemon/sm1p_ja-62/large
e3f3ed38-920c-41e4-87cd-32ef83425f69,SMシリーズ,SM1p,サン＆ムーン,sm1p_ja,064,ニンフィアGX,HR,https://images.scrydex.com/pokemon/sm1p_ja-64/large
7bdc0f48-6ce9-4c33-8a27-d823fbf27a32,SMシリーズ,SM1p,サン＆ムーン,sm1p_ja,065,ジジーロンGX,HR,https://images.scrydex.com/pokemon/sm1p_ja-65/large
60bf2e17-b996-4c3f-9c24-b4573465a5b3,SMシリーズ,SM1p,サン＆ムーン,sm1p_ja,068,基本草エネルギー,UR,https://images.scrydex.com/pokemon/sm1p_ja-68/large
e07c761f-f8ca-49e3-9648-ee77a70689f3,SMシリーズ,SM12a,TAG TEAM GX タッグオールスターズ,sm12a_ja,169,ワンダーラビリンス,旧裏R,https://images.scrydex.com/pokemon/sm12a_ja-169/large
52fcc3e0-98e0-430c-9016-84ba8336eba5,SMシリーズ,SM1S,コレクションサン,sm1s_ja,068,エーフィGX,HR,https://images.scrydex.com/pokemon/sm1s_ja-68/large
fb67c163-43c4-4d95-a0db-19e8f40a0f03,SMシリーズ,SM1S,コレクションサン,sm1s_ja,069,ソルガレオGX,HR,https://images.scrydex.com/pokemon/sm1s_ja-69/large
7600d5b2-a2e6-42c3-bfe1-2a68e1c6e87d,SMシリーズ,SM1S,コレクションサン,sm1s_ja,070,デカグースGX,HR,https://images.scrydex.com/pokemon/sm1s_ja-70/large
958615f9-bc12-411d-8d11-febba9ef5a1e,SMシリーズ,SM2K,キミを待つ島々,sm2k_ja,057,アローラキュウコンGX,HR,https://images.scrydex.com/pokemon/sm2k_ja-57/large
20783f54-6b53-4108-aa96-53c725407110,SMシリーズ,SM2K,キミを待つ島々,sm2k_ja,058,カプ・コケコGX,HR,https://images.scrydex.com/pokemon/sm2k_ja-58/large
20290a51-fbe8-4e32-a76b-9eeb07e67476,SMシリーズ,SM2K,キミを待つ島々,sm2k_ja,059,ジャラランガGX,HR,https://images.scrydex.com/pokemon/sm2k_ja-59/large
78ba1ea8-aef9-4623-b793-d3b684dc5f40,SMシリーズ,SM2p,新たなる試練の向こう,sm2p_ja,059,エンニュートGX,HR,https://images.scrydex.com/pokemon/sm2p_ja-59/large
