id,set_id,name,name_normalized,card_number,rarity,variant,image_url,image_source_note,is_active,created_at,updated_at,tcgdex_id,hp,category,types,stage,illustrator,regulation_mark,description_ja,attacks,abilities,weaknesses,resistances,retreat,dex_ids,set_order,pokedex_number,_numkey,numeric_card_number
73c6f4df-d9f3-4443-be90-388cc320adcb,2e3e2cf1-be86-4808-87f7-fe01973f0325,フワライド,フワライド,261,,holo,"https://images.scrydex.com/magicthegathering/HOB-261/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-261/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-261/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-261,110,Pokemon,"[""Psychic""]",Stage1,otumami,G,体の 中で ガスを 作ったり 吐き出したり することで 空を 飛ぶ 高さを 調節する。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":30,""nameJa"":""かぜおこし"",""effectJa"":null},{""cost"":[""Psychic"",""Psychic"",""Psychic""],""damage"":null,""nameJa"":""のろいをばらまく"",""effectJa"":""ダメカン8個を、相手のポケモンに好きなようにのせる。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[426],,,261,261
ccd2635d-b8d8-4cc3-90eb-dfbe0e2b1fb1,2e3e2cf1-be86-4808-87f7-fe01973f0325,マネネ,マネネ,262,,holo,"https://images.scrydex.com/magicthegathering/HOB-262/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-262/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-262/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-262,30,Pokemon,"[""Psychic""]",Basic,Saya Tsuruta,G,相手の 動きを そっくりに 真似を して 戸惑わせている あいだに さっさと 逃げるのだ。,"[{""cost"":[],""damage"":null,""nameJa"":""マネマネごっこ"",""effectJa"":""相手は相手自身の場のポケモンが持っているワザを1つ選ぶ。選ばれたワザをこのワザとして使う。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",0,[439],,,262,262
3a37166f-03b1-446f-9848-7494700ee737,2e3e2cf1-be86-4808-87f7-fe01973f0325,ミカルゲ,ミカルゲ,263,,holo,"https://images.scrydex.com/magicthegathering/HOB-263/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-263/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-263/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-263,60,Pokemon,"[""Psychic""]",Basic,MAHOU,G,いつも 悪さばかり していたら 不思議な 術で 本体を 要石に 縛りつけられた。,"[{""cost"":[""Colorless""],""damage"":10,""nameJa"":""ぱっときえる"",""effectJa"":""このポケモンと、ついているすべてのカードを、手札にもどす。""}]","[{""type"":""Ability"",""nameJa"":""しっこくのわざわい"",""effectJa"":""このポケモンがいるかぎり、おたがいの場のたねポケモンの「ポケモンV」の特性は、すべてなくなる。""}]","[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[442],,,263,263
9e175bd8-73e1-437d-adda-bef0c91887c9,2e3e2cf1-be86-4808-87f7-fe01973f0325,クレッフィ,クレッフィ,264,,holo,"https://images.scrydex.com/pokemon/swsh8-264/small"",""medium"":""https://images.scrydex.com/pokemon/swsh8-264/medium"",""large"":""https://images.scrydex.com/pokemon/swsh8-264/large""}],""expansion"":{""id"":""swsh8"",""name"":""Fusion",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-264,70,Pokemon,"[""Psychic""]",Basic,yuu,G,昔の 貴族は 金庫の カギを 管理させる クレッフィを 代々 引き継ぎ 大切に 扱った。,"[{""cost"":[""Colorless""],""damage"":10,""nameJa"":""ねらいおとす"",""effectJa"":""ダメージを与える前に、相手のバトルポケモンについている「ポケモンのどうぐ」をトラッシュする。""}]","[{""type"":""Ability"",""nameJa"":""いたずらロック"",""effectJa"":""このポケモンがバトル場にいるかぎり、おたがいの場のたねポケモンの特性（「いたずらロック」をのぞく）は、すべてなくなる。""}]","[{""type"":""Metal"",""value"":""×2""}]",[],1,[707],,,264,264
10f880e9-c447-4924-bf4d-d7e4b2ee38b8,2e3e2cf1-be86-4808-87f7-fe01973f0325,ミミッキュ,ミミッキュ,265,,holo,"https://images.scrydex.com/magicthegathering/HOB-265/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-265/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-265/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-265,70,Pokemon,"[""Psychic""]",Basic,Nelnal,G,陽の 当たらない 暗がりに 棲む。 人前に 出るときは ピカチュウに 似せた 布で 全身を 隠す。,"[{""cost"":[""Psychic"",""Colorless""],""damage"":null,""nameJa"":""ゴーストアイ"",""effectJa"":""相手のバトルポケモンに、ダメカンを7個のせる。""}]","[{""type"":""Ability"",""nameJa"":""しんぴのまもり"",""effectJa"":""このポケモンは、相手の「ポケモンex・V」からワザのダメージを受けない。""}]","[{""type"":""Metal"",""value"":""×2""}]",[],1,[778],,,265,265
988e8687-f50a-41eb-bee3-6a7c016fb6f1,2e3e2cf1-be86-4808-87f7-fe01973f0325,パピモッチ,パピモッチ,266,,holo,"https://images.scrydex.com/magicthegathering/HOB-266/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-266/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-266/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-266,50,Pokemon,"[""Psychic""]",Basic,sowsow,G,しっとり すべすべの 触り心地。 吐息に 含まれている 酵母で まわりのものを 発酵させる。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":20,""nameJa"":""うしろげり"",""effectJa"":null}]",[],"[{""type"":""Metal"",""value"":""×2""}]",[],1,[926],,,266,266
939ccbbc-f46e-492e-b4c0-37f0d449c85f,2e3e2cf1-be86-4808-87f7-fe01973f0325,バウッツェル,バウッツェル,267,,holo,"https://images.scrydex.com/magicthegathering/HOB-267/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-267/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-267/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-267,90,Pokemon,"[""Psychic""]",Stage1,Sanosuke Sakuma,G,体から 放つ 良い香りが 小麦の 成長を 助けるため 農村で 大切にされてきた。,"[{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":100,""nameJa"":""とびだしヘッド"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""こんがりボディ"",""effectJa"":""このポケモンは、相手のポケモンからワザのダメージを受けず、やけどにならない。""}]","[{""type"":""Metal"",""value"":""×2""}]",[],1,[927],,,267,267
9e733405-1262-491b-88e9-5f99e7f19d02,2e3e2cf1-be86-4808-87f7-fe01973f0325,ソウブレイズ,ソウブレイズ,268,,holo,"https://images.scrydex.com/magicthegathering/HOB-268/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-268/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-268/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-268,140,Pokemon,"[""Psychic""]",Stage1,Kouki Saitou,G,両腕の 炎の剣は 志半ばで 力つきた 剣士の 怨念で 燃え上がる。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":50,""nameJa"":""ライフサッカー"",""effectJa"":""このポケモンのHPを「30」回復する。""},{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":""100+"",""nameJa"":""とうしのたいけん"",""effectJa"":""相手のバトルポケモンが「ポケモンex・V」なら、100ダメージ追加。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",2,[937],,,268,268
2782789d-6a74-4864-8a9e-64933914222e,2e3e2cf1-be86-4808-87f7-fe01973f0325,ベラカス,ベラカス,269,,holo,"https://images.scrydex.com/magicthegathering/HOB-269/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-269/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-269/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-269,70,Pokemon,"[""Psychic""]",Stage1,Nelnal,G,玉を 支える 体は ほとんど 動かないため 本体は 玉の中にいると 考えられている。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""さいきのいのり"",""effectJa"":""自分のトラッシュからポケモンを1枚選び、ベンチに出す。""},{""cost"":[""Psychic"",""Psychic""],""damage"":50,""nameJa"":""サイケこうせん"",""effectJa"":""相手のバトルポケモンをこんらんにする。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[954],,,269,269
b8cdb0c4-2c77-4959-8a50-47be07c25101,2e3e2cf1-be86-4808-87f7-fe01973f0325,ヒラヒナ,ヒラヒナ,270,,holo,"https://images.scrydex.com/magicthegathering/HOB-270/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-270/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-270/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-270,30,Pokemon,"[""Psychic""]",Basic,Kyoko Umemoto,G,お腹の ヒラヒラから 放射する サイコパワーで わずか １センチだけ つま先が 地面から 浮いている。,"[{""cost"":[""Psychic"",""Colorless""],""damage"":20,""nameJa"":""ねんりき"",""effectJa"":""コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[955],,,270,270
39483c05-cd0f-4077-8852-2765c40f1944,2e3e2cf1-be86-4808-87f7-fe01973f0325,カヌチャン,カヌチャン,271,,holo,"https://images.scrydex.com/magicthegathering/HOB-271/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-271/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-271/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-271,60,Pokemon,"[""Psychic""]",Basic,yuu,G,手作りの ハンマーを 振りまわして 身を 守るが 金属を 食べる ポケモンには よく 奪われる。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""てつクズひろい"",""effectJa"":""自分のトラッシュからグッズを1枚選び、相手に見せて、手札に加える。""},{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":30,""nameJa"":""ようせいのかぜ"",""effectJa"":null}]",[],"[{""type"":""Metal"",""value"":""×2""}]",[],1,[957],,,271,271
e4d837f8-d98a-44d1-9994-132dc41565d7,2e3e2cf1-be86-4808-87f7-fe01973f0325,ナカヌチャン,ナカヌチャン,272,,holo,"https://images.scrydex.com/magicthegathering/HOB-272/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-272/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-272/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-272,90,Pokemon,"[""Psychic""]",Stage1,Yuu Nishida,G,大きくて 頑丈な ハンマーを 作るために キリキザンの 群れを 襲って 金属を 集める。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":""30+"",""nameJa"":""じゃれつく"",""effectJa"":""コインを1回投げオモテなら、30ダメージ追加。""},{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":60,""nameJa"":""ふんさいプレス"",""effectJa"":""このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。""}]",[],"[{""type"":""Metal"",""value"":""×2""}]",[],2,[958],,,272,272
7b4e92d4-ae6b-4448-aec7-8790116150f6,2e3e2cf1-be86-4808-87f7-fe01973f0325,デカヌチャン,デカヌチャン,273,,holo,"https://images.scrydex.com/magicthegathering/HOB-273/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-273/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-273/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-273,140,Pokemon,"[""Psychic""]",Stage2,Kagemaru Himeno,G,知能が 高く とても 豪快。 ハンマーで 岩を 殴り飛ばして 空飛ぶ アーマーガアを 狙う。,"[{""cost"":[""Psychic"",""Colorless""],""damage"":""90+"",""nameJa"":""スペシャルハンマー"",""effectJa"":""このポケモンに特殊エネルギーがついているなら、90ダメージ追加。""}]","[{""type"":""Ability"",""nameJa"":""そざいあつめ"",""effectJa"":""自分の番に、自分の手札を1枚トラッシュするなら、1回使える。自分の山札を3枚引く。""}]","[{""type"":""Metal"",""value"":""×2""}]",[],2,[959],,,273,273
88eefe2b-fbb6-45bf-9a7a-c23ca60a1897,2e3e2cf1-be86-4808-87f7-fe01973f0325,ボチ,ボチ,274,,holo,"https://images.scrydex.com/magicthegathering/HOB-274/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-274/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-274/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-274,70,Pokemon,"[""Psychic""]",Basic,Nisota Niso,G,人懐っこくて 寂しがり。 ちょっと かまっただけでも いつまでも 後を ついてくるぞ。,"[{""cost"":[""Psychic""],""damage"":""10×"",""nameJa"":""おはかであそぶ"",""effectJa"":""自分のトラッシュにあるポケモンの枚数×10ダメージ。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",2,[971],,,274,274
