card_number,db_id,db_name,db_rarity,db_image_url,scrydex_name,scrydex_japanese_name,scrydex_rarity,scrydex_image_url,scrydex_card_url
64,75924091-8af3-4fa7-9558-06b9c0298650,エレズン,,https://images.scrydex.com/pokemon/sv4a_ja-64/medium,Toxel,エレズン,,https://images.scrydex.com/pokemon/sv4a_ja-64/medium,https://scrydex.com/pokemon/cards/toxel/sv4a_ja-64?variant=normal
65,75ee5baa-d983-437d-adbb-cf4c073c6425,ストリンダー,,https://images.scrydex.com/pokemon/sv4a_ja-65/medium,Toxtricity,ストリンダー,,https://images.scrydex.com/pokemon/sv4a_ja-65/medium,https://scrydex.com/pokemon/cards/toxtricity/sv4a_ja-65?variant=holofoil
66,482262ff-d31a-4201-8ee0-16ce5e0ca73f,パモ,,https://images.scrydex.com/pokemon/sv4a_ja-66/medium,Pawmi,パモ,,https://images.scrydex.com/pokemon/sv4a_ja-66/medium,https://scrydex.com/pokemon/cards/pawmi/sv4a_ja-66?variant=normal
67,f2d2ef08-306d-4bc8-a491-41ecf75b966f,パモット,,https://images.scrydex.com/pokemon/sv4a_ja-67/medium,Pawmo,パモット,,https://images.scrydex.com/pokemon/sv4a_ja-67/medium,https://scrydex.com/pokemon/cards/pawmo/sv4a_ja-67?variant=normal
68,82e458e5-d703-4dcf-baf9-4af7d017ff76,パーモット,,https://images.scrydex.com/pokemon/sv4a_ja-68/medium,Pawmot,パーモット,,https://images.scrydex.com/pokemon/sv4a_ja-68/medium,https://scrydex.com/pokemon/cards/pawmot/sv4a_ja-68?variant=holofoil
69,1044b2d8-2344-4fe9-821a-bd7ae2956cac,カイデン,,https://images.scrydex.com/pokemon/sv4a_ja-69/medium,Wattrel,カイデン,,https://images.scrydex.com/pokemon/sv4a_ja-69/medium,https://scrydex.com/pokemon/cards/wattrel/sv4a_ja-69?variant=normal
70,dc267901-242d-404e-85cd-852826d3924d,タイカイデン,,https://images.scrydex.com/pokemon/sv4a_ja-70/medium,Kilowattrel,タイカイデン,,https://images.scrydex.com/pokemon/sv4a_ja-70/medium,https://scrydex.com/pokemon/cards/kilowattrel/sv4a_ja-70?variant=normal
71,7bd13f89-b529-4629-940d-4eca00a0e698,ミライドンex,RR,https://images.scrydex.com/pokemon/sv4a_ja-71/medium,Miraidon ex,ミライドンex,S,https://images.scrydex.com/pokemon/sv4a_ja-71/medium,https://scrydex.com/pokemon/cards/miraidon-ex/sv4a_ja-71?variant=holofoil
72,b8397fc9-685e-4c1c-b3d7-cc902aac77c0,プクリン,,https://images.scrydex.com/pokemon/sv4a_ja-72/medium,Wigglytuff,プクリン,,https://images.scrydex.com/pokemon/sv4a_ja-72/medium,https://scrydex.com/pokemon/cards/wigglytuff/sv4a_ja-72?variant=holofoil
73,5157ae7d-a041-413c-90aa-d411226f0389,ケーシィ,,https://images.scrydex.com/pokemon/sv4a_ja-73/medium,Abra,ケーシィ,,https://images.scrydex.com/pokemon/sv4a_ja-73/medium,https://scrydex.com/pokemon/cards/abra/sv4a_ja-73?variant=normal
74,05debfb0-82b1-4ccb-a21e-24764675f6b9,ユンゲラー,,https://images.scrydex.com/pokemon/sv4a_ja-74/medium,Kadabra,ユンゲラー,,https://images.scrydex.com/pokemon/sv4a_ja-74/medium,https://scrydex.com/pokemon/cards/kadabra/sv4a_ja-74?variant=normal
75,c576d439-2197-451c-8099-c5bc1f70e4df,フーディンex,RR,https://images.scrydex.com/pokemon/sv4a_ja-75/medium,Alakazam ex,フーディンex,S,https://images.scrydex.com/pokemon/sv4a_ja-75/medium,https://scrydex.com/pokemon/cards/alakazam-ex/sv4a_ja-75?variant=holofoil
76,b8095905-ebb0-4fad-90c8-4ae228af3296,ミュウex,RR,https://images.scrydex.com/pokemon/sv4a_ja-76/medium,Mew ex,ミュウex,S,https://images.scrydex.com/pokemon/sv4a_ja-76/medium,https://scrydex.com/pokemon/cards/mew-ex/sv4a_ja-76?variant=holofoil
77,0176ec0e-ec46-482b-842d-44d24916f180,ピィ,,https://images.scrydex.com/pokemon/sv4a_ja-77/medium,Cleffa,ピィ,,https://images.scrydex.com/pokemon/sv4a_ja-77/medium,https://scrydex.com/pokemon/cards/cleffa/sv4a_ja-77?variant=normal
78,3abda6e6-3962-4a47-996a-fac0e2c23a12,ネイティ,,https://images.scrydex.com/pokemon/sv4a_ja-78/medium,Natu,ネイティ,,https://images.scrydex.com/pokemon/sv4a_ja-78/medium,https://scrydex.com/pokemon/cards/natu/sv4a_ja-78?variant=normal
79,5c011ce6-c612-4f40-ab12-3f4f4714e78e,ネイティオ,,https://images.scrydex.com/pokemon/sv4a_ja-79/medium,Xatu,ネイティオ,,https://images.scrydex.com/pokemon/sv4a_ja-79/medium,https://scrydex.com/pokemon/cards/xatu/sv4a_ja-79?variant=normal
80,9b01ac77-68a6-43ee-850e-105b4775e457,ラルトス,,https://images.scrydex.com/pokemon/sv4a_ja-80/medium,Ralts,ラルトス,,https://images.scrydex.com/pokemon/sv4a_ja-80/medium,https://scrydex.com/pokemon/cards/ralts/sv4a_ja-80?variant=normal
81,2aa75c57-2e69-44fd-9c0d-77301d9d4969,キルリア,,https://images.scrydex.com/pokemon/sv4a_ja-81/medium,Kirlia,キルリア,,https://images.scrydex.com/pokemon/sv4a_ja-81/medium,https://scrydex.com/pokemon/cards/kirlia/sv4a_ja-81?variant=normal
82,39f4992f-f454-49fb-86e8-3e917e847f3d,サーナイトex,RR,https://images.scrydex.com/pokemon/sv4a_ja-82/medium,Gardevoir ex,サーナイトex,S,https://images.scrydex.com/pokemon/sv4a_ja-82/medium,https://scrydex.com/pokemon/cards/gardevoir-ex/sv4a_ja-82?variant=holofoil
83,f40ef499-75a7-4399-b284-7d99865bfd76,フワンテ,,https://images.scrydex.com/pokemon/sv4a_ja-83/medium,Drifloon,フワンテ,,https://images.scrydex.com/pokemon/sv4a_ja-83/medium,https://scrydex.com/pokemon/cards/drifloon/sv4a_ja-83?variant=normal
84,dbb69430-ea1c-4194-8ec2-7562099d432c,フワライド,,https://images.scrydex.com/pokemon/sv4a_ja-84/medium,Drifblim,フワライド,,https://images.scrydex.com/pokemon/sv4a_ja-84/medium,https://scrydex.com/pokemon/cards/drifblim/sv4a_ja-84?variant=normal
85,29d43787-de53-4ad3-824c-a734ed1f5d70,マネネ,,https://images.scrydex.com/pokemon/sv4a_ja-85/medium,Mime Jr.,マネネ,,https://images.scrydex.com/pokemon/sv4a_ja-85/medium,https://scrydex.com/pokemon/cards/mime-jr/sv4a_ja-85?variant=normal
86,c47ae331-0e49-47d6-844a-d3be933a7c98,ミカルゲ,,https://images.scrydex.com/pokemon/sv4a_ja-86/medium,Spiritomb,ミカルゲ,,https://images.scrydex.com/pokemon/sv4a_ja-86/medium,https://scrydex.com/pokemon/cards/spiritomb/sv4a_ja-86?variant=holofoil
87,fd659f11-fba0-49ad-9dfd-5bfdfb5ff20f,クレッフィ,,https://images.scrydex.com/pokemon/sv4a_ja-87/medium,Klefki,クレッフィ,,https://images.scrydex.com/pokemon/sv4a_ja-87/medium,https://scrydex.com/pokemon/cards/klefki/sv4a_ja-87?variant=holofoil
88,0ae137ad-7419-4e9a-8531-c1636e445321,ミミッキュ,,https://images.scrydex.com/pokemon/sv4a_ja-88/medium,Mimikyu,ミミッキュ,,https://images.scrydex.com/pokemon/sv4a_ja-88/medium,https://scrydex.com/pokemon/cards/mimikyu/sv4a_ja-88?variant=holofoil
89,e0a04363-a531-4b4d-aea7-950cd5502043,パピモッチ,,https://images.scrydex.com/pokemon/sv4a_ja-89/medium,Fidough,パピモッチ,,https://images.scrydex.com/pokemon/sv4a_ja-89/medium,https://scrydex.com/pokemon/cards/fidough/sv4a_ja-89?variant=normal
90,84e897ea-bad8-4cb9-9280-45bedf20e3a0,バウッツェル,,https://images.scrydex.com/pokemon/sv4a_ja-90/medium,Dachsbun,バウッツェル,,https://images.scrydex.com/pokemon/sv4a_ja-90/medium,https://scrydex.com/pokemon/cards/dachsbun/sv4a_ja-90?variant=normal
91,8e15ae2e-ea58-4c6a-807e-059612a38074,ソウブレイズ,,https://images.scrydex.com/pokemon/sv4a_ja-91/medium,Ceruledge,ソウブレイズ,,https://images.scrydex.com/pokemon/sv4a_ja-91/medium,https://scrydex.com/pokemon/cards/ceruledge/sv4a_ja-91?variant=holofoil
92,a5760d54-dc66-4c08-8990-3d313c74225a,ベラカス,,https://images.scrydex.com/pokemon/sv4a_ja-92/medium,Rabsca,ベラカス,,https://images.scrydex.com/pokemon/sv4a_ja-92/medium,https://scrydex.com/pokemon/cards/rabsca/sv4a_ja-92?variant=holofoil
93,7ae52dba-72e3-43a1-bed9-433ebc502c11,ヒラヒナ,,https://images.scrydex.com/pokemon/sv4a_ja-93/medium,Flittle,ヒラヒナ,,https://images.scrydex.com/pokemon/sv4a_ja-93/medium,https://scrydex.com/pokemon/cards/flittle/sv4a_ja-93?variant=normal
