set_code,set_name,scrydex_id,card_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url,resolved_japanese_name,resolution_method,resolution_status,page_candidates,final_scrydex_card_url
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,11,Entei,,https://images.scrydex.com/pokemon/xy_ja-11/medium,https://scrydex.com/pokemon/cards/entei/xy_ja-11?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,エンテイ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:エンテイ,https://scrydex.com/pokemon/cards/entei/xy_ja-11?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,13,M Camerupt-EX,,https://images.scrydex.com/pokemon/xy_ja-13/medium,https://scrydex.com/pokemon/cards/m-camerupt-ex/xy_ja-13?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,バクーダEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:バクーダEX,https://scrydex.com/pokemon/cards/m-camerupt-ex/xy_ja-13?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,14,Volcanion,,https://images.scrydex.com/pokemon/xy_ja-14/medium,https://scrydex.com/pokemon/cards/volcanion/xy_ja-14?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ボルケニオン,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ボルケニオン,https://scrydex.com/pokemon/cards/volcanion/xy_ja-14?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,15,Volcanion-EX,,https://images.scrydex.com/pokemon/xy_ja-15/medium,https://scrydex.com/pokemon/cards/volcanion-ex/xy_ja-15?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ボルケニオンEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ボルケニオンEX,https://scrydex.com/pokemon/cards/volcanion-ex/xy_ja-15?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,16,Vaporeon,,https://images.scrydex.com/pokemon/xy_ja-16/medium,https://scrydex.com/pokemon/cards/vaporeon/xy_ja-16?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,シャワーズ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:シャワーズ,https://scrydex.com/pokemon/cards/vaporeon/xy_ja-16?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,17,Articuno,,https://images.scrydex.com/pokemon/xy_ja-17/medium,https://scrydex.com/pokemon/cards/articuno/xy_ja-17?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,フリーザー,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:フリーザー,https://scrydex.com/pokemon/cards/articuno/xy_ja-17?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,18,Remoraid,,https://images.scrydex.com/pokemon/xy_ja-18/medium,https://scrydex.com/pokemon/cards/remoraid/xy_ja-18?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,テッポウオ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:テッポウオ,https://scrydex.com/pokemon/cards/remoraid/xy_ja-18?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,19,Octillery,,https://images.scrydex.com/pokemon/xy_ja-19/medium,https://scrydex.com/pokemon/cards/octillery/xy_ja-19?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,オクタン,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:オクタン,https://scrydex.com/pokemon/cards/octillery/xy_ja-19?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,20,Glaceon-EX,,https://images.scrydex.com/pokemon/xy_ja-20/medium,https://scrydex.com/pokemon/cards/glaceon-ex/xy_ja-20?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,グレイシアEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:グレイシアEX,https://scrydex.com/pokemon/cards/glaceon-ex/xy_ja-20?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,21,Manaphy-EX,,https://images.scrydex.com/pokemon/xy_ja-21/medium,https://scrydex.com/pokemon/cards/manaphy-ex/xy_ja-21?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,マナフィEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:マナフィEX,https://scrydex.com/pokemon/cards/manaphy-ex/xy_ja-21?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,22,Seismitoad-EX,,https://images.scrydex.com/pokemon/xy_ja-22/medium,https://scrydex.com/pokemon/cards/seismitoad-ex/xy_ja-22?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ガマゲロゲEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ガマゲロゲEX,https://scrydex.com/pokemon/cards/seismitoad-ex/xy_ja-22?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,23,White Kyurem,,https://images.scrydex.com/pokemon/xy_ja-23/medium,https://scrydex.com/pokemon/cards/white-kyurem/xy_ja-23?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ホワイトキュレム,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ホワイトキュレム,https://scrydex.com/pokemon/cards/white-kyurem/xy_ja-23?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,24,Froakie,,https://images.scrydex.com/pokemon/xy_ja-24/medium,https://scrydex.com/pokemon/cards/froakie/xy_ja-24?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ケロマツ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ケロマツ,https://scrydex.com/pokemon/cards/froakie/xy_ja-24?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,25,Frogadier,,https://images.scrydex.com/pokemon/xy_ja-25/medium,https://scrydex.com/pokemon/cards/frogadier/xy_ja-25?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ゲコガシラ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ゲコガシラ,https://scrydex.com/pokemon/cards/frogadier/xy_ja-25?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,26,Greninja,,https://images.scrydex.com/pokemon/xy_ja-26/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-26?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ゲッコウガ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ゲッコウガ,https://scrydex.com/pokemon/cards/greninja/xy_ja-26?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,27,Greninja,,https://images.scrydex.com/pokemon/xy_ja-27/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-27?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ゲッコウガ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ゲッコウガ,https://scrydex.com/pokemon/cards/greninja/xy_ja-27?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,28,Greninja BREAK,,https://images.scrydex.com/pokemon/xy_ja-28/medium,https://scrydex.com/pokemon/cards/greninja-break/xy_ja-28?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ゲッコウガBREAK,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ゲッコウガBREAK,https://scrydex.com/pokemon/cards/greninja-break/xy_ja-28?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,29,Pikachu,,https://images.scrydex.com/pokemon/xy_ja-29/medium,https://scrydex.com/pokemon/cards/pikachu/xy_ja-29?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ピカチュウ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ピカチュウ,https://scrydex.com/pokemon/cards/pikachu/xy_ja-29?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,30,Raichu,,https://images.scrydex.com/pokemon/xy_ja-30/medium,https://scrydex.com/pokemon/cards/raichu/xy_ja-30?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ライチュウ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ライチュウ,https://scrydex.com/pokemon/cards/raichu/xy_ja-30?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,31,Jolteon,,https://images.scrydex.com/pokemon/xy_ja-31/medium,https://scrydex.com/pokemon/cards/jolteon/xy_ja-31?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,サンダース,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:サンダース,https://scrydex.com/pokemon/cards/jolteon/xy_ja-31?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,32,Jolteon-EX,,https://images.scrydex.com/pokemon/xy_ja-32/medium,https://scrydex.com/pokemon/cards/jolteon-ex/xy_ja-32?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,サンダースEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:サンダースEX,https://scrydex.com/pokemon/cards/jolteon-ex/xy_ja-32?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,33,Raikou,,https://images.scrydex.com/pokemon/xy_ja-33/medium,https://scrydex.com/pokemon/cards/raikou/xy_ja-33?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ライコウ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ライコウ,https://scrydex.com/pokemon/cards/raikou/xy_ja-33?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,34,Manectric-EX,,https://images.scrydex.com/pokemon/xy_ja-34/medium,https://scrydex.com/pokemon/cards/manectric-ex/xy_ja-34?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ライボルトEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ライボルトEX,https://scrydex.com/pokemon/cards/manectric-ex/xy_ja-34?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,35,M Manectric-EX,,https://images.scrydex.com/pokemon/xy_ja-35/medium,https://scrydex.com/pokemon/cards/m-manectric-ex/xy_ja-35?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ライボルトEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ライボルトEX,https://scrydex.com/pokemon/cards/m-manectric-ex/xy_ja-35?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,36,Joltik,,https://images.scrydex.com/pokemon/xy_ja-36/medium,https://scrydex.com/pokemon/cards/joltik/xy_ja-36?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,バチュル,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:バチュル,https://scrydex.com/pokemon/cards/joltik/xy_ja-36?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,37,Zubat,,https://images.scrydex.com/pokemon/xy_ja-37/medium,https://scrydex.com/pokemon/cards/zubat/xy_ja-37?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ズバット,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ズバット,https://scrydex.com/pokemon/cards/zubat/xy_ja-37?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,38,Golbat,,https://images.scrydex.com/pokemon/xy_ja-38/medium,https://scrydex.com/pokemon/cards/golbat/xy_ja-38?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ゴルバット,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ゴルバット,https://scrydex.com/pokemon/cards/golbat/xy_ja-38?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,39,Crobat,,https://images.scrydex.com/pokemon/xy_ja-39/medium,https://scrydex.com/pokemon/cards/crobat/xy_ja-39?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,クロバット,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:クロバット,https://scrydex.com/pokemon/cards/crobat/xy_ja-39?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,40,Alakazam-EX,,https://images.scrydex.com/pokemon/xy_ja-40/medium,https://scrydex.com/pokemon/cards/alakazam-ex/xy_ja-40?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,フーディンEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:フーディンEX,https://scrydex.com/pokemon/cards/alakazam-ex/xy_ja-40?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,41,M Alakazam-EX,,https://images.scrydex.com/pokemon/xy_ja-41/medium,https://scrydex.com/pokemon/cards/m-alakazam-ex/xy_ja-41?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,フーディンEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:フーディンEX,https://scrydex.com/pokemon/cards/m-alakazam-ex/xy_ja-41?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,42,Mewtwo-EX,,https://images.scrydex.com/pokemon/xy_ja-42/medium,https://scrydex.com/pokemon/cards/mewtwo-ex/xy_ja-42?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ミュウツーEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ミュウツーEX,https://scrydex.com/pokemon/cards/mewtwo-ex/xy_ja-42?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,43,M Mewtwo-EX,,https://images.scrydex.com/pokemon/xy_ja-43/medium,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy_ja-43?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ミュウツーEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ミュウツーEX,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy_ja-43?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,44,Mew,,https://images.scrydex.com/pokemon/xy_ja-44/medium,https://scrydex.com/pokemon/cards/mew/xy_ja-44?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ミュウ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ミュウ,https://scrydex.com/pokemon/cards/mew/xy_ja-44?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,45,Espeon-EX,,https://images.scrydex.com/pokemon/xy_ja-45/medium,https://scrydex.com/pokemon/cards/espeon-ex/xy_ja-45?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,エーフィEX,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:エーフィEX,https://scrydex.com/pokemon/cards/espeon-ex/xy_ja-45?variant=holofoil
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,46,Unown,,https://images.scrydex.com/pokemon/xy_ja-46/medium,https://scrydex.com/pokemon/cards/unown/xy_ja-46?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,アンノーン,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:アンノーン,https://scrydex.com/pokemon/cards/unown/xy_ja-46?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,47,Wobbuffet,,https://images.scrydex.com/pokemon/xy_ja-47/medium,https://scrydex.com/pokemon/cards/wobbuffet/xy_ja-47?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ソーナンス,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ソーナンス,https://scrydex.com/pokemon/cards/wobbuffet/xy_ja-47?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,48,Giratina,,https://images.scrydex.com/pokemon/xy_ja-48/medium,https://scrydex.com/pokemon/cards/giratina/xy_ja-48?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ギラティナ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ギラティナ,https://scrydex.com/pokemon/cards/giratina/xy_ja-48?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,49,Trubbish,,https://images.scrydex.com/pokemon/xy_ja-49/medium,https://scrydex.com/pokemon/cards/trubbish/xy_ja-49?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ヤブクロン,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ヤブクロン,https://scrydex.com/pokemon/cards/trubbish/xy_ja-49?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,50,Garbodor,,https://images.scrydex.com/pokemon/xy_ja-50/medium,https://scrydex.com/pokemon/cards/garbodor/xy_ja-50?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ダストダス,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ダストダス,https://scrydex.com/pokemon/cards/garbodor/xy_ja-50?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,51,Litwick,,https://images.scrydex.com/pokemon/xy_ja-51/medium,https://scrydex.com/pokemon/cards/litwick/xy_ja-51?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ヒトモシ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ヒトモシ,https://scrydex.com/pokemon/cards/litwick/xy_ja-51?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,52,Lampent,,https://images.scrydex.com/pokemon/xy_ja-52/medium,https://scrydex.com/pokemon/cards/lampent/xy_ja-52?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ランプラー,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ランプラー,https://scrydex.com/pokemon/cards/lampent/xy_ja-52?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,53,Phantump,,https://images.scrydex.com/pokemon/xy_ja-53/medium,https://scrydex.com/pokemon/cards/phantump/xy_ja-53?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ボクレー,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ボクレー,https://scrydex.com/pokemon/cards/phantump/xy_ja-53?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,54,Trevenant,,https://images.scrydex.com/pokemon/xy_ja-54/medium,https://scrydex.com/pokemon/cards/trevenant/xy_ja-54?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,オーロット,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:オーロット,https://scrydex.com/pokemon/cards/trevenant/xy_ja-54?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,56,Pumpkaboo,,https://images.scrydex.com/pokemon/xy_ja-56/medium,https://scrydex.com/pokemon/cards/pumpkaboo/xy_ja-56?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,バケッチャ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:バケッチャ,https://scrydex.com/pokemon/cards/pumpkaboo/xy_ja-56?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,57,Hoopa,,https://images.scrydex.com/pokemon/xy_ja-57/medium,https://scrydex.com/pokemon/cards/hoopa/xy_ja-57?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,フーパ,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:フーパ,https://scrydex.com/pokemon/cards/hoopa/xy_ja-57?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,59,Meditite,,https://images.scrydex.com/pokemon/xy_ja-59/medium,https://scrydex.com/pokemon/cards/meditite/xy_ja-59?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,アサナン,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:アサナン,https://scrydex.com/pokemon/cards/meditite/xy_ja-59?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,60,Medicham,,https://images.scrydex.com/pokemon/xy_ja-60/medium,https://scrydex.com/pokemon/cards/medicham/xy_ja-60?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,チャーレム,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:チャーレム,https://scrydex.com/pokemon/cards/medicham/xy_ja-60?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,64,Landorus,,https://images.scrydex.com/pokemon/xy_ja-64/medium,https://scrydex.com/pokemon/cards/landorus/xy_ja-64?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,ランドロス,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:ランドロス,https://scrydex.com/pokemon/cards/landorus/xy_ja-64?variant=normal
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,65,Carbink,,https://images.scrydex.com/pokemon/xy_ja-65/medium,https://scrydex.com/pokemon/cards/carbink/xy_ja-65?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja,メレシー,SCRYDEX_DETAIL_HEADING_AFTER_H1,RESOLVED,HEADING_AFTER_H1:メレシー,https://scrydex.com/pokemon/cards/carbink/xy_ja-65?variant=normal
