id,set_id,name,name_normalized,card_number,rarity,variant,image_url,image_source_note,is_active,created_at,updated_at,tcgdex_id,hp,category,types,stage,illustrator,regulation_mark,description_ja,attacks,abilities,weaknesses,resistances,retreat,dex_ids,set_order,pokedex_number,image_dhash
75d6e349-4b6d-4cce-ac04-2a61bcfde89d,ca93c4b2-7d37-4881-9306-c30f64a19b88,ガラル ニャイキングV,ガラルニャイキングv,109,SR,holo,https://images.scrydex.com/pokemon/swsh11_ja-109/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:06.338899+00:00,2026-08-30 05:24:12.097054+00:00,S11-109,200,Pokemon,"[""Metal""]",Basic,GOSSAN,F,,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""じょうきげん"",""effectJa"":""自分の山札を3枚引く。""},{""cost"":[""Metal"",""Colorless""],""damage"":""20×"",""nameJa"":""おたからラッシュ"",""effectJa"":""自分の手札の枚数×20ダメージ。""}]",[],"[{""type"":""Fire"",""value"":""x2""}]","[{""type"":""Grass"",""value"":""-30""}]",2,[863],,,1e6cf34c3020711f
49e561ba-b057-40ca-8d69-3e83e006bbed,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本水エネルギー,基本水エネルギー,WAT,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033220_E_KIHONMIZUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:WAT,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a7a29e3373b28eb2
b049ebc4-3173-4203-a41d-f1cedb228a93,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本雷エネルギー,基本雷エネルギー,LIG,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033221_E_KIHONKAMINARIENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:LIG,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a7228f3333330eb2
fc13c1c4-a507-463c-b229-587cef567773,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本超エネルギー,基本超エネルギー,PSY,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033222_E_KIHONCHOUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:PSY,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a78a8eb233b28eb2
112fc82f-4b7f-4d57-be7a-3ff011292db2,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本闘エネルギー,基本闘エネルギー,FIG,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033223_E_KIHONTOUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:FIG,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a78a9e3333b28eb2
8bcd5a3e-035b-4c3d-a04c-2cf2df53d373,a7880f19-342f-4727-8b28-2ad012936a2f,カポエラー,カポエラー,026,C,normal,https://images.scrydex.com/pokemon/sm9b_ja-26/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:19.897492+00:00,2026-08-30 05:24:10.063276+00:00,SM9b-026,90,Pokemon,"[""Fighting""]",Basic,Tomokazu Komiya,C,コマのように 回転しながら 戦う。 遠心力の パワーで 破壊力は １０倍だ。,"[{""cost"":[""Fighting""],""damage"":null,""nameJa"":""フィニッシュコンボ"",""effectJa"":""このワザは、前の自分の番に「サワムラー」が「スペシャルコンボ」を使っていなければ使えない。相手のポケモン全員に、それぞれ60ダメージ。［ベンチは弱点・抵抗力を計算しない。］""},{""cost"":[""Colorless"",""Colorless""],""damage"":50,""nameJa"":""かいてんアタック"",""effectJa"":null}]",[],"[{""type"":""Psychic"",""value"":""x2""}]",[],1,[237],,,c28aa8a8cca8be98
ee621cd6-b09f-4c6a-9d0e-ace805be26b5,a7880f19-342f-4727-8b28-2ad012936a2f,メルタン,メルタン,037,C,normal,https://images.scrydex.com/pokemon/sm9b_ja-37/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:19.897492+00:00,2026-08-30 05:24:10.063276+00:00,SM9b-037,70,Pokemon,"[""Metal""]",Basic,Kouki Saitou,C,とろりと 溶けた 鋼の 体。 地中の 鉄分や 金属を 溶かして 吸収する。,"[{""cost"":[""Metal""],""damage"":""10+"",""nameJa"":""はがねとかし"",""effectJa"":""相手のバトルポケモンが[鋼]ポケモンなら、40ダメージ追加。""}]",[],"[{""type"":""Fire"",""value"":""x2""}]","[{""type"":""Psychic"",""value"":""-20""}]",1,[808],,,d892a6b873673934
eafe0736-d830-409f-aa82-b2d7c126755f,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本悪エネルギー,基本悪エネルギー,DAR,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033224_E_KIHONAKUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:DAR,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a7aa9eb233928eb2
948f3ecd-1e5b-4a95-8428-3fe37add6464,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本鋼エネルギー,基本鋼エネルギー,MET,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033225_E_KIHONKOUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:MET,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a71a1f7171330e8e
98facb05-4efe-41c1-8e03-e3c4bc762488,cad53c76-f4d3-43d3-b9ca-b1ab9ab6b74c,基本フェアリーエネルギー,基本フェアリーエネルギー,FAI,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMA/033226_E_KIHONYOUENERUGI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.709129+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SMA:FAI,,基本エネルギー,[],,,,,[],[],[],[],,[],,,a79a9e3369338eb2
5a926758-f97b-45c2-9deb-ff4b9021405c,5a4b835d-0235-4be2-9401-48d079eba101,ふしぎなアメ,フシギナアメ,025,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMP/033299_T_FUSHIGINAAME.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:19.385095+00:00,2026-08-30 05:24:12.654721+00:00,ptcg:SMP:025,,グッズ,[],,Toyste Beach,,,[],[],[],[],,[],,,879aae8e0ba56966
87360c6e-93c8-4197-8082-900d54b9c93c,9ba14d07-efe5-4a79-8635-d070e7a2a853,マサキのメンテナンス,マサキノメンテナンス,060,◆,normal,https://pcg-search.com/img/e/e1060.png,pcg-search.com,True,2026-08-28 04:30:55.375055+00:00,2026-08-30 05:24:14.120264+00:00,E1-060,,Trainer,[],,,,,[],[],[],[],,[],60,,b6c2c2cacc060f06
3dea3f1f-8da3-4f89-83e4-589a39d5c30a,86c3c25d-7d9c-4d90-830c-e5366d1be018,草エネルギー,草エネルギー,103,★,normal,https://images.scrydex.com/pokemon/pcg10_ja-103/large,Scrydex public card image (pcg10_ja),True,2026-08-28 06:28:21.484191+00:00,2026-08-30 05:24:10.063276+00:00,ptcg:WCP:103,,基本エネルギー,[],,,,,[],[],[],[],,[],103,,8e9ac896b2a296a4
673f3c6a-a563-498f-b037-ccee244f1489,5a4b835d-0235-4be2-9401-48d079eba101,プレイヤーズセレモニー,プレイヤーズセレモニー,248,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SMP/035388_T_PUREIYAZUSEREMONI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:19.668993+00:00,2026-08-30 05:24:13.045775+00:00,ptcg:SMP:248,,スタジアム,[],,Kagemaru Himeno,,,[],[],[],[],,[],,,a292badc4e312b66
1b8220f2-48f2-4032-9626-5ab442d8f7f5,af1234fc-0c84-4c51-ba4c-cc74829e2d03,ラウドボーンex,ラウドボーンex,097,SAR,holo,https://images.scrydex.com/pokemon/sv1a_ja-97/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:22.336270+00:00,2026-08-30 05:24:10.063276+00:00,SV1a-097,340,Pokemon,"[""Fire""]",Stage2,kantaro,,,"[{""cost"":[""Fire""],""damage"":50,""nameJa"":""かつりょくのうた"",""effectJa"":""自分のポケモン全員のHPを、それぞれ「30」回復する。""},{""cost"":[""Fire"",""Fire""],""damage"":""270－"",""nameJa"":""バーニングボイス"",""effectJa"":""このポケモンにのっているダメカンの数×10ダメージぶん、このワザのダメージは小さくなる。""}]",[],"[{""type"":""Water"",""value"":""×2""}]",[],3,[],,,cb21b17938ba73f1
4071684e-0bb1-4f3c-977f-723a0eb977e4,a7880f19-342f-4727-8b28-2ad012936a2f,メルメタル,メルメタル,038,R,holo,https://images.scrydex.com/pokemon/sm9b_ja-38/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:19.897492+00:00,2026-08-30 05:24:10.063276+00:00,SM9b-038,150,Pokemon,"[""Metal""]",Stage1,Kouki Saitou,C,鉄を 産み出す 力を 持つと 崇められていた。 ３０００年の 時を 経て なぜか 蘇った。,"[{""cost"":[""Metal"",""Colorless"",""Colorless"",""Colorless""],""damage"":130,""nameJa"":""ヘビーインパクト"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""メタルイーター"",""effectJa"":""自分の番に1回使える。自分の手札にある[鋼]ポケモンを1枚トラッシュする。その後、このポケモンのHPを「100」回復する。""}]","[{""type"":""Fire"",""value"":""x2""}]","[{""type"":""Psychic"",""value"":""-20""}]",4,[809],,,3878c68e734b3b34
09aa2682-c59e-4bbe-ac02-6548d8df7d8d,94db240f-1949-4c1e-9b92-12425aa31573,あなぬけのヒモ,アナヌケノヒモ,079,U,normal,https://images.scrydex.com/pokemon/sm10_ja-79/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:10.564828+00:00,2026-08-30 05:24:12.781774+00:00,SM10-079,,Trainer,[],,Toyste Beach,A,,[],[],[],[],,[],,,877eeee270296b66
5f975bc8-04ea-451c-ae15-c69231a6dd60,db8504f1-e9f0-4e60-954a-4818040cfe98,ファイアロー,ファイアロー,085,U,normal,https://images.scrydex.com/pokemon/sv7_ja-85/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:26.931458+00:00,2026-08-30 05:24:12.781774+00:00,SV7-085,140,Pokemon,"[""Colorless""]",Stage2,Nurikabe,H,興奮すると 羽毛の 隙間から 火の粉を 吹く。 焦げない 羽毛は 防火素材として 利用される。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":""110＋"",""nameJa"":""エアロチェイス"",""effectJa"":""相手のバトルポケモンのにげるためのエネルギーが2個以上なら、110ダメージ追加。""}]",[],"[{""type"":""Lightning"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""－30""}]",0,[663],,,2674f8c823237133
cd9a5bed-c6aa-4f4a-ae96-7577b8951540,db8504f1-e9f0-4e60-954a-4818040cfe98,ウールー,ウールー,086,C,normal,https://images.scrydex.com/pokemon/sv7_ja-86/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:26.931458+00:00,2026-08-30 05:24:12.781774+00:00,SV7-086,70,Pokemon,"[""Colorless""]",Basic,Wintr Wandr,H,パーマの かかった 体毛は 高い クッション性が ある。 崖から 落ちても へっちゃら。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":30,""nameJa"":""つきくずす"",""effectJa"":""のぞむなら、場に出ているスタジアムをトラッシュする。""}]",[],"[{""type"":""Fighting"",""value"":""×2""}]",[],1,[831],,,8ec6b2b82721391b
859cd3c1-7924-411a-8380-bca4929db5de,db8504f1-e9f0-4e60-954a-4818040cfe98,バイウールー,バイウールー,087,U,normal,https://images.scrydex.com/pokemon/sv7_ja-87/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:26.931458+00:00,2026-08-30 05:24:12.781774+00:00,SV7-087,130,Pokemon,"[""Colorless""]",Stage1,HYOGONOSUKE,H,弾力の ある 毛で 織った カーペットは トランポリンみたいで 乗れば ピョンピョン 跳ねるのだ。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":70,""nameJa"":""つきくずす"",""effectJa"":""のぞむなら、場に出ているスタジアムをトラッシュする。""}]","[{""type"":""Ability"",""nameJa"":""やわらかウール"",""effectJa"":""このポケモンが受けるワザのダメージは「-30」される。""}]","[{""type"":""Fighting"",""value"":""×2""}]",[],2,[832],,,063071c28121351b
