set_code,set_name,scrydex_id,card_number,position_vs_db_max,db_max_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,15,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-15/medium,https://scrydex.com/pokemon/cards/volcanion-ex/xy_ja-15?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,16,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-16/medium,https://scrydex.com/pokemon/cards/vaporeon/xy_ja-16?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,17,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-17/medium,https://scrydex.com/pokemon/cards/articuno/xy_ja-17?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,18,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-18/medium,https://scrydex.com/pokemon/cards/remoraid/xy_ja-18?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,19,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-19/medium,https://scrydex.com/pokemon/cards/octillery/xy_ja-19?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,20,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-20/medium,https://scrydex.com/pokemon/cards/glaceon-ex/xy_ja-20?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,21,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-21/medium,https://scrydex.com/pokemon/cards/manaphy-ex/xy_ja-21?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,22,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-22/medium,https://scrydex.com/pokemon/cards/seismitoad-ex/xy_ja-22?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,23,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-23/medium,https://scrydex.com/pokemon/cards/white-kyurem/xy_ja-23?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,24,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-24/medium,https://scrydex.com/pokemon/cards/froakie/xy_ja-24?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,25,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-25/medium,https://scrydex.com/pokemon/cards/frogadier/xy_ja-25?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,26,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-26/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-26?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,27,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-27/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-27?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,28,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-28/medium,https://scrydex.com/pokemon/cards/greninja-break/xy_ja-28?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,29,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-29/medium,https://scrydex.com/pokemon/cards/pikachu/xy_ja-29?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,30,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-30/medium,https://scrydex.com/pokemon/cards/raichu/xy_ja-30?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,31,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-31/medium,https://scrydex.com/pokemon/cards/jolteon/xy_ja-31?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,32,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-32/medium,https://scrydex.com/pokemon/cards/jolteon-ex/xy_ja-32?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,33,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-33/medium,https://scrydex.com/pokemon/cards/raikou/xy_ja-33?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,34,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-34/medium,https://scrydex.com/pokemon/cards/manectric-ex/xy_ja-34?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,35,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-35/medium,https://scrydex.com/pokemon/cards/m-manectric-ex/xy_ja-35?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,36,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-36/medium,https://scrydex.com/pokemon/cards/joltik/xy_ja-36?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,37,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-37/medium,https://scrydex.com/pokemon/cards/zubat/xy_ja-37?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,38,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-38/medium,https://scrydex.com/pokemon/cards/golbat/xy_ja-38?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,39,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-39/medium,https://scrydex.com/pokemon/cards/crobat/xy_ja-39?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,40,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-40/medium,https://scrydex.com/pokemon/cards/alakazam-ex/xy_ja-40?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,41,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-41/medium,https://scrydex.com/pokemon/cards/m-alakazam-ex/xy_ja-41?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,42,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-42/medium,https://scrydex.com/pokemon/cards/mewtwo-ex/xy_ja-42?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,43,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-43/medium,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy_ja-43?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,44,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-44/medium,https://scrydex.com/pokemon/cards/mew/xy_ja-44?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,45,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-45/medium,https://scrydex.com/pokemon/cards/espeon-ex/xy_ja-45?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,46,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-46/medium,https://scrydex.com/pokemon/cards/unown/xy_ja-46?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,47,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-47/medium,https://scrydex.com/pokemon/cards/wobbuffet/xy_ja-47?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,48,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-48/medium,https://scrydex.com/pokemon/cards/giratina/xy_ja-48?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,49,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-49/medium,https://scrydex.com/pokemon/cards/trubbish/xy_ja-49?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,50,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-50/medium,https://scrydex.com/pokemon/cards/garbodor/xy_ja-50?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,51,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-51/medium,https://scrydex.com/pokemon/cards/litwick/xy_ja-51?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
