card_id,set_code,card_number,card_name,current_rarity,scrydex_rarity,scrydex_label,status,scrydex_url
96b7aaf3-f4a9-48b3-a038-9a525ec3475c,M-P,113,ツタージャ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/snivy/mp_ja-113
d2796643-baf1-47be-b49b-6d76989d32ff,M-P,114,ポカブ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/tepig/mp_ja-114
caf759b2-3bab-4a49-bf71-be2ada5b4ac0,M-P,115,ミジュマル,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/oshawott/mp_ja-115
d2f86938-6bfb-4c1b-a8d6-55a26bd64aed,M-P,116,ハリマロン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/chespin/mp_ja-116
9f0836b5-3ee7-4084-a5f9-f39148a9cb87,M-P,117,フォッコ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/fennekin/mp_ja-117
1343af8d-7a56-4fec-befa-d765e48d5388,M-P,118,ケロマツ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/froakie/mp_ja-118
70dc43c8-4d13-41ab-a1be-c3c9b554508f,M-P,119,モクロー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/rowlet/mp_ja-119
655646ef-8f0f-41ff-988f-f50d978470e2,M-P,012,基本雷エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-lightning-energy/mp_ja-12
f11b81e6-6a89-4e2a-97ee-3ce9f3f2c7ca,M-P,120,ニャビー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/litten/mp_ja-120
2c1e14fd-8860-41d2-8043-10694d94c803,M-P,121,アシマリ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/popplio/mp_ja-121
a0497bd1-a49a-4fc6-a484-e41d345571fe,M-P,122,サルノリ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/grookey/mp_ja-122
4a102e00-83ff-4e09-858a-6c157a110cd7,M-P,123,ヒバニー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/scorbunny/mp_ja-123
0242a086-a036-4026-a34b-99b4f15212e6,M-P,124,メッソン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/sobble/mp_ja-124
f67a3ef0-e8ad-41dd-aee7-c22982246941,M-P,125,ニャオハ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/sprigatito/mp_ja-125
91cfc855-fdbd-4da4-b47c-ea19bd5dcd2b,M-P,126,ホゲータ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/fuecoco/mp_ja-126
2e2deff3-e0f4-4cc0-b61d-5c35e820ed54,M-P,127,クワッス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/quaxly/mp_ja-127
1b015dc3-b97a-4155-9113-dccdeb717cd0,M-P,013,基本超エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-psychic-energy/mp_ja-13
e9312a71-e7cf-4cc6-b94a-87c2dfe6dc6a,M-P,131,ピカチュウex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/pikachu-ex/mp_ja-131
acc92da3-79f3-4602-876b-4f1479044d24,M-P,132,ピカチュウex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/pikachu-ex/mp_ja-132
a7cfbb2c-eb3d-48fc-b391-28878bbabb55,M-P,133,ピカチュウ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/pikachu/mp_ja-133
7474e2b2-7ee7-4b62-a225-9c25ba3416bf,M-P,134,イーブイ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/eevee/mp_ja-134
4b1d7228-88b5-4c29-b16d-8d0a43ad75c3,M-P,137,メガエルレイドex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-gallade-ex/mp_ja-137
c324438e-e831-4ae1-80a7-9a6d4b1bb9f1,M-P,138,コソクムシ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/wimpod/mp_ja-138
92ac9e22-7a46-405a-902c-8bdfd7607201,M-P,139,メガシャリタツex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-tatsugiri-ex/mp_ja-139
7ccb069c-55e3-4e76-b8c8-72397e1dfca6,M-P,014,基本闘エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fighting-energy/mp_ja-14
0bca1881-5507-4c7d-841c-0773e21e1905,M-P,140,シビシラス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/tynamo/mp_ja-140
7e5bc586-3223-444d-b9b4-51859b2b0101,M-P,141,ミネズミ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/patrat/mp_ja-141
e19cc9b1-1793-4a24-903a-c893949ce79e,M-P,142,スペシャルレッドカード,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/special-red-card/mp_ja-142
5a220e49-b2cb-4492-bffe-fe6d1315d870,M-P,143,デウロ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/lida/mp_ja-143
ed0ec0b8-5355-4d82-9411-9f23555dc953,M-P,144,ボスの指令,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/bosss-orders/mp_ja-144
2428a0dc-2df4-435b-8060-6c43b7f63ea8,M-P,015,基本悪エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-darkness-energy/mp_ja-15
0eb40bc2-7e85-45b5-a730-66b261a7f9dc,M-P,155,リオル,PROMO,,,NOT_FOUND_ON_SCRYDEX,
b953a8e3-8c6d-4f09-b78e-568a5c7b8487,M-P,016,基本鋼エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-metal-energy/mp_ja-16
b6ebb382-68b9-416d-8602-13bdfc9ce11b,M-P,164,メガゼラオラex,PROMO,,,NOT_FOUND_ON_SCRYDEX,
36880130-93e0-4a26-ba39-6204b0a408a3,M-P,017,ニャオハ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/sprigatito/mp_ja-17
c75f90e6-a9e0-4840-aea7-06b3f591ec8d,M-P,018,ホゲータ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/fuecoco/mp_ja-18
2cd92809-340e-4b34-9d06-a577c9171c6b,M-P,019,クワッス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/quaxly/mp_ja-19
aa9a4c41-1f8b-4e75-a5fc-1ba0575b5323,M-P,002,ラプラスex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/lapras-ex/mp_ja-2
34ba8223-c68f-4335-9084-0efb7e896b5d,M-P,020,ピカチュウ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/pikachu/mp_ja-20
7f7ab1cc-0581-4851-9085-8e1ae839a16b,M-P,021,ラルトス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/ralts/mp_ja-21
2a2c5df4-2793-4373-a2e5-f6bd94868313,M-P,022,リオル,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/riolu/mp_ja-22
b04b7e00-93c9-4d96-8413-c11615e9a417,M-P,023,基本草エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-grass-energy/mp_ja-23
2e8814cd-c6c0-4392-9e07-bb1c656f7552,M-P,024,基本炎エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fire-energy/mp_ja-24
8e8bacd5-e609-4f47-9cf9-2c23515f9ac2,M-P,025,基本水エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-water-energy/mp_ja-25
bbcd9f31-e108-4f7c-b5b5-c7ab9720b842,M-P,026,基本雷エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-lightning-energy/mp_ja-26
43af2370-9d69-46d3-b1fd-bfb2f2505d4a,M-P,027,基本超エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-psychic-energy/mp_ja-27
ae767a6c-7cbd-4f31-8def-b9c0428e373e,M-P,028,基本闘エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fighting-energy/mp_ja-28
aed7d0ed-120a-4d46-817b-59ec7877289b,M-P,029,基本悪エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-darkness-energy/mp_ja-29
1dde06e7-0e12-4bf6-a7b0-f72f1e53d783,M-P,003,マシマシラ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/munkidori/mp_ja-3
cabdc5c7-544a-4464-a6fa-e2b5512dc4bc,M-P,030,基本鋼エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-metal-energy/mp_ja-30
e9eaa42e-1097-4090-b4ad-198e778a5286,M-P,031,夜のタンカ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/night-stretcher/mp_ja-31
c9842fc4-a0c3-4a97-86f6-3d19d01401c3,M-P,032,ラティアスex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/latias-ex/mp_ja-32
b947b24e-3618-4325-a264-3069eb79d6f9,M-P,033,おいわいファンファーレ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/celebratory-fanfare/mp_ja-33
20cfb15a-54d9-4e95-9d2d-ff1c673df154,M-P,034,シェイミ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/shaymin/mp_ja-34
ba0ff829-934b-45fb-945c-a82f4e1fbfc1,M-P,035,基本草エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-grass-energy/mp_ja-35
333dfa66-39af-45bd-a682-6cd66bddf09f,M-P,036,基本炎エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fire-energy/mp_ja-36
ca0a0b91-06da-41e8-9da5-6bead81c9a28,M-P,037,基本水エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-water-energy/mp_ja-37
2dd78ad2-7341-4f66-9784-ebf9175c2f34,M-P,038,基本雷エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-lightning-energy/mp_ja-38
1daf54d9-e1f4-459f-aee4-9bc2c829e1f9,M-P,039,基本超エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-psychic-energy/mp_ja-39
2bd306cc-5eff-4453-9115-7ef99a9b1a08,M-P,004,マクノシタ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/makuhita/mp_ja-4
a171fcf7-8dc1-4f7d-acd8-06b08afe97f4,M-P,040,基本闘エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fighting-energy/mp_ja-40
01af1a3b-e791-4e75-a704-d515f6b1ce0b,M-P,041,基本悪エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-darkness-energy/mp_ja-41
4723d8de-ed88-4cd6-b232-7fc698b2bbec,M-P,042,基本鋼エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-metal-energy/mp_ja-42
b7737bdf-f3d8-4e47-9b21-afe20bced99e,M-P,043,ロケット団のミュウツーex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/team-rockets-mewtwo-ex/mp_ja-43
476c727d-c568-4979-a825-265ceb3d1cd0,M-P,044,ブレイブバングル,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/brave-bangle/mp_ja-44
4bfa85c9-b58d-46f5-9c5a-d95a89e3d167,M-P,045,リザード,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/charmeleon/mp_ja-45
c3d356ee-8650-4bbb-82a2-9ba72d861310,M-P,046,ワルビアルex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/krookodile-ex/mp_ja-46
f6a4e72c-783d-4204-9eb3-4be867933dfb,M-P,047,エレズン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/toxel/mp_ja-47
cde39ffa-6e16-403c-80a9-009a9656e050,M-P,048,ノココッチ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/dudunsparce/mp_ja-48
c73ff988-3f85-4aed-a5f0-120a6b9a9538,M-P,049,逆境ほけん,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/adversity-policy/mp_ja-49
27d5f890-5b4e-42bf-9ea2-900d45d2480c,M-P,005,あなあけスコップ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/hole-digging-shovel/mp_ja-5
5e347a3f-6927-44d4-8779-cbdad1452b1a,M-P,050,ふうせん,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/air-balloon/mp_ja-50
65bd94bf-567d-4004-bbb5-dea9b20c7535,M-P,051,トウコ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/hilda/mp_ja-51
7acd6f7d-f883-4f1c-b409-35803822be7e,M-P,053,ペパー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/arven/mp_ja-53
16fa6de9-ee3f-46d0-9125-43f672bfeed6,M-P,054,デデンネGX,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/dedenne-gx/mp_ja-54
a20533e8-f11f-437a-861c-16c0e1845e08,M-P,055,ミカルゲ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/spiritomb/mp_ja-55
1054a9fe-69d3-4d47-be63-8d9fd5089211,M-P,056,ホルビー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/bunnelby/mp_ja-56
fde79522-6744-4a95-90f6-6500800a9798,M-P,057,スペシャルチャージ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/special-charge/mp_ja-57
81e670d1-d9c5-41cb-932b-5119a6b086ed,M-P,058,トレーナーズポスト,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/trainers-mail/mp_ja-58
63944c8c-eb26-44c5-a88c-1ead00233be9,M-P,059,バトルコンプレッサー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/battle-compressor/mp_ja-59
06e81921-5abd-4052-a434-6197452a6adf,M-P,006,カウンターゲイン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/counter-gain/mp_ja-6
63e8a336-4013-4af2-beec-ea5c6d554ee3,M-P,060,バトルサーチャー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/vs-seeker/mp_ja-60
03f563e4-8b00-4316-9602-52fd21627b31,M-P,061,フィールドブロアー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/field-blower/mp_ja-61
992b8e3f-d81e-41d7-84a6-d780e1dad2ef,M-P,062,かるいし,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/float-stone/mp_ja-62
298f618b-b9b1-45b5-a9f0-59f02d30df1d,M-P,063,プルメリ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/plumeria/mp_ja-63
95f52186-168e-461b-a36f-7f1e800d48dc,M-P,064,パラレルシティ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/parallel-city/mp_ja-64
6eb75514-c9e8-40de-8a45-ce015c5b753e,M-P,065,ダブルドラゴンエネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/double-dragon-energy/mp_ja-65
24726778-bb0e-4f3a-b00e-3778da456d9b,M-P,066,ラルトス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/ralts/mp_ja-66
554c2620-b101-41ef-a84c-1b37a9e84497,M-P,067,キルリア,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/kirlia/mp_ja-67
1113d4c7-cbb1-415b-929c-6819d1ae862c,M-P,068,メガエルレイドex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-gallade-ex/mp_ja-68
ceacbc40-2210-4633-994e-58e42060896e,M-P,069,パワープロテイン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/premium-power-pro/mp_ja-69
fb3354be-7374-4a66-be92-f290ab4da48d,M-P,007,リーリエの決心,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/lillies-determination/mp_ja-7
e0d78920-4f7d-4a92-b83b-22419053c0d2,M-P,070,ヤドン,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/slowpoke/mp_ja-70
d177709d-cfc9-4f8b-9e85-14620daf812d,M-P,071,メガヤドランex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-slowbro-ex/mp_ja-71
a70046fe-cd93-4834-965d-bc49ff36716d,M-P,072,ジーランス,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/relicanth/mp_ja-72
24115894-433b-430a-95e0-d678ed425068,M-P,073,カメテテ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/binacle/mp_ja-73
c81c173b-de4e-4794-8c68-01a93f730078,M-P,074,ブレイブバングル,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/brave-bangle/mp_ja-74
6359a9f5-ce11-4503-944a-276d0a079fc3,M-P,075,ジェット,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/jett/mp_ja-75
1f27a111-5ec8-48e3-9825-498ee7fa7e47,M-P,076,ミツルの思いやり,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/wallys-compassion/mp_ja-76
48b17816-4d5c-41ef-bd45-28b056a67f78,M-P,008,メガシグナル,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-signal/mp_ja-8
67a20221-cdf6-4212-95e1-f63924b904b0,M-P,085,ポケパッド,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/pok-pad/mp_ja-85
ea83a857-3eac-43e4-92fa-bd2839b60ace,M-P,086,メガガルーラex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-kangaskhan-ex/mp_ja-86
b32c75da-df16-47d3-897c-0dfd9c49987a,M-P,087,基本草エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-grass-energy/mp_ja-87
4b3d2f0a-b294-4f0d-8e1e-e1108daf54da,M-P,088,基本炎エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fire-energy/mp_ja-88
35a1523e-67a0-4687-86a1-47bfd18faa1c,M-P,089,基本水エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-water-energy/mp_ja-89
ba0a1dda-90d4-460e-906e-eed30f3b3d31,M-P,009,基本草エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-grass-energy/mp_ja-9
849ccd65-0b8f-412d-8f4f-ba41d5b2dc8c,M-P,090,基本雷エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-lightning-energy/mp_ja-90
828defa3-f361-4ac0-9ee6-6e9dd03f66be,M-P,091,基本超エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-psychic-energy/mp_ja-91
68ac8109-90c8-44e6-b7ad-97fb4ed36355,M-P,092,基本闘エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-fighting-energy/mp_ja-92
35613163-60ff-4ecc-9289-fe7dad41414e,M-P,093,基本悪エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-darkness-energy/mp_ja-93
660a8a08-1490-405d-b410-ec2b490ac69e,M-P,094,基本鋼エネルギー,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/basic-metal-energy/mp_ja-94
4ce16681-66cc-40c7-a3d0-98b59ad8bdfe,M-P,095,シェイミ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/shaymin/mp_ja-95
b35459ce-eef7-4b4b-b543-716daa62f7a7,M-P,096,メガマフォクシーex,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/mega-delphox-ex/mp_ja-96
f5f02e1e-3888-49b2-b339-9642dec791a3,M-P,097,パウワウ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/seel/mp_ja-97
be183e27-64ef-4e03-a190-8c9555d96236,M-P,098,シュシュプ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/spritzee/mp_ja-98
a27bb62b-fd4c-438e-b42d-13c701f2f84c,M-P,099,グリ,PROMO,PROMO,プロモ,MATCH,https://scrydex.com/pokemon/cards/grisham/mp_ja-99
624b0e2f-e99e-4e17-b83d-2695091cf5d9,M1L,001,フシギダネ,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/bulbasaur/m1l_ja-1
37a233e0-82ee-4adb-b2d0-74528354e1e8,M1L,010,ロコン,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/vulpix/m1l_ja-10
7c4b24cb-16dc-47b0-bd30-ea2618a2d3dd,M1L,011,キュウコン,U,U,非,MATCH,https://scrydex.com/pokemon/cards/ninetales/m1l_ja-11
eb6a7e9a-e4b8-46ac-98ab-a07e01531758,M1L,012,ドンメル,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/numel/m1l_ja-12
0f5caae3-2122-4f59-82f3-70800d468652,M1L,013,メガバクーダex,RR,RR,ダブルレア,MATCH,https://scrydex.com/pokemon/cards/mega-camerupt-ex/m1l_ja-13
8971aceb-4dd4-4871-a4cd-5f7e05c04d97,M1L,014,ボルケニオン,U,U,非,MATCH,https://scrydex.com/pokemon/cards/volcanion/m1l_ja-14
d2f11d2e-f4f2-4617-8d53-c8aa2b959add,M1L,015,ヒバニー,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/scorbunny/m1l_ja-15
b477c0ad-04a2-42fa-8407-ae4ae665e9bb,M1L,016,ラビフット,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/raboot/m1l_ja-16
b3a1ebc3-2a19-4a6a-bf83-3b5cfac93cc3,M1L,017,エースバーン,R,R,希少,MATCH,https://scrydex.com/pokemon/cards/cinderace/m1l_ja-17
31e619cb-c092-49f4-b9a2-20c06cf42fcc,M1L,018,ヘイガニ,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/corphish/m1l_ja-18
7f895edc-ba2f-42c0-8b63-d949edbefbd3,M1L,019,コレクレー,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/gimmighoul/m1l_ja-19
0ec70e81-23c1-4be8-8ddb-f878f02ecd24,M1L,002,フシギソウ,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/ivysaur/m1l_ja-2
265167de-7eeb-4127-86bc-c5bffde59909,M1L,020,サンド,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/sandshrew/m1l_ja-20
6c98affe-6a74-4ddd-a058-a8f9c4704aa4,M1L,021,サンドパン,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/sandslash/m1l_ja-21
15962c98-7a22-493f-bdd6-e21fab673e32,M1L,022,イワーク,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/onix/m1l_ja-22
cb57208e-2361-4c43-8627-ce2ce2e285ab,M1L,023,バルキー,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/tyrogue/m1l_ja-23
ad4d1943-a5e0-4a10-bb19-0fbd0c0ad7f2,M1L,024,マクノシタ,C,C,通常,MATCH,https://scrydex.com/pokemon/cards/makuhita/m1l_ja-24
0471c5d6-586e-4cde-9505-12a176a2ba64,M1L,025,ハリテヤマ,R,R,希少,MATCH,https://scrydex.com/pokemon/cards/hariyama/m1l_ja-25
0ad9e613-54fa-4527-9a86-dacbdb1bc18b,M1L,026,ルナトーン,R,R,希少,MATCH,https://scrydex.com/pokemon/cards/lunatone/m1l_ja-26
2bdbb719-4e7e-4de8-be73-3b999ed74006,M1L,027,ソルロック,U,U,非,MATCH,https://scrydex.com/pokemon/cards/solrock/m1l_ja-27
