set_code,card_number,url,error
MA,41,https://scrydex.com/pokemon/cards/lillies-determination/ma_ja-41,rarity parse failed
MA,42,https://scrydex.com/pokemon/cards/ignition-energy/ma_ja-42,rarity parse failed
MA,43,https://scrydex.com/pokemon/cards/prism-energy/ma_ja-43,rarity parse failed
MBD,1,https://scrydex.com/pokemon/cards/snubbull/mbd_ja-1,rarity parse failed
MBD,2,https://scrydex.com/pokemon/cards/granbull/mbd_ja-2,rarity parse failed
MBD,3,https://scrydex.com/pokemon/cards/cresselia/mbd_ja-3,rarity parse failed
MBD,4,https://scrydex.com/pokemon/cards/meloetta/mbd_ja-4,rarity parse failed
MBD,5,https://scrydex.com/pokemon/cards/mega-diancie-ex/mbd_ja-5,rarity parse failed
MBD,6,https://scrydex.com/pokemon/cards/mimikyu/mbd_ja-6,rarity parse failed
MBD,7,https://scrydex.com/pokemon/cards/milcery/mbd_ja-7,rarity parse failed
MBD,8,https://scrydex.com/pokemon/cards/alcremie/mbd_ja-8,rarity parse failed
MBD,9,https://scrydex.com/pokemon/cards/tatsugiri/mbd_ja-9,rarity parse failed
MBD,10,https://scrydex.com/pokemon/cards/buddy-buddy-poffin/mbd_ja-10,rarity parse failed
MBD,11,https://scrydex.com/pokemon/cards/ultra-ball/mbd_ja-11,rarity parse failed
MBD,12,https://scrydex.com/pokemon/cards/switch/mbd_ja-12,rarity parse failed
MBD,13,https://scrydex.com/pokemon/cards/mega-signal/mbd_ja-13,rarity parse failed
MBD,14,https://scrydex.com/pokemon/cards/night-stretcher/mbd_ja-14,rarity parse failed
MBD,15,https://scrydex.com/pokemon/cards/wondrous-patch/mbd_ja-15,rarity parse failed
MBD,16,https://scrydex.com/pokemon/cards/heros-cape/mbd_ja-16,rarity parse failed
MBD,17,https://scrydex.com/pokemon/cards/air-balloon/mbd_ja-17,rarity parse failed
MBD,18,https://scrydex.com/pokemon/cards/iriss-fighting-spirit/mbd_ja-18,rarity parse failed
MBD,19,https://scrydex.com/pokemon/cards/bosss-orders/mbd_ja-19,rarity parse failed
MBD,20,https://scrydex.com/pokemon/cards/lillies-determination/mbd_ja-20,rarity parse failed
MBD,21,https://scrydex.com/pokemon/cards/mystery-garden/mbd_ja-21,rarity parse failed
MBD,22,https://scrydex.com/pokemon/cards/meloetta/mbd_ja-22,rarity parse failed
MBG,1,https://scrydex.com/pokemon/cards/gastly/mbg_ja-1,rarity parse failed
MBG,2,https://scrydex.com/pokemon/cards/haunter/mbg_ja-2,rarity parse failed
MBG,3,https://scrydex.com/pokemon/cards/mega-gengar-ex/mbg_ja-3,rarity parse failed
MBG,4,https://scrydex.com/pokemon/cards/murkrow/mbg_ja-4,rarity parse failed
MBG,5,https://scrydex.com/pokemon/cards/honchkrow/mbg_ja-5,rarity parse failed
MBG,6,https://scrydex.com/pokemon/cards/sableye/mbg_ja-6,rarity parse failed
MBG,7,https://scrydex.com/pokemon/cards/absol/mbg_ja-7,rarity parse failed
MBG,8,https://scrydex.com/pokemon/cards/eternatus/mbg_ja-8,rarity parse failed
MBG,9,https://scrydex.com/pokemon/cards/tatsugiri/mbg_ja-9,rarity parse failed
MBG,10,https://scrydex.com/pokemon/cards/buddy-buddy-poffin/mbg_ja-10,rarity parse failed
MBG,11,https://scrydex.com/pokemon/cards/ultra-ball/mbg_ja-11,rarity parse failed
MBG,12,https://scrydex.com/pokemon/cards/rare-candy/mbg_ja-12,rarity parse failed
MBG,13,https://scrydex.com/pokemon/cards/prime-catcher/mbg_ja-13,rarity parse failed
MBG,14,https://scrydex.com/pokemon/cards/switch/mbg_ja-14,rarity parse failed
MBG,15,https://scrydex.com/pokemon/cards/mega-signal/mbg_ja-15,rarity parse failed
MBG,16,https://scrydex.com/pokemon/cards/night-stretcher/mbg_ja-16,rarity parse failed
MBG,17,https://scrydex.com/pokemon/cards/punk-helmet/mbg_ja-17,rarity parse failed
MBG,18,https://scrydex.com/pokemon/cards/air-balloon/mbg_ja-18,rarity parse failed
MBG,19,https://scrydex.com/pokemon/cards/iriss-fighting-spirit/mbg_ja-19,rarity parse failed
MBG,20,https://scrydex.com/pokemon/cards/bosss-orders/mbg_ja-20,rarity parse failed
MBG,21,https://scrydex.com/pokemon/cards/lillies-determination/mbg_ja-21,rarity parse failed
MBG,22,https://scrydex.com/pokemon/cards/haunter/mbg_ja-22,rarity parse failed
M2a,1,https://scrydex.com/pokemon/cards/ethans-pinsir/m2a_ja-1,rarity parse failed
M2a,2,https://scrydex.com/pokemon/cards/yanma/m2a_ja-2,rarity parse failed
M2a,4,https://scrydex.com/pokemon/cards/wurmple/m2a_ja-4,rarity parse failed
M2a,5,https://scrydex.com/pokemon/cards/silcoon/m2a_ja-5,rarity parse failed
M2a,6,https://scrydex.com/pokemon/cards/beautifly/m2a_ja-6,rarity parse failed
M2a,7,https://scrydex.com/pokemon/cards/cascoon/m2a_ja-7,rarity parse failed
M2a,8,https://scrydex.com/pokemon/cards/dustox/m2a_ja-8,rarity parse failed
M2a,9,https://scrydex.com/pokemon/cards/cynthias-roselia/m2a_ja-9,rarity parse failed
M2a,10,https://scrydex.com/pokemon/cards/cynthias-roserade/m2a_ja-10,rarity parse failed
M2a,11,https://scrydex.com/pokemon/cards/budew/m2a_ja-11,rarity parse failed
M2a,12,https://scrydex.com/pokemon/cards/shaymin/m2a_ja-12,rarity parse failed
M2a,13,https://scrydex.com/pokemon/cards/dwebble/m2a_ja-13,rarity parse failed
M2a,14,https://scrydex.com/pokemon/cards/crustle/m2a_ja-14,rarity parse failed
M2a,15,https://scrydex.com/pokemon/cards/team-rockets-tarountula/m2a_ja-15,rarity parse failed
M2a,16,https://scrydex.com/pokemon/cards/team-rockets-spidops/m2a_ja-16,rarity parse failed
M2a,18,https://scrydex.com/pokemon/cards/ethans-slugma/m2a_ja-18,rarity parse failed
M2a,19,https://scrydex.com/pokemon/cards/ethans-magcargo/m2a_ja-19,rarity parse failed
M2a,20,https://scrydex.com/pokemon/cards/entei/m2a_ja-20,rarity parse failed
M2a,22,https://scrydex.com/pokemon/cards/numel/m2a_ja-22,rarity parse failed
M2a,23,https://scrydex.com/pokemon/cards/camerupt/m2a_ja-23,rarity parse failed
M2a,24,https://scrydex.com/pokemon/cards/tepig/m2a_ja-24,rarity parse failed
M2a,25,https://scrydex.com/pokemon/cards/pignite/m2a_ja-25,rarity parse failed
M2a,26,https://scrydex.com/pokemon/cards/emboar/m2a_ja-26,rarity parse failed
M2a,27,https://scrydex.com/pokemon/cards/ns-darumaka/m2a_ja-27,rarity parse failed
M2a,28,https://scrydex.com/pokemon/cards/ns-darmanitan/m2a_ja-28,rarity parse failed
M2a,30,https://scrydex.com/pokemon/cards/charcadet/m2a_ja-30,rarity parse failed
M2a,32,https://scrydex.com/pokemon/cards/psyduck/m2a_ja-32,rarity parse failed
M2a,33,https://scrydex.com/pokemon/cards/golduck/m2a_ja-33,rarity parse failed
M2a,34,https://scrydex.com/pokemon/cards/team-rockets-articuno/m2a_ja-34,rarity parse failed
M2a,35,https://scrydex.com/pokemon/cards/snorunt/m2a_ja-35,rarity parse failed
M2a,37,https://scrydex.com/pokemon/cards/ns-vanillite/m2a_ja-37,rarity parse failed
M2a,38,https://scrydex.com/pokemon/cards/ns-vanillish/m2a_ja-38,rarity parse failed
M2a,39,https://scrydex.com/pokemon/cards/ns-vanilluxe/m2a_ja-39,rarity parse failed
M2a,40,https://scrydex.com/pokemon/cards/snom/m2a_ja-40,rarity parse failed
M2a,41,https://scrydex.com/pokemon/cards/frosmoth/m2a_ja-41,rarity parse failed
M2a,42,https://scrydex.com/pokemon/cards/glastrier/m2a_ja-42,rarity parse failed
M2a,43,https://scrydex.com/pokemon/cards/chien-pao/m2a_ja-43,rarity parse failed
M2a,45,https://scrydex.com/pokemon/cards/magnemite/m2a_ja-45,rarity parse failed
M2a,46,https://scrydex.com/pokemon/cards/magneton/m2a_ja-46,rarity parse failed
M2a,47,https://scrydex.com/pokemon/cards/tynamo/m2a_ja-47,rarity parse failed
M2a,48,https://scrydex.com/pokemon/cards/eelektrik/m2a_ja-48,rarity parse failed
M2a,50,https://scrydex.com/pokemon/cards/stunfisk/m2a_ja-50,rarity parse failed
M2a,52,https://scrydex.com/pokemon/cards/helioptile/m2a_ja-52,rarity parse failed
M2a,53,https://scrydex.com/pokemon/cards/heliolisk/m2a_ja-53,rarity parse failed
M2a,54,https://scrydex.com/pokemon/cards/tapu-koko/m2a_ja-54,rarity parse failed
M2a,55,https://scrydex.com/pokemon/cards/zeraora/m2a_ja-55,rarity parse failed
M2a,56,https://scrydex.com/pokemon/cards/ionos-tadbulb/m2a_ja-56,rarity parse failed
M2a,58,https://scrydex.com/pokemon/cards/ionos-wattrel/m2a_ja-58,rarity parse failed
M2a,59,https://scrydex.com/pokemon/cards/ionos-kilowattrel/m2a_ja-59,rarity parse failed
M2a,61,https://scrydex.com/pokemon/cards/team-rockets-exeggcute/m2a_ja-61,rarity parse failed
M2a,62,https://scrydex.com/pokemon/cards/team-rockets-exeggutor/m2a_ja-62,rarity parse failed
M2a,64,https://scrydex.com/pokemon/cards/togepi/m2a_ja-64,rarity parse failed
M2a,65,https://scrydex.com/pokemon/cards/togetic/m2a_ja-65,rarity parse failed
M2a,66,https://scrydex.com/pokemon/cards/togekiss/m2a_ja-66,rarity parse failed
M2a,67,https://scrydex.com/pokemon/cards/misdreavus/m2a_ja-67,rarity parse failed
M2a,68,https://scrydex.com/pokemon/cards/mismagius/m2a_ja-68,rarity parse failed
M2a,69,https://scrydex.com/pokemon/cards/ralts/m2a_ja-69,rarity parse failed
M2a,70,https://scrydex.com/pokemon/cards/kirlia/m2a_ja-70,rarity parse failed
M2a,72,https://scrydex.com/pokemon/cards/duskull/m2a_ja-72,rarity parse failed
M2a,73,https://scrydex.com/pokemon/cards/dusclops/m2a_ja-73,rarity parse failed
M2a,74,https://scrydex.com/pokemon/cards/dusknoir/m2a_ja-74,rarity parse failed
M2a,76,https://scrydex.com/pokemon/cards/rotom/m2a_ja-76,rarity parse failed
M2a,77,https://scrydex.com/pokemon/cards/hops-phantump/m2a_ja-77,rarity parse failed
M2a,78,https://scrydex.com/pokemon/cards/hops-trevenant/m2a_ja-78,rarity parse failed
M2a,79,https://scrydex.com/pokemon/cards/team-rockets-mimikyu/m2a_ja-79,rarity parse failed
M2a,80,https://scrydex.com/pokemon/cards/spectrier/m2a_ja-80,rarity parse failed
M2a,81,https://scrydex.com/pokemon/cards/munkidori/m2a_ja-81,rarity parse failed
M2a,82,https://scrydex.com/pokemon/cards/team-rockets-diglett/m2a_ja-82,rarity parse failed
M2a,83,https://scrydex.com/pokemon/cards/team-rockets-dugtrio/m2a_ja-83,rarity parse failed
M2a,84,https://scrydex.com/pokemon/cards/meditite/m2a_ja-84,rarity parse failed
M2a,85,https://scrydex.com/pokemon/cards/medicham/m2a_ja-85,rarity parse failed
M2a,86,https://scrydex.com/pokemon/cards/lunatone/m2a_ja-86,rarity parse failed
M2a,87,https://scrydex.com/pokemon/cards/solrock/m2a_ja-87,rarity parse failed
M2a,88,https://scrydex.com/pokemon/cards/cynthias-gible/m2a_ja-88,rarity parse failed
M2a,89,https://scrydex.com/pokemon/cards/cynthias-gabite/m2a_ja-89,rarity parse failed
M2a,91,https://scrydex.com/pokemon/cards/riolu/m2a_ja-91,rarity parse failed
M2a,93,https://scrydex.com/pokemon/cards/pancham/m2a_ja-93,rarity parse failed
M2a,95,https://scrydex.com/pokemon/cards/rolycoly/m2a_ja-95,rarity parse failed
M2a,96,https://scrydex.com/pokemon/cards/carkol/m2a_ja-96,rarity parse failed
M2a,97,https://scrydex.com/pokemon/cards/coalossal/m2a_ja-97,rarity parse failed
M2a,98,https://scrydex.com/pokemon/cards/okidogi/m2a_ja-98,rarity parse failed
M2a,99,https://scrydex.com/pokemon/cards/team-rockets-zubat/m2a_ja-99,rarity parse failed
M2a,100,https://scrydex.com/pokemon/cards/team-rockets-golbat/m2a_ja-100,rarity parse failed
M2a,102,https://scrydex.com/pokemon/cards/team-rockets-murkrow/m2a_ja-102,rarity parse failed
M2a,103,https://scrydex.com/pokemon/cards/team-rockets-honchkrow/m2a_ja-103,rarity parse failed
M2a,104,https://scrydex.com/pokemon/cards/team-rockets-sneasel/m2a_ja-104,rarity parse failed
M2a,105,https://scrydex.com/pokemon/cards/galarian-zigzagoon/m2a_ja-105,rarity parse failed
M2a,106,https://scrydex.com/pokemon/cards/galarian-linoone/m2a_ja-106,rarity parse failed
M2a,107,https://scrydex.com/pokemon/cards/galarian-obstagoon/m2a_ja-107,rarity parse failed
M2a,108,https://scrydex.com/pokemon/cards/cynthias-spiritomb/m2a_ja-108,rarity parse failed
M2a,109,https://scrydex.com/pokemon/cards/scraggy/m2a_ja-109,rarity parse failed
M2a,111,https://scrydex.com/pokemon/cards/ns-zorua/m2a_ja-111,rarity parse failed
M2a,113,https://scrydex.com/pokemon/cards/pangoro/m2a_ja-113,rarity parse failed
M2a,115,https://scrydex.com/pokemon/cards/pecharunt/m2a_ja-115,rarity parse failed
M2a,116,https://scrydex.com/pokemon/cards/pawniard/m2a_ja-116,rarity parse failed
M2a,117,https://scrydex.com/pokemon/cards/bisharp/m2a_ja-117,rarity parse failed
M2a,118,https://scrydex.com/pokemon/cards/kingambit/m2a_ja-118,rarity parse failed
M2a,120,https://scrydex.com/pokemon/cards/magearna/m2a_ja-120,rarity parse failed
M2a,121,https://scrydex.com/pokemon/cards/duraludon/m2a_ja-121,rarity parse failed
M2a,124,https://scrydex.com/pokemon/cards/dratini/m2a_ja-124,rarity parse failed
M2a,125,https://scrydex.com/pokemon/cards/dragonair/m2a_ja-125,rarity parse failed
M2a,127,https://scrydex.com/pokemon/cards/rayquaza/m2a_ja-127,rarity parse failed
M2a,128,https://scrydex.com/pokemon/cards/ns-reshiram/m2a_ja-128,rarity parse failed
M2a,129,https://scrydex.com/pokemon/cards/ns-zekrom/m2a_ja-129,rarity parse failed
M2a,130,https://scrydex.com/pokemon/cards/noibat/m2a_ja-130,rarity parse failed
M2a,131,https://scrydex.com/pokemon/cards/noivern/m2a_ja-131,rarity parse failed
M2a,132,https://scrydex.com/pokemon/cards/dreepy/m2a_ja-132,rarity parse failed
M2a,133,https://scrydex.com/pokemon/cards/drakloak/m2a_ja-133,rarity parse failed
M2a,135,https://scrydex.com/pokemon/cards/tatsugiri/m2a_ja-135,rarity parse failed
M2a,136,https://scrydex.com/pokemon/cards/hops-snorlax/m2a_ja-136,rarity parse failed
M2a,137,https://scrydex.com/pokemon/cards/hoothoot/m2a_ja-137,rarity parse failed
M2a,138,https://scrydex.com/pokemon/cards/noctowl/m2a_ja-138,rarity parse failed
M2a,139,https://scrydex.com/pokemon/cards/fan-rotom/m2a_ja-139,rarity parse failed
M2a,140,https://scrydex.com/pokemon/cards/bouffalant/m2a_ja-140,rarity parse failed
M2a,141,https://scrydex.com/pokemon/cards/hops-wooloo/m2a_ja-141,rarity parse failed
M2a,142,https://scrydex.com/pokemon/cards/hops-dubwool/m2a_ja-142,rarity parse failed
M2a,143,https://scrydex.com/pokemon/cards/hops-cramorant/m2a_ja-143,rarity parse failed
M2a,144,https://scrydex.com/pokemon/cards/terapagos/m2a_ja-144,rarity parse failed
M2a,146,https://scrydex.com/pokemon/cards/ns-pp-up/m2a_ja-146,rarity parse failed
M2a,147,https://scrydex.com/pokemon/cards/energy-recycler/m2a_ja-147,rarity parse failed
M2a,148,https://scrydex.com/pokemon/cards/enhanced-hammer/m2a_ja-148,rarity parse failed
M2a,149,https://scrydex.com/pokemon/cards/glass-trumpet/m2a_ja-149,rarity parse failed
M2a,150,https://scrydex.com/pokemon/cards/sacred-ash/m2a_ja-150,rarity parse failed
M2a,151,https://scrydex.com/pokemon/cards/tool-scrapper/m2a_ja-151,rarity parse failed
M2a,152,https://scrydex.com/pokemon/cards/tera-orb/m2a_ja-152,rarity parse failed
M2a,153,https://scrydex.com/pokemon/cards/buddy-buddy-poffin/m2a_ja-153,rarity parse failed
M2a,154,https://scrydex.com/pokemon/cards/premium-power-pro/m2a_ja-154,rarity parse failed
M2a,155,https://scrydex.com/pokemon/cards/fighting-gong/m2a_ja-155,rarity parse failed
M2a,156,https://scrydex.com/pokemon/cards/hops-bag/m2a_ja-156,rarity parse failed
M2a,157,https://scrydex.com/pokemon/cards/bug-catching-set/m2a_ja-157,rarity parse failed
M2a,158,https://scrydex.com/pokemon/cards/mega-signal/m2a_ja-158,rarity parse failed
M2a,159,https://scrydex.com/pokemon/cards/night-stretcher/m2a_ja-159,rarity parse failed
M2a,160,https://scrydex.com/pokemon/cards/team-rockets-transceiver/m2a_ja-160,rarity parse failed
M2a,161,https://scrydex.com/pokemon/cards/counter-gain/m2a_ja-161,rarity parse failed
M2a,162,https://scrydex.com/pokemon/cards/cynthias-power-weight/m2a_ja-162,rarity parse failed
M2a,163,https://scrydex.com/pokemon/cards/light-ball/m2a_ja-163,rarity parse failed
M2a,164,https://scrydex.com/pokemon/cards/thick-scale/m2a_ja-164,rarity parse failed
M2a,165,https://scrydex.com/pokemon/cards/air-balloon/m2a_ja-165,rarity parse failed
M2a,166,https://scrydex.com/pokemon/cards/brave-bangle/m2a_ja-166,rarity parse failed
M2a,167,https://scrydex.com/pokemon/cards/hops-choice-band/m2a_ja-167,rarity parse failed
M2a,168,https://scrydex.com/pokemon/cards/iriss-fighting-spirit/m2a_ja-168,rarity parse failed
M2a,169,https://scrydex.com/pokemon/cards/acerolas-mischief/m2a_ja-169,rarity parse failed
M2a,170,https://scrydex.com/pokemon/cards/canari/m2a_ja-170,rarity parse failed
M2a,171,https://scrydex.com/pokemon/cards/surfer/m2a_ja-171,rarity parse failed
M2a,172,https://scrydex.com/pokemon/cards/hilda/m2a_ja-172,rarity parse failed
M2a,173,https://scrydex.com/pokemon/cards/anthea-and-concordia/m2a_ja-173,rarity parse failed
M2a,174,https://scrydex.com/pokemon/cards/ethans-adventure/m2a_ja-174,rarity parse failed
M2a,175,https://scrydex.com/pokemon/cards/lillies-determination/m2a_ja-175,rarity parse failed
M2a,176,https://scrydex.com/pokemon/cards/team-rockets-ariana/m2a_ja-176,rarity parse failed
M2a,177,https://scrydex.com/pokemon/cards/team-rockets-archer/m2a_ja-177,rarity parse failed
M2a,178,https://scrydex.com/pokemon/cards/team-rockets-giovanni/m2a_ja-178,rarity parse failed
M2a,179,https://scrydex.com/pokemon/cards/team-rockets-petrel/m2a_ja-179,rarity parse failed
M2a,180,https://scrydex.com/pokemon/cards/team-rockets-proton/m2a_ja-180,rarity parse failed
M2a,181,https://scrydex.com/pokemon/cards/ns-castle/m2a_ja-181,rarity parse failed
M2a,182,https://scrydex.com/pokemon/cards/forest-of-vitality/m2a_ja-182,rarity parse failed
M2a,183,https://scrydex.com/pokemon/cards/gravity-mountain/m2a_ja-183,rarity parse failed
M2a,184,https://scrydex.com/pokemon/cards/area-zero-underdepths/m2a_ja-184,rarity parse failed
M2a,185,https://scrydex.com/pokemon/cards/levincia/m2a_ja-185,rarity parse failed
M2a,186,https://scrydex.com/pokemon/cards/postwick/m2a_ja-186,rarity parse failed
M2a,187,https://scrydex.com/pokemon/cards/mystery-garden/m2a_ja-187,rarity parse failed
M2a,188,https://scrydex.com/pokemon/cards/mine-at-night/m2a_ja-188,rarity parse failed
M2a,189,https://scrydex.com/pokemon/cards/team-rockets-watchtower/m2a_ja-189,rarity parse failed
M2a,190,https://scrydex.com/pokemon/cards/team-rockets-factory/m2a_ja-190,rarity parse failed
M2a,191,https://scrydex.com/pokemon/cards/ignition-energy/m2a_ja-191,rarity parse failed
M2a,192,https://scrydex.com/pokemon/cards/prism-energy/m2a_ja-192,rarity parse failed
M2a,193,https://scrydex.com/pokemon/cards/team-rockets-energy/m2a_ja-193,rarity parse failed
M2a,232,https://scrydex.com/pokemon/cards/mega-dragonite-ex/m2a_ja-232,rarity parse failed
MC,1,https://scrydex.com/pokemon/cards/erikas-oddish/mc_ja-1,rarity parse failed
MC,2,https://scrydex.com/pokemon/cards/erikas-gloom/mc_ja-2,rarity parse failed
MC,3,https://scrydex.com/pokemon/cards/erikas-vileplume/mc_ja-3,rarity parse failed
MC,4,https://scrydex.com/pokemon/cards/paras/mc_ja-4,rarity parse failed
MC,5,https://scrydex.com/pokemon/cards/parasect/mc_ja-5,rarity parse failed
MC,6,https://scrydex.com/pokemon/cards/erikas-bellsprout/mc_ja-6,rarity parse failed
MC,7,https://scrydex.com/pokemon/cards/erikas-weepinbell/mc_ja-7,rarity parse failed
MC,8,https://scrydex.com/pokemon/cards/erikas-victreebel/mc_ja-8,rarity parse failed
MC,9,https://scrydex.com/pokemon/cards/exeggcute/mc_ja-9,rarity parse failed
MC,10,https://scrydex.com/pokemon/cards/exeggcute/mc_ja-10,rarity parse failed
MC,11,https://scrydex.com/pokemon/cards/exeggutor/mc_ja-11,rarity parse failed
MC,12,https://scrydex.com/pokemon/cards/tangela/mc_ja-12,rarity parse failed
MC,13,https://scrydex.com/pokemon/cards/tangrowth/mc_ja-13,rarity parse failed
MC,14,https://scrydex.com/pokemon/cards/erikas-tangela/mc_ja-14,rarity parse failed
MC,15,https://scrydex.com/pokemon/cards/scyther/mc_ja-15,rarity parse failed
MC,16,https://scrydex.com/pokemon/cards/chikorita/mc_ja-16,rarity parse failed
MC,17,https://scrydex.com/pokemon/cards/bayleef/mc_ja-17,rarity parse failed
MC,18,https://scrydex.com/pokemon/cards/mega-meganium-ex/mc_ja-18,rarity parse failed
MC,19,https://scrydex.com/pokemon/cards/ledyba/mc_ja-19,rarity parse failed
MC,20,https://scrydex.com/pokemon/cards/ledian/mc_ja-20,rarity parse failed
MC,21,https://scrydex.com/pokemon/cards/yanma/mc_ja-21,rarity parse failed
MC,22,https://scrydex.com/pokemon/cards/yanmega-ex/mc_ja-22,rarity parse failed
MC,23,https://scrydex.com/pokemon/cards/shuckle/mc_ja-23,rarity parse failed
MC,24,https://scrydex.com/pokemon/cards/heracross/mc_ja-24,rarity parse failed
MC,25,https://scrydex.com/pokemon/cards/celebi/mc_ja-25,rarity parse failed
MC,26,https://scrydex.com/pokemon/cards/shroomish/mc_ja-26,rarity parse failed
MC,27,https://scrydex.com/pokemon/cards/shroomish/mc_ja-27,rarity parse failed
MC,28,https://scrydex.com/pokemon/cards/breloom/mc_ja-28,rarity parse failed
MC,29,https://scrydex.com/pokemon/cards/breloom/mc_ja-29,rarity parse failed
MC,30,https://scrydex.com/pokemon/cards/roselia/mc_ja-30,rarity parse failed
MC,31,https://scrydex.com/pokemon/cards/roserade/mc_ja-31,rarity parse failed
MC,32,https://scrydex.com/pokemon/cards/cynthias-roselia/mc_ja-32,rarity parse failed
MC,33,https://scrydex.com/pokemon/cards/cynthias-roserade/mc_ja-33,rarity parse failed
MC,34,https://scrydex.com/pokemon/cards/turtwig/mc_ja-34,rarity parse failed
MC,35,https://scrydex.com/pokemon/cards/grotle/mc_ja-35,rarity parse failed
MC,36,https://scrydex.com/pokemon/cards/torterra-ex/mc_ja-36,rarity parse failed
MC,37,https://scrydex.com/pokemon/cards/leafeon/mc_ja-37,rarity parse failed
MC,38,https://scrydex.com/pokemon/cards/leafeon-ex/mc_ja-38,rarity parse failed
MC,39,https://scrydex.com/pokemon/cards/shaymin/mc_ja-39,rarity parse failed
MC,40,https://scrydex.com/pokemon/cards/snivy/mc_ja-40,rarity parse failed
MC,41,https://scrydex.com/pokemon/cards/servine/mc_ja-41,rarity parse failed
MC,42,https://scrydex.com/pokemon/cards/serperior-ex/mc_ja-42,rarity parse failed
MC,43,https://scrydex.com/pokemon/cards/cottonee/mc_ja-43,rarity parse failed
MC,44,https://scrydex.com/pokemon/cards/whimsicott-ex/mc_ja-44,rarity parse failed
MC,45,https://scrydex.com/pokemon/cards/dwebble/mc_ja-45,rarity parse failed
MC,46,https://scrydex.com/pokemon/cards/crustle/mc_ja-46,rarity parse failed
MC,47,https://scrydex.com/pokemon/cards/karrablast/mc_ja-47,rarity parse failed
MC,48,https://scrydex.com/pokemon/cards/foongus/mc_ja-48,rarity parse failed
MC,49,https://scrydex.com/pokemon/cards/amoonguss/mc_ja-49,rarity parse failed
MC,50,https://scrydex.com/pokemon/cards/galvantula/mc_ja-50,rarity parse failed
