card_id,set_id,series_name,set_code,set_name,card_number,number_key,card_name,old_image_url,reason,detail
c4697b06-5959-4afa-97cd-ef6f781fff01,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,265,265,バーネット博士,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041093_T_BANETTOHAKASE.jpg,CARD_NOT_FOUND,
c433b1aa-bc9c-4a4f-bb75-6c919e18b041,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,266,266,博士の研究,,CARD_NOT_FOUND,
4dad0853-acbd-411e-9c79-99e682f5d808,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,267,267,冒険家の発見,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041095_T_BOUKENKANOHAKKEN.jpg,CARD_NOT_FOUND,
7b2981bd-1a87-46d6-8ade-3cbefc148a2e,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,268,268,ボスの指令,,CARD_NOT_FOUND,
a1e5396b-a278-4757-9b68-7b7c8c39da72,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,269,269,ポプラ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041097_T_POPURA.jpg,CARD_NOT_FOUND,
f58355fb-3074-427b-b3e2-47d1fd6b1fd2,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,270,270,マクワ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041098_T_MAKUWA.jpg,CARD_NOT_FOUND,
4665e8db-52db-40fe-abfa-f60ffdc63bb0,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,271,271,マスター,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041099_T_MASUTA.jpg,CARD_NOT_FOUND,
164ae5f7-5030-4049-bea4-ea5df4c912de,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,254,254,ハピナスV,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041082_P_HAPINASUV.jpg,CARD_NOT_FOUND,
dd7f562d-b827-4c7b-b492-83f5be674e33,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,272,272,マスタード いちげきのかた,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041100_T_MASUTADOICHIGEKINOKATA.jpg,CARD_NOT_FOUND,
720aa934-c719-4720-ab36-b42649ca75d1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,273,273,マスタード れんげきのかた,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041101_T_MASUTADORENGEKINOKATA.jpg,CARD_NOT_FOUND,
b49f9665-0e76-40d2-8a19-0c9ee194fdcc,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,275,275,ヤロー,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041103_T_YARO.jpg,CARD_NOT_FOUND,
8ca3a9ba-8184-4554-9ecd-fcd762ac92ca,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,277,277,ルリナ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041105_T_RURINA.jpg,CARD_NOT_FOUND,
8512e2a5-cc20-4f71-aaaf-deaa08e51cdd,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,255,255,アセロラの予感,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041083_T_ASERORANOYOKAN.jpg,CARD_NOT_FOUND,
7963a6fc-564c-4455-a05b-a5afff083853,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,262,262,ジャッジマン,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041090_T_JIXYAJJIMAN.jpg,CARD_NOT_FOUND,
a22ed4c0-a50e-4eca-b7bd-e53ef8ec437f,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,263,263,ソッドとシルディ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041091_T_SODDOTOSHIRUDEI.jpg,CARD_NOT_FOUND,
3d4802d6-6fe6-44a2-b9e1-af8fd993df8c,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,264,264,ネズ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041092_T_NEZU.jpg,CARD_NOT_FOUND,
11232322-8f9f-4275-9fb4-f977aabb1ef7,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,278,278,はくばバドレックスVMAX,,CARD_NOT_FOUND,
8c80d052-dd86-45cf-bc71-cc5ccf7b01b7,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,279,279,ピカチュウVMAX,,CARD_NOT_FOUND,
46d43fad-3ec0-4180-8fb0-0277995872cd,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,251,251,ザマゼンタV,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041079_P_ZAMAZENTAV.jpg,CARD_NOT_FOUND,
52274923-0a5f-4a0c-bbc8-a890819fd0b5,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,252,252,レックウザVMAX,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041080_P_REKKUUZAVMAX.jpg,CARD_NOT_FOUND,
90b0817d-0bce-4d3a-9a18-83340ecbd463,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,253,253,ジュラルドンVMAX,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041081_P_JIXYURARUDONVMAX.jpg,CARD_NOT_FOUND,
def3b016-e5d4-4764-8691-7ce5dbdbe0f5,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,256,256,オニオン,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041084_T_ONION.jpg,CARD_NOT_FOUND,
771476ee-1be5-4e76-ba4b-e232e745dd89,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,257,257,カブ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041085_T_KABU.jpg,CARD_NOT_FOUND,
5580c0f9-4069-4cf6-a27f-3fb505ac01b7,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,258,258,ガラルの仲間たち,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041086_T_GARARUNONAKAMATACHI.jpg,CARD_NOT_FOUND,
f1c2d4ed-02c7-446e-8172-785d43335db6,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,259,259,キバナ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041087_T_KIBANA.jpg,CARD_NOT_FOUND,
f0a90c51-3141-4f10-8b7a-4515871025a7,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,260,260,コック,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041088_T_KOKKU.jpg,CARD_NOT_FOUND,
36591537-1bd1-4d2d-b0dc-fb01fc0e268f,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,261,261,サイトウ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041089_T_SAITOU.jpg,CARD_NOT_FOUND,
2c3f7517-11e5-4776-9bf6-906c1a792017,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,280,280,ミュウVMAX,,CARD_NOT_FOUND,
505485ef-ffe0-4d6e-9014-a928ac91854e,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,281,281,こくばバドレックスVMAX,,CARD_NOT_FOUND,
d71be709-08cb-4f65-948f-c27c4b7df13d,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,282,282,いちげきウーラオスVMAX,,CARD_NOT_FOUND,
6a0b275a-b55a-44c0-b279-2853a039719f,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,283,283,れんげきウーラオスVMAX,,CARD_NOT_FOUND,
5ef7fce0-749d-4404-97ee-db2ba5b218f9,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,284,284,レックウザVMAX,,CARD_NOT_FOUND,
645a9e19-de5c-44c4-b566-5435e2b7d16a,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,285,285,ジュラルドンVMAX,,CARD_NOT_FOUND,
f325fb2f-a1e2-47e0-93df-313201e0d88e,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,056,56,ヨワシGX,,CARD_NOT_FOUND,
b5c73840-fb8f-4307-8597-1a0f0f4c60cd,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,060,60,アクアパッチ,,CARD_NOT_FOUND,
cf8c6c16-8a46-408f-a3a1-b1b05a396bc8,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,057,57,カプ・テテフGX,,CARD_NOT_FOUND,
e0363fec-9541-4adb-b947-b3b0ba758934,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,058,58,ルガルガンGX,,CARD_NOT_FOUND,
5c4a2d75-a252-484f-b36e-da80300aa6ea,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,059,59,メタグロスGX,,CARD_NOT_FOUND,
5bd5a06d-7158-4cb4-b2c7-8a03f43c858c,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,061,61,改造ハンマー,,CARD_NOT_FOUND,
ab121191-57a3-44bc-9d76-5acfe4079d0e,a46aa9cd-922a-487f-a7f2-940f9a23ef57,SMシリーズ,SM2L,アローラの月光,062,62,基本闘エネルギー,,CARD_NOT_FOUND,
cc448bcf-9bd1-4ee6-b542-74830af46176,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,342,342,ジャッジマン,https://assets.tcgdex.net/ja/SV/SV4a/342/high.webp,CARD_NOT_FOUND,
06833880-17e4-479d-8562-595609ff448e,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,344,344,ネルケ,https://assets.tcgdex.net/ja/SV/SV4a/344/high.webp,CARD_NOT_FOUND,
94c4dc9f-906d-4115-824d-18c0fe02b2ae,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,350,350,ナンジャモ,https://assets.tcgdex.net/ja/SV/SV4a/350/high.webp,CARD_NOT_FOUND,
f7e8eb85-51ac-4d15-9b3c-f837cf039bdd,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,289,289,ニューラ,https://assets.tcgdex.net/ja/SV/SV4a/289/high.webp,CARD_NOT_FOUND,
6cc03142-6a52-48d0-adcd-3ac50f84f8ba,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,311,311,キャモメ,https://assets.tcgdex.net/ja/SV/SV4a/311/high.webp,CARD_NOT_FOUND,
88eefe2b-fbb6-45bf-9a7a-c23ca60a1897,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,274,274,ボチ,https://assets.tcgdex.net/ja/SV/SV4a/274/high.webp,CARD_NOT_FOUND,
7ecee3ef-fe5a-4c70-9c14-9d980d58a138,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,319,319,カラミンゴ,https://assets.tcgdex.net/ja/SV/SV4a/319/high.webp,CARD_NOT_FOUND,
c30b97bc-8c3f-49a1-b153-3b543122d3e0,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,343,343,ネモ,https://assets.tcgdex.net/ja/SV/SV4a/343/high.webp,CARD_NOT_FOUND,
c8c91916-0f2e-4ad8-bf42-969c4c040662,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,253,253,ケーシィ,https://assets.tcgdex.net/ja/SV/SV4a/253/high.webp,CARD_NOT_FOUND,
2cd837ef-49d6-4663-821a-7bee479bc905,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,351,351,ネモ,https://assets.tcgdex.net/ja/SV/SV4a/351/high.webp,CARD_NOT_FOUND,
37c51d91-0c83-45bf-8062-68de2fd3a85b,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,355,355,チオンジェンex,https://assets.tcgdex.net/ja/SV/SV4a/355/high.webp,CARD_NOT_FOUND,
7f71ebea-2083-4dc9-aada-53082739b2f0,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,251,251,タイカイデン,https://assets.tcgdex.net/ja/SV/SV4a/251/high.webp,CARD_NOT_FOUND,
51fae3e5-fe8f-4b90-bf08-3c259b2ba90e,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,252,252,プクリン,https://assets.tcgdex.net/ja/SV/SV4a/252/high.webp,CARD_NOT_FOUND,
8c51160f-e16a-4d0c-adeb-19d7fb3c0666,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,254,254,ユンゲラー,https://assets.tcgdex.net/ja/SV/SV4a/254/high.webp,CARD_NOT_FOUND,
8bd06a67-7af0-475b-8e87-a8bc220ae435,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,255,255,ピィ,https://assets.tcgdex.net/ja/SV/SV4a/255/high.webp,CARD_NOT_FOUND,
7ca176e5-b1d3-411e-b640-baf663d37126,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,256,256,ネイティ,https://assets.tcgdex.net/ja/SV/SV4a/256/high.webp,CARD_NOT_FOUND,
5d276c04-ce18-4b94-89e0-8701b751ab96,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,257,257,ネイティオ,https://assets.tcgdex.net/ja/SV/SV4a/257/high.webp,CARD_NOT_FOUND,
c93fe0c5-69c4-47dc-9120-92d8ee8e3c05,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,258,258,ラルトス,https://assets.tcgdex.net/ja/SV/SV4a/258/high.webp,CARD_NOT_FOUND,
dc5854dd-c3dd-4046-81bc-c3b0f837dd6c,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,259,259,キルリア,https://assets.tcgdex.net/ja/SV/SV4a/259/high.webp,CARD_NOT_FOUND,
0a474b01-ed13-418e-851d-c51244e7bdaa,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,260,260,フワンテ,https://assets.tcgdex.net/ja/SV/SV4a/260/high.webp,CARD_NOT_FOUND,
73c6f4df-d9f3-4443-be90-388cc320adcb,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,261,261,フワライド,https://assets.tcgdex.net/ja/SV/SV4a/261/high.webp,CARD_NOT_FOUND,
ccd2635d-b8d8-4cc3-90eb-dfbe0e2b1fb1,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,262,262,マネネ,https://assets.tcgdex.net/ja/SV/SV4a/262/high.webp,CARD_NOT_FOUND,
3a37166f-03b1-446f-9848-7494700ee737,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,263,263,ミカルゲ,https://assets.tcgdex.net/ja/SV/SV4a/263/high.webp,CARD_NOT_FOUND,
9e175bd8-73e1-437d-adda-bef0c91887c9,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,264,264,クレッフィ,https://assets.tcgdex.net/ja/SV/SV4a/264/high.webp,CARD_NOT_FOUND,
10f880e9-c447-4924-bf4d-d7e4b2ee38b8,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,265,265,ミミッキュ,https://assets.tcgdex.net/ja/SV/SV4a/265/high.webp,CARD_NOT_FOUND,
988e8687-f50a-41eb-bee3-6a7c016fb6f1,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,266,266,パピモッチ,https://assets.tcgdex.net/ja/SV/SV4a/266/high.webp,CARD_NOT_FOUND,
939ccbbc-f46e-492e-b4c0-37f0d449c85f,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,267,267,バウッツェル,https://assets.tcgdex.net/ja/SV/SV4a/267/high.webp,CARD_NOT_FOUND,
9e733405-1262-491b-88e9-5f99e7f19d02,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,268,268,ソウブレイズ,https://assets.tcgdex.net/ja/SV/SV4a/268/high.webp,CARD_NOT_FOUND,
2782789d-6a74-4864-8a9e-64933914222e,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,269,269,ベラカス,https://assets.tcgdex.net/ja/SV/SV4a/269/high.webp,CARD_NOT_FOUND,
b8cdb0c4-2c77-4959-8a50-47be07c25101,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,270,270,ヒラヒナ,https://assets.tcgdex.net/ja/SV/SV4a/270/high.webp,CARD_NOT_FOUND,
39483c05-cd0f-4077-8852-2765c40f1944,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,271,271,カヌチャン,https://assets.tcgdex.net/ja/SV/SV4a/271/high.webp,CARD_NOT_FOUND,
e4d837f8-d98a-44d1-9994-132dc41565d7,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,272,272,ナカヌチャン,https://assets.tcgdex.net/ja/SV/SV4a/272/high.webp,CARD_NOT_FOUND,
7b4e92d4-ae6b-4448-aec7-8790116150f6,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,273,273,デカヌチャン,https://assets.tcgdex.net/ja/SV/SV4a/273/high.webp,CARD_NOT_FOUND,
69cd924e-349f-416a-b2a3-4b4c4676b952,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,275,275,ハカドッグ,https://assets.tcgdex.net/ja/SV/SV4a/275/high.webp,CARD_NOT_FOUND,
bfca9079-86b5-488c-afc2-309dbf8721b8,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,276,276,マンキー,https://assets.tcgdex.net/ja/SV/SV4a/276/high.webp,CARD_NOT_FOUND,
e61b430d-7ba9-410a-adb4-f4110cc8445f,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,277,277,オコリザル,https://assets.tcgdex.net/ja/SV/SV4a/277/high.webp,CARD_NOT_FOUND,
c854c37f-bab3-46c4-8992-17dce1017ec1,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,278,278,コノヨザル,https://assets.tcgdex.net/ja/SV/SV4a/278/high.webp,CARD_NOT_FOUND,
81a5aa36-02a8-48ef-a337-2344d83663c6,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,279,279,パルデア ケンタロス,https://assets.tcgdex.net/ja/SV/SV4a/279/high.webp,CARD_NOT_FOUND,
a385c5c2-6e95-47dc-b43e-8999eda110d6,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,280,280,リオル,https://assets.tcgdex.net/ja/SV/SV4a/280/high.webp,CARD_NOT_FOUND,
3d5bb2d4-84b3-4d7d-9b51-c0d06b6195ca,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,281,281,ルカリオ,https://assets.tcgdex.net/ja/SV/SV4a/281/high.webp,CARD_NOT_FOUND,
2011a608-996a-4d31-98c0-85018548aed0,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,282,282,ルチャブル,https://assets.tcgdex.net/ja/SV/SV4a/282/high.webp,CARD_NOT_FOUND,
0d5db5d9-72a8-4c6c-b18a-ea1045f8b579,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,283,283,コジオ,https://assets.tcgdex.net/ja/SV/SV4a/283/high.webp,CARD_NOT_FOUND,
92b3fc15-99f7-4ce9-9811-fd7b42caa83b,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,285,285,キョジオーン,https://assets.tcgdex.net/ja/SV/SV4a/285/high.webp,CARD_NOT_FOUND,
29cea58d-d9b9-4460-a475-8a56563f6515,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,286,286,キラーメ,https://assets.tcgdex.net/ja/SV/SV4a/286/high.webp,CARD_NOT_FOUND,
793adc72-cc7f-4913-b735-85648e66e20c,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,287,287,パルデア ウパー,https://assets.tcgdex.net/ja/SV/SV4a/287/high.webp,CARD_NOT_FOUND,
f6fd5616-9bcc-46ae-9c43-d72ac506d913,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,288,288,ヤミカラス,https://assets.tcgdex.net/ja/SV/SV4a/288/high.webp,CARD_NOT_FOUND,
33330e95-57c7-4c2b-8a4e-22314eb7c602,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,290,290,マニューラ,https://assets.tcgdex.net/ja/SV/SV4a/290/high.webp,CARD_NOT_FOUND,
4f5af842-6c84-45c4-b70e-e1c1c38ce2cf,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,291,291,ヤミラミ,https://assets.tcgdex.net/ja/SV/SV4a/291/high.webp,CARD_NOT_FOUND,
7bf03cab-c9d0-4b1d-a81f-bc28816634ff,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,292,292,コマタナ,https://assets.tcgdex.net/ja/SV/SV4a/292/high.webp,CARD_NOT_FOUND,
dfdb8c18-eecc-4dd1-b0bb-09a80ff6a059,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,293,293,キリキザン,https://assets.tcgdex.net/ja/SV/SV4a/293/high.webp,CARD_NOT_FOUND,
2e80e7c7-670e-401f-a09c-65f11e28b86e,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,294,294,ドドゲザン,https://assets.tcgdex.net/ja/SV/SV4a/294/high.webp,CARD_NOT_FOUND,
fcf8448a-907b-40bc-bdbf-4e9a3e27dc6b,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,296,296,マフィティフ,https://assets.tcgdex.net/ja/SV/SV4a/296/high.webp,CARD_NOT_FOUND,
7f0742a2-baba-4e75-9e79-914d2ca2dc26,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,297,297,シルシュルー,https://assets.tcgdex.net/ja/SV/SV4a/297/high.webp,CARD_NOT_FOUND,
28dc70d0-d142-4d53-b2dd-e9ef5abcc635,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,298,298,タギングル,https://assets.tcgdex.net/ja/SV/SV4a/298/high.webp,CARD_NOT_FOUND,
f7c7a983-ff29-4161-a021-e6ad04f0bb0b,2e3e2cf1-be86-4808-87f7-fe01973f0325,SVシリーズ,SV4a,レイジングサーフ,299,299,ハッサム,https://assets.tcgdex.net/ja/SV/SV4a/299/high.webp,CARD_NOT_FOUND,
