card_id,set_id,series_name,set_code,set_name,card_number,number_key,card_name,scrydex_id,scrydex_card_id,scrydex_detail_url,scrydex_image_url,image_discovery_source,old_image_url,old_image_source_note,old_source_kind,needs_update
15828dca-4701-4554-a007-df0f76b58553,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,011,11,フィオネ,swsh10a_ja,swsh10a_ja-11,https://scrydex.com/pokemon/cards/phione/swsh10a_ja-11?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-11/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/011/high.webp,TCGdex,TCGDEX,YES
96bf7399-25fc-468c-9066-1f73acaa4482,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,012,12,ヒスイ バスラオ,swsh10a_ja,swsh10a_ja-12,https://scrydex.com/pokemon/cards/hisuian-basculin/swsh10a_ja-12?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-12/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/012/high.webp,TCGdex,TCGDEX,YES
8eb3f5de-9c9e-40f0-9786-6583beac1046,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,013,13,ヒスイ イダイトウ,swsh10a_ja,swsh10a_ja-13,https://scrydex.com/pokemon/cards/hisuian-basculegion/swsh10a_ja-13?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-13/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/013/high.webp,TCGdex,TCGDEX,YES
9c74a547-39ea-4687-b56e-63debb70dd43,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,014,14,ピカチュウ,swsh10a_ja,swsh10a_ja-14,https://scrydex.com/pokemon/cards/pikachu/swsh10a_ja-14?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-14/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/014/high.webp,TCGdex,TCGDEX,YES
b6e18f4b-74fc-4a8d-a768-a4df67503270,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,015,15,ライチュウ,swsh10a_ja,swsh10a_ja-15,https://scrydex.com/pokemon/cards/raichu/swsh10a_ja-15?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-15/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/015/high.webp,TCGdex,TCGDEX,YES
4aa28c89-a5c9-41a9-8440-b6b2c90224c7,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,016,16,ジバコイルV,swsh10a_ja,swsh10a_ja-16,https://scrydex.com/pokemon/cards/magnezone-v/swsh10a_ja-16?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-16/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/016/high.webp,TCGdex,TCGDEX,YES
cfec5dd1-ed74-4cfa-81da-f6d59fe2f420,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,017,17,ジバコイルVSTAR,swsh10a_ja,swsh10a_ja-17,https://scrydex.com/pokemon/cards/magnezone-vstar/swsh10a_ja-17?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-17/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/017/high.webp,TCGdex,TCGDEX,YES
78b51109-6815-4a8a-9ea8-a7a407886db8,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,018,18,ロトム,swsh10a_ja,swsh10a_ja-18,https://scrydex.com/pokemon/cards/rotom/swsh10a_ja-18?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-18/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/018/high.webp,TCGdex,TCGDEX,YES
30a17615-2829-41a2-9f5c-63c697345c64,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,019,19,ピッピ,swsh10a_ja,swsh10a_ja-19,https://scrydex.com/pokemon/cards/clefairy/swsh10a_ja-19?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-19/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/019/high.webp,TCGdex,TCGDEX,YES
7dad6753-9ef4-4a2a-99fd-1cb8c3fe52bd,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,020,20,ピクシー,swsh10a_ja,swsh10a_ja-20,https://scrydex.com/pokemon/cards/clefable/swsh10a_ja-20?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-20/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/020/high.webp,TCGdex,TCGDEX,YES
9ac465f6-a632-49cf-8e5b-e518a5d7d36e,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,021,21,ゴース,swsh10a_ja,swsh10a_ja-21,https://scrydex.com/pokemon/cards/gastly/swsh10a_ja-21?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-21/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/021/high.webp,TCGdex,TCGDEX,YES
cf203f93-f65e-4eb8-b71d-298b002fc305,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,022,22,ゴースト,swsh10a_ja,swsh10a_ja-22,https://scrydex.com/pokemon/cards/haunter/swsh10a_ja-22?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-22/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/022/high.webp,TCGdex,TCGDEX,YES
b068bc56-0495-469e-a622-302c4f7ff7f3,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,023,23,ゲンガー,swsh10a_ja,swsh10a_ja-23,https://scrydex.com/pokemon/cards/gengar/swsh10a_ja-23?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-23/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/023/high.webp,TCGdex,TCGDEX,YES
26c930c7-e209-436f-ae41-623b377b9e43,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,024,24,バリヤード,swsh10a_ja,swsh10a_ja-24,https://scrydex.com/pokemon/cards/mr-mime/swsh10a_ja-24?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-24/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/024/high.webp,TCGdex,TCGDEX,YES
eaf72e92-0701-4ea8-ac30-988ec2760204,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,025,25,ムウマ,swsh10a_ja,swsh10a_ja-25,https://scrydex.com/pokemon/cards/misdreavus/swsh10a_ja-25?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-25/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/025/high.webp,TCGdex,TCGDEX,YES
6e41cd56-7bf8-41b2-9317-7afbdbf8652e,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,026,26,ムウマージ,swsh10a_ja,swsh10a_ja-26,https://scrydex.com/pokemon/cards/mismagius/swsh10a_ja-26?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-26/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/026/high.webp,TCGdex,TCGDEX,YES
d4af931c-96b1-40fc-b8c7-a517af2f8ed5,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,027,27,かがやくサーナイト,swsh10a_ja,swsh10a_ja-27,https://scrydex.com/pokemon/cards/radiant-gardevoir/swsh10a_ja-27?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-27/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/027/high.webp,TCGdex,TCGDEX,YES
c8119060-7c91-4a2b-8461-cee9a8d2ab26,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,028,28,チリーン,swsh10a_ja,swsh10a_ja-28,https://scrydex.com/pokemon/cards/chimecho/swsh10a_ja-28?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-28/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/028/high.webp,TCGdex,TCGDEX,YES
44beb10c-956b-4e38-add2-7e5c3200e146,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,029,29,ヒスイ ゾロア,swsh10a_ja,swsh10a_ja-29,https://scrydex.com/pokemon/cards/hisuian-zorua/swsh10a_ja-29?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-29/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/029/high.webp,TCGdex,TCGDEX,YES
26431060-b988-40f2-abfb-8186c8fb3c7e,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,040,40,エルレイドV,swsh10a_ja,swsh10a_ja-40,https://scrydex.com/pokemon/cards/gallade-v/swsh10a_ja-40?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-40/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/040/high.webp,TCGdex,TCGDEX,YES
f7ee09ac-bf56-4217-b013-efbdfdded835,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,030,30,ヒスイ ゾロアーク,swsh10a_ja,swsh10a_ja-30,https://scrydex.com/pokemon/cards/hisuian-zoroark/swsh10a_ja-30?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-30/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/030/high.webp,TCGdex,TCGDEX,YES
db671898-e1eb-44f4-bb08-77564fc83072,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,031,31,ラブトロスV,swsh10a_ja,swsh10a_ja-31,https://scrydex.com/pokemon/cards/enamorus-v/swsh10a_ja-31?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-31/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/031/high.webp,TCGdex,TCGDEX,YES
ee7c39df-5a3c-4d86-b2de-ce7fc5620f28,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,032,32,ヒスイ ガーディ,swsh10a_ja,swsh10a_ja-32,https://scrydex.com/pokemon/cards/hisuian-growlithe/swsh10a_ja-32?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-32/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/032/high.webp,TCGdex,TCGDEX,YES
3b10142d-4f24-4faa-90bc-dca762b7d8c3,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,033,33,ヒスイ ウインディ,swsh10a_ja,swsh10a_ja-33,https://scrydex.com/pokemon/cards/hisuian-arcanine/swsh10a_ja-33?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-33/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/033/high.webp,TCGdex,TCGDEX,YES
e5f88eea-f2a9-4cd6-a4bf-83239c83292c,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,034,34,ワンリキー,swsh10a_ja,swsh10a_ja-34,https://scrydex.com/pokemon/cards/machop/swsh10a_ja-34?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-34/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/034/high.webp,TCGdex,TCGDEX,YES
bd9c8a53-f395-49ab-a07a-ecd37f85813b,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,035,35,ゴーリキー,swsh10a_ja,swsh10a_ja-35,https://scrydex.com/pokemon/cards/machoke/swsh10a_ja-35?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-35/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/035/high.webp,TCGdex,TCGDEX,YES
06536e1d-821b-482c-8c70-45ad1fae7421,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,036,36,カイリキー,swsh10a_ja,swsh10a_ja-36,https://scrydex.com/pokemon/cards/machamp/swsh10a_ja-36?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-36/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/036/high.webp,TCGdex,TCGDEX,YES
90710f17-df19-472d-b013-a27bb016657b,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,037,37,ウソッキー,swsh10a_ja,swsh10a_ja-37,https://scrydex.com/pokemon/cards/sudowoodo/swsh10a_ja-37?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-37/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/037/high.webp,TCGdex,TCGDEX,YES
e2bbdc97-69ee-430b-a00e-034d05f54a94,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,038,38,グライガー,swsh10a_ja,swsh10a_ja-38,https://scrydex.com/pokemon/cards/gligar/swsh10a_ja-38?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-38/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/038/high.webp,TCGdex,TCGDEX,YES
b9762770-17ec-4cd9-8863-d16c30a545df,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,039,39,グライオン,swsh10a_ja,swsh10a_ja-39,https://scrydex.com/pokemon/cards/gliscor/swsh10a_ja-39?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-39/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/039/high.webp,TCGdex,TCGDEX,YES
61b3d0af-91f6-48d2-a64f-7758dc8d40a6,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,043,43,クロバット,swsh10a_ja,swsh10a_ja-43,https://scrydex.com/pokemon/cards/crobat/swsh10a_ja-43?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-43/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/043/high.webp,TCGdex,TCGDEX,YES
c8499e62-7efa-4f9d-b88b-4582a0b1abf5,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,044,44,ヤミカラス,swsh10a_ja,swsh10a_ja-44,https://scrydex.com/pokemon/cards/murkrow/swsh10a_ja-44?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-44/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/044/high.webp,TCGdex,TCGDEX,YES
70b9d422-a22c-4ca5-b5d1-7547824d4c5a,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,045,45,ドンカラス,swsh10a_ja,swsh10a_ja-45,https://scrydex.com/pokemon/cards/honchkrow/swsh10a_ja-45?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-45/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/045/high.webp,TCGdex,TCGDEX,YES
bbd96afe-8dc6-4a21-8b8a-7bca15c57185,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,046,46,かがやくヒスイ オオニューラ,swsh10a_ja,swsh10a_ja-46,https://scrydex.com/pokemon/cards/radiant-hisuian-sneasler/swsh10a_ja-46?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-46/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/046/high.webp,TCGdex,TCGDEX,YES
b1403470-08bd-4dd8-8cb6-ce2608decc3f,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,047,47,ミカルゲ,swsh10a_ja,swsh10a_ja-47,https://scrydex.com/pokemon/cards/spiritomb/swsh10a_ja-47?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-47/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/047/high.webp,TCGdex,TCGDEX,YES
bb9bcbb7-ed08-4d39-9b37-d78733ca09d6,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,048,48,グレッグル,swsh10a_ja,swsh10a_ja-48,https://scrydex.com/pokemon/cards/croagunk/swsh10a_ja-48?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-48/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/048/high.webp,TCGdex,TCGDEX,YES
1a63db60-a501-4e57-bcdc-13af07835ddd,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,049,49,ドクロッグ,swsh10a_ja,swsh10a_ja-49,https://scrydex.com/pokemon/cards/toxicroak/swsh10a_ja-49?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-49/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/049/high.webp,TCGdex,TCGDEX,YES
2602988a-20bd-4451-aa2d-72a982c51979,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,050,50,かがやくハガネール,swsh10a_ja,swsh10a_ja-50,https://scrydex.com/pokemon/cards/radiant-steelix/swsh10a_ja-50?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-50/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/050/high.webp,TCGdex,TCGDEX,YES
edd30da9-90a9-48ab-976e-0392b51c6516,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,051,51,ドーミラー,swsh10a_ja,swsh10a_ja-51,https://scrydex.com/pokemon/cards/bronzor/swsh10a_ja-51?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-51/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/051/high.webp,TCGdex,TCGDEX,YES
eb22603d-79b4-4baf-9328-698832dfcb63,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,052,52,ドータクン,swsh10a_ja,swsh10a_ja-52,https://scrydex.com/pokemon/cards/bronzong/swsh10a_ja-52?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-52/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/052/high.webp,TCGdex,TCGDEX,YES
30ffcfef-2673-4433-b02d-b84f7814beb2,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,054,54,ヒスイ ヌメイル,swsh10a_ja,swsh10a_ja-54,https://scrydex.com/pokemon/cards/hisuian-sliggoo/swsh10a_ja-54?variant=normal,https://images.scrydex.com/pokemon/swsh10a_ja-54/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/054/high.webp,TCGdex,TCGDEX,YES
ea653ea4-fe90-456b-a5cf-dc6328613627,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,055,55,ヒスイ ヌメルゴン,swsh10a_ja,swsh10a_ja-55,https://scrydex.com/pokemon/cards/hisuian-goodra/swsh10a_ja-55?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-55/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/055/high.webp,TCGdex,TCGDEX,YES
e57367f3-c708-40fe-8e74-4a32bf0e7938,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,056,56,ヒスイ ヌメルゴンV,swsh10a_ja,swsh10a_ja-56,https://scrydex.com/pokemon/cards/hisuian-goodra-v/swsh10a_ja-56?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-56/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/056/high.webp,TCGdex,TCGDEX,YES
02d90f79-7397-431a-a759-fbd2cc5a7e2c,54450e62-c2ee-4136-b175-6191e3a2acfc,ソード・シールド,S10a,ダークファンタズマ,057,57,ヒスイ ヌメルゴンVSTAR,swsh10a_ja,swsh10a_ja-57,https://scrydex.com/pokemon/cards/hisuian-goodra-vstar/swsh10a_ja-57?variant=holofoil,https://images.scrydex.com/pokemon/swsh10a_ja-57/medium,EXPANSION_HTML,https://assets.tcgdex.net/ja/S/S10a/057/high.webp,TCGdex,TCGDEX,YES
