set_code,set_name,scrydex_id,card_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,17,Articuno,,https://images.scrydex.com/pokemon/xy_ja-17/medium,https://scrydex.com/pokemon/cards/articuno/xy_ja-17?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,18,Remoraid,,https://images.scrydex.com/pokemon/xy_ja-18/medium,https://scrydex.com/pokemon/cards/remoraid/xy_ja-18?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,19,Octillery,,https://images.scrydex.com/pokemon/xy_ja-19/medium,https://scrydex.com/pokemon/cards/octillery/xy_ja-19?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,20,Glaceon-EX,,https://images.scrydex.com/pokemon/xy_ja-20/medium,https://scrydex.com/pokemon/cards/glaceon-ex/xy_ja-20?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,21,Manaphy-EX,,https://images.scrydex.com/pokemon/xy_ja-21/medium,https://scrydex.com/pokemon/cards/manaphy-ex/xy_ja-21?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,22,Seismitoad-EX,,https://images.scrydex.com/pokemon/xy_ja-22/medium,https://scrydex.com/pokemon/cards/seismitoad-ex/xy_ja-22?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,23,White Kyurem,,https://images.scrydex.com/pokemon/xy_ja-23/medium,https://scrydex.com/pokemon/cards/white-kyurem/xy_ja-23?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,24,Froakie,,https://images.scrydex.com/pokemon/xy_ja-24/medium,https://scrydex.com/pokemon/cards/froakie/xy_ja-24?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,25,Frogadier,,https://images.scrydex.com/pokemon/xy_ja-25/medium,https://scrydex.com/pokemon/cards/frogadier/xy_ja-25?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,26,Greninja,,https://images.scrydex.com/pokemon/xy_ja-26/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-26?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,27,Greninja,,https://images.scrydex.com/pokemon/xy_ja-27/medium,https://scrydex.com/pokemon/cards/greninja/xy_ja-27?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,28,Greninja BREAK,,https://images.scrydex.com/pokemon/xy_ja-28/medium,https://scrydex.com/pokemon/cards/greninja-break/xy_ja-28?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,29,Pikachu,,https://images.scrydex.com/pokemon/xy_ja-29/medium,https://scrydex.com/pokemon/cards/pikachu/xy_ja-29?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,30,Raichu,,https://images.scrydex.com/pokemon/xy_ja-30/medium,https://scrydex.com/pokemon/cards/raichu/xy_ja-30?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,31,Jolteon,,https://images.scrydex.com/pokemon/xy_ja-31/medium,https://scrydex.com/pokemon/cards/jolteon/xy_ja-31?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,32,Jolteon-EX,,https://images.scrydex.com/pokemon/xy_ja-32/medium,https://scrydex.com/pokemon/cards/jolteon-ex/xy_ja-32?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,33,Raikou,,https://images.scrydex.com/pokemon/xy_ja-33/medium,https://scrydex.com/pokemon/cards/raikou/xy_ja-33?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,34,Manectric-EX,,https://images.scrydex.com/pokemon/xy_ja-34/medium,https://scrydex.com/pokemon/cards/manectric-ex/xy_ja-34?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,35,M Manectric-EX,,https://images.scrydex.com/pokemon/xy_ja-35/medium,https://scrydex.com/pokemon/cards/m-manectric-ex/xy_ja-35?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,36,Joltik,,https://images.scrydex.com/pokemon/xy_ja-36/medium,https://scrydex.com/pokemon/cards/joltik/xy_ja-36?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,37,Zubat,,https://images.scrydex.com/pokemon/xy_ja-37/medium,https://scrydex.com/pokemon/cards/zubat/xy_ja-37?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,38,Golbat,,https://images.scrydex.com/pokemon/xy_ja-38/medium,https://scrydex.com/pokemon/cards/golbat/xy_ja-38?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,39,Crobat,,https://images.scrydex.com/pokemon/xy_ja-39/medium,https://scrydex.com/pokemon/cards/crobat/xy_ja-39?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,40,Alakazam-EX,,https://images.scrydex.com/pokemon/xy_ja-40/medium,https://scrydex.com/pokemon/cards/alakazam-ex/xy_ja-40?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,41,M Alakazam-EX,,https://images.scrydex.com/pokemon/xy_ja-41/medium,https://scrydex.com/pokemon/cards/m-alakazam-ex/xy_ja-41?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,42,Mewtwo-EX,,https://images.scrydex.com/pokemon/xy_ja-42/medium,https://scrydex.com/pokemon/cards/mewtwo-ex/xy_ja-42?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,43,M Mewtwo-EX,,https://images.scrydex.com/pokemon/xy_ja-43/medium,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy_ja-43?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,44,Mew,,https://images.scrydex.com/pokemon/xy_ja-44/medium,https://scrydex.com/pokemon/cards/mew/xy_ja-44?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,45,Espeon-EX,,https://images.scrydex.com/pokemon/xy_ja-45/medium,https://scrydex.com/pokemon/cards/espeon-ex/xy_ja-45?variant=holofoil,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,46,Unown,,https://images.scrydex.com/pokemon/xy_ja-46/medium,https://scrydex.com/pokemon/cards/unown/xy_ja-46?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,47,Wobbuffet,,https://images.scrydex.com/pokemon/xy_ja-47/medium,https://scrydex.com/pokemon/cards/wobbuffet/xy_ja-47?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,48,Giratina,,https://images.scrydex.com/pokemon/xy_ja-48/medium,https://scrydex.com/pokemon/cards/giratina/xy_ja-48?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,49,Trubbish,,https://images.scrydex.com/pokemon/xy_ja-49/medium,https://scrydex.com/pokemon/cards/trubbish/xy_ja-49?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,50,Garbodor,,https://images.scrydex.com/pokemon/xy_ja-50/medium,https://scrydex.com/pokemon/cards/garbodor/xy_ja-50?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,51,Litwick,,https://images.scrydex.com/pokemon/xy_ja-51/medium,https://scrydex.com/pokemon/cards/litwick/xy_ja-51?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,52,Lampent,,https://images.scrydex.com/pokemon/xy_ja-52/medium,https://scrydex.com/pokemon/cards/lampent/xy_ja-52?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,53,Phantump,,https://images.scrydex.com/pokemon/xy_ja-53/medium,https://scrydex.com/pokemon/cards/phantump/xy_ja-53?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,54,Trevenant,,https://images.scrydex.com/pokemon/xy_ja-54/medium,https://scrydex.com/pokemon/cards/trevenant/xy_ja-54?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,56,Pumpkaboo,,https://images.scrydex.com/pokemon/xy_ja-56/medium,https://scrydex.com/pokemon/cards/pumpkaboo/xy_ja-56?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,57,Hoopa,,https://images.scrydex.com/pokemon/xy_ja-57/medium,https://scrydex.com/pokemon/cards/hoopa/xy_ja-57?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,59,Meditite,,https://images.scrydex.com/pokemon/xy_ja-59/medium,https://scrydex.com/pokemon/cards/meditite/xy_ja-59?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,60,Medicham,,https://images.scrydex.com/pokemon/xy_ja-60/medium,https://scrydex.com/pokemon/cards/medicham/xy_ja-60?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,64,Landorus,,https://images.scrydex.com/pokemon/xy_ja-64/medium,https://scrydex.com/pokemon/cards/landorus/xy_ja-64?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,65,Carbink,,https://images.scrydex.com/pokemon/xy_ja-65/medium,https://scrydex.com/pokemon/cards/carbink/xy_ja-65?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,66,Carbink,,https://images.scrydex.com/pokemon/xy_ja-66/medium,https://scrydex.com/pokemon/cards/carbink/xy_ja-66?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,68,Zygarde,,https://images.scrydex.com/pokemon/xy_ja-68/medium,https://scrydex.com/pokemon/cards/zygarde/xy_ja-68?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,73,Zorua,,https://images.scrydex.com/pokemon/xy_ja-73/medium,https://scrydex.com/pokemon/cards/zorua/xy_ja-73?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,74,Zoroark,,https://images.scrydex.com/pokemon/xy_ja-74/medium,https://scrydex.com/pokemon/cards/zoroark/xy_ja-74?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,77,Yveltal,,https://images.scrydex.com/pokemon/xy_ja-77/medium,https://scrydex.com/pokemon/cards/yveltal/xy_ja-77?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,78,Yveltal,,https://images.scrydex.com/pokemon/xy_ja-78/medium,https://scrydex.com/pokemon/cards/yveltal/xy_ja-78?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,80,Jirachi,,https://images.scrydex.com/pokemon/xy_ja-80/medium,https://scrydex.com/pokemon/cards/jirachi/xy_ja-80?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,81,Bronzor,,https://images.scrydex.com/pokemon/xy_ja-81/medium,https://scrydex.com/pokemon/cards/bronzor/xy_ja-81?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,82,Bronzong,,https://images.scrydex.com/pokemon/xy_ja-82/medium,https://scrydex.com/pokemon/cards/bronzong/xy_ja-82?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,84,Heatran,,https://images.scrydex.com/pokemon/xy_ja-84/medium,https://scrydex.com/pokemon/cards/heatran/xy_ja-84?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,85,Cobalion,,https://images.scrydex.com/pokemon/xy_ja-85/medium,https://scrydex.com/pokemon/cards/cobalion/xy_ja-85?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,88,Magearna,,https://images.scrydex.com/pokemon/xy_ja-88/medium,https://scrydex.com/pokemon/cards/magearna/xy_ja-88?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,90,Mr. Mime,,https://images.scrydex.com/pokemon/xy_ja-90/medium,https://scrydex.com/pokemon/cards/mr-mime/xy_ja-90?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,93,Spritzee,,https://images.scrydex.com/pokemon/xy_ja-93/medium,https://scrydex.com/pokemon/cards/spritzee/xy_ja-93?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,94,Aromatisse,,https://images.scrydex.com/pokemon/xy_ja-94/medium,https://scrydex.com/pokemon/cards/aromatisse/xy_ja-94?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,95,Xerneas,,https://images.scrydex.com/pokemon/xy_ja-95/medium,https://scrydex.com/pokemon/cards/xerneas/xy_ja-95?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,96,Xerneas,,https://images.scrydex.com/pokemon/xy_ja-96/medium,https://scrydex.com/pokemon/cards/xerneas/xy_ja-96?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,100,Eevee,,https://images.scrydex.com/pokemon/xy_ja-100/medium,https://scrydex.com/pokemon/cards/eevee/xy_ja-100?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,101,Miltank,,https://images.scrydex.com/pokemon/xy_ja-101/medium,https://scrydex.com/pokemon/cards/miltank/xy_ja-101?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,102,Lugia,,https://images.scrydex.com/pokemon/xy_ja-102/medium,https://scrydex.com/pokemon/cards/lugia/xy_ja-102?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,107,Bunnelby,,https://images.scrydex.com/pokemon/xy_ja-107/medium,https://scrydex.com/pokemon/cards/bunnelby/xy_ja-107?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,108,Special Charge,,https://images.scrydex.com/pokemon/xy_ja-108/medium,https://scrydex.com/pokemon/cards/special-charge/xy_ja-108?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,109,Target Whistle,,https://images.scrydex.com/pokemon/xy_ja-109/medium,https://scrydex.com/pokemon/cards/target-whistle/xy_ja-109?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,110,Acro Bike,,https://images.scrydex.com/pokemon/xy_ja-110/medium,https://scrydex.com/pokemon/cards/acro-bike/xy_ja-110?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,111,Dive Ball,,https://images.scrydex.com/pokemon/xy_ja-111/medium,https://scrydex.com/pokemon/cards/dive-ball/xy_ja-111?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,112,Puzzle of Time,,https://images.scrydex.com/pokemon/xy_ja-112/medium,https://scrydex.com/pokemon/cards/puzzle-of-time/xy_ja-112?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,113,Trainers' Mail,,https://images.scrydex.com/pokemon/xy_ja-113/medium,https://scrydex.com/pokemon/cards/trainers-mail/xy_ja-113?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,114,Battle Compressor,,https://images.scrydex.com/pokemon/xy_ja-114/medium,https://scrydex.com/pokemon/cards/battle-compressor/xy_ja-114?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,115,VS Seeker,,https://images.scrydex.com/pokemon/xy_ja-115/medium,https://scrydex.com/pokemon/cards/vs-seeker/xy_ja-115?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,116,Max Elixir,,https://images.scrydex.com/pokemon/xy_ja-116/medium,https://scrydex.com/pokemon/cards/max-elixir/xy_ja-116?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,117,Fairy Drop,,https://images.scrydex.com/pokemon/xy_ja-117/medium,https://scrydex.com/pokemon/cards/fairy-drop/xy_ja-117?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,118,Heavy Ball,,https://images.scrydex.com/pokemon/xy_ja-118/medium,https://scrydex.com/pokemon/cards/heavy-ball/xy_ja-118?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,119,Robo Substitute,,https://images.scrydex.com/pokemon/xy_ja-119/medium,https://scrydex.com/pokemon/cards/robo-substitute/xy_ja-119?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,120,Mega Turbo,,https://images.scrydex.com/pokemon/xy_ja-120/medium,https://scrydex.com/pokemon/cards/mega-turbo/xy_ja-120?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,121,Level Ball,,https://images.scrydex.com/pokemon/xy_ja-121/medium,https://scrydex.com/pokemon/cards/level-ball/xy_ja-121?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,122,Hard Charm,,https://images.scrydex.com/pokemon/xy_ja-122/medium,https://scrydex.com/pokemon/cards/hard-charm/xy_ja-122?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,123,Focus Sash,,https://images.scrydex.com/pokemon/xy_ja-123/medium,https://scrydex.com/pokemon/cards/focus-sash/xy_ja-123?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,124,Bursting Balloon,,https://images.scrydex.com/pokemon/xy_ja-124/medium,https://scrydex.com/pokemon/cards/bursting-balloon/xy_ja-124?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,125,Muscle Band,,https://images.scrydex.com/pokemon/xy_ja-125/medium,https://scrydex.com/pokemon/cards/muscle-band/xy_ja-125?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,126,Fighting Fury Belt,,https://images.scrydex.com/pokemon/xy_ja-126/medium,https://scrydex.com/pokemon/cards/fighting-fury-belt/xy_ja-126?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,127,Power Memory,,https://images.scrydex.com/pokemon/xy_ja-127/medium,https://scrydex.com/pokemon/cards/power-memory/xy_ja-127?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,128,Gardevoir Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-128/medium,https://scrydex.com/pokemon/cards/gardevoir-spirit-link/xy_ja-128?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,129,Sharpedo Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-129/medium,https://scrydex.com/pokemon/cards/sharpedo-spirit-link/xy_ja-129?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
