card_id,series_name,set_code,set_name,card_number,name,rarity,image_url,scrydex_id,scrydex_url
164ae5f7-5030-4049-bea4-ea5df4c912de,ソード・シールド,S8b,VMAXクライマックス,254,ハピナスV,CSR,"https://images.scrydex.com/magicthegathering/HOB-254/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-254/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-254/large""}],""rulings"":[],""printings"":[""HOB"",""PW26""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
8512e2a5-cc20-4f71-aaaf-deaa08e51cdd,ソード・シールド,S8b,VMAXクライマックス,255,アセロラの予感,SR,"https://images.scrydex.com/magicthegathering/HOB-255/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-255/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-255/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
def3b016-e5d4-4764-8691-7ce5dbdbe0f5,ソード・シールド,S8b,VMAXクライマックス,256,オニオン,SR,"https://images.scrydex.com/magicthegathering/HOB-256/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-256/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-256/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
771476ee-1be5-4e76-ba4b-e232e745dd89,ソード・シールド,S8b,VMAXクライマックス,257,カブ,SR,"https://images.scrydex.com/magicthegathering/HOB-257/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-257/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-257/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
5580c0f9-4069-4cf6-a27f-3fb505ac01b7,ソード・シールド,S8b,VMAXクライマックス,258,ガラルの仲間たち,SR,"https://images.scrydex.com/magicthegathering/HOB-258/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-258/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-258/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
f1c2d4ed-02c7-446e-8172-785d43335db6,ソード・シールド,S8b,VMAXクライマックス,259,キバナ,SR,"https://images.scrydex.com/magicthegathering/HOB-259/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-259/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-259/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
f0a90c51-3141-4f10-8b7a-4515871025a7,ソード・シールド,S8b,VMAXクライマックス,260,コック,SR,"https://images.scrydex.com/magicthegathering/HOB-260/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-260/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-260/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
36591537-1bd1-4d2d-b0dc-fb01fc0e268f,ソード・シールド,S8b,VMAXクライマックス,261,サイトウ,SR,"https://images.scrydex.com/magicthegathering/HOB-261/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-261/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-261/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
7963a6fc-564c-4455-a05b-a5afff083853,ソード・シールド,S8b,VMAXクライマックス,262,ジャッジマン,SR,"https://images.scrydex.com/magicthegathering/HOB-262/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-262/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-262/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
a22ed4c0-a50e-4eca-b7bd-e53ef8ec437f,ソード・シールド,S8b,VMAXクライマックス,263,ソッドとシルディ,SR,"https://images.scrydex.com/magicthegathering/HOB-263/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-263/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-263/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
3d4802d6-6fe6-44a2-b9e1-af8fd993df8c,ソード・シールド,S8b,VMAXクライマックス,264,ネズ,SR,"https://images.scrydex.com/pokemon/swsh8-264/small"",""medium"":""https://images.scrydex.com/pokemon/swsh8-264/medium"",""large"":""https://images.scrydex.com/pokemon/swsh8-264/large""}],""expansion"":{""id"":""swsh8"",""name"":""Fusion",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
c4697b06-5959-4afa-97cd-ef6f781fff01,ソード・シールド,S8b,VMAXクライマックス,265,バーネット博士,SR,"https://images.scrydex.com/magicthegathering/HOB-265/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-265/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-265/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
c433b1aa-bc9c-4a4f-bb75-6c919e18b041,ソード・シールド,S8b,VMAXクライマックス,266,博士の研究,SR,"https://images.scrydex.com/magicthegathering/HOB-266/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-266/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-266/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
4dad0853-acbd-411e-9c79-99e682f5d808,ソード・シールド,S8b,VMAXクライマックス,267,冒険家の発見,SR,"https://images.scrydex.com/magicthegathering/HOB-267/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-267/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-267/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
7b2981bd-1a87-46d6-8ade-3cbefc148a2e,ソード・シールド,S8b,VMAXクライマックス,268,ボスの指令,SR,"https://images.scrydex.com/magicthegathering/HOB-268/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-268/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-268/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
a1e5396b-a278-4757-9b68-7b7c8c39da72,ソード・シールド,S8b,VMAXクライマックス,269,ポプラ,SR,"https://images.scrydex.com/magicthegathering/HOB-269/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-269/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-269/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
f58355fb-3074-427b-b3e2-47d1fd6b1fd2,ソード・シールド,S8b,VMAXクライマックス,270,マクワ,SR,"https://images.scrydex.com/magicthegathering/HOB-270/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-270/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-270/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
4665e8db-52db-40fe-abfa-f60ffdc63bb0,ソード・シールド,S8b,VMAXクライマックス,271,マスター,SR,"https://images.scrydex.com/magicthegathering/HOB-271/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-271/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-271/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
dd7f562d-b827-4c7b-b492-83f5be674e33,ソード・シールド,S8b,VMAXクライマックス,272,マスタード いちげきのかた,SR,"https://images.scrydex.com/magicthegathering/HOB-272/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-272/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-272/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
720aa934-c719-4720-ab36-b42649ca75d1,ソード・シールド,S8b,VMAXクライマックス,273,マスタード れんげきのかた,SR,"https://images.scrydex.com/magicthegathering/HOB-273/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-273/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-273/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
dd3feaf1-86b4-4378-b743-8f50b480d71a,ソード・シールド,S8b,VMAXクライマックス,274,メロン,SR,"https://images.scrydex.com/magicthegathering/HOB-274/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-274/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-274/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
b49f9665-0e76-40d2-8a19-0c9ee194fdcc,ソード・シールド,S8b,VMAXクライマックス,275,ヤロー,SR,"https://images.scrydex.com/magicthegathering/HOB-275/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-275/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-275/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
32e80b8e-edc0-4955-b2d0-676aa17b6892,ソード・シールド,S8b,VMAXクライマックス,276,ユウリ,SR,"https://images.scrydex.com/magicthegathering/HOB-276/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-276/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-276/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
8ca3a9ba-8184-4554-9ecd-fcd762ac92ca,ソード・シールド,S8b,VMAXクライマックス,277,ルリナ,SR,"https://images.scrydex.com/magicthegathering/HOB-277/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-277/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-277/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
11232322-8f9f-4275-9fb4-f977aabb1ef7,ソード・シールド,S8b,VMAXクライマックス,278,はくばバドレックスVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-278/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-278/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-278/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
8c80d052-dd86-45cf-bc71-cc5ccf7b01b7,ソード・シールド,S8b,VMAXクライマックス,279,ピカチュウVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-279/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-279/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-279/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
2c3f7517-11e5-4776-9bf6-906c1a792017,ソード・シールド,S8b,VMAXクライマックス,280,ミュウVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-280/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-280/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-280/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
505485ef-ffe0-4d6e-9014-a928ac91854e,ソード・シールド,S8b,VMAXクライマックス,281,こくばバドレックスVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-281/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-281/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-281/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
d71be709-08cb-4f65-948f-c27c4b7df13d,ソード・シールド,S8b,VMAXクライマックス,282,いちげきウーラオスVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-282/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-282/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-282/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
6a0b275a-b55a-44c0-b279-2853a039719f,ソード・シールド,S8b,VMAXクライマックス,283,れんげきウーラオスVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-283/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-283/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-283/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
5ef7fce0-749d-4404-97ee-db2ba5b218f9,ソード・シールド,S8b,VMAXクライマックス,284,レックウザVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-284/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-284/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-284/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
645a9e19-de5c-44c4-b566-5435e2b7d16a,ソード・シールド,S8b,VMAXクライマックス,285,ジュラルドンVMAX,UR,"https://images.scrydex.com/magicthegathering/HOB-285/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-285/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-285/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",swsh8b_ja,https://scrydex.com/pokemon/expansions/vmax-climax/swsh8b_ja
f325fb2f-a1e2-47e0-93df-313201e0d88e,SMシリーズ,SM2L,アローラの月光,056,ヨワシGX,HR,"https://images.scrydex.com/magicthegathering/HOC-56/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOC-56/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOC-56/large""}],""rulings"":[{""date"":""2023/11/03"",""text"":""An",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
cf8c6c16-8a46-408f-a3a1-b1b05a396bc8,SMシリーズ,SM2L,アローラの月光,057,カプ・テテフGX,HR,"https://images.scrydex.com/magicthegathering/HOC-57/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOC-57/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOC-57/large""}],""rulings"":[{""date"":""2025/09/19"",""text"":""If",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
e0363fec-9541-4adb-b947-b3b0ba758934,SMシリーズ,SM2L,アローラの月光,058,ルガルガンGX,HR,"https://images.scrydex.com/magicthegathering/HOC-58/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOC-58/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOC-58/large""}],""rulings"":[{""date"":""2023/06/16"",""text"":""To",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
5c4a2d75-a252-484f-b36e-da80300aa6ea,SMシリーズ,SM2L,アローラの月光,059,メタグロスGX,HR,"https://images.scrydex.com/magicthegathering/HOC-59/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOC-59/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOC-59/large""}],""rulings"":[{""date"":""2023/06/16"",""text"":""Amass",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
b5c73840-fb8f-4307-8597-1a0f0f4c60cd,SMシリーズ,SM2L,アローラの月光,060,アクアパッチ,UR,"https://images.scrydex.com/magicthegathering/SLD-2452/small"",""medium"":""https://images.scrydex.com/magicthegathering/SLD-2452/medium"",""large"":""https://images.scrydex.com/magicthegathering/SLD-2452/large""}],""rulings"":[{""date"":""2024/03/08"",""text"":""Energy",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
5bd5a06d-7158-4cb4-b2c7-8a03f43c858c,SMシリーズ,SM2L,アローラの月光,061,改造ハンマー,UR,"https://images.scrydex.com/magicthegathering/HOC-61/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOC-61/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOC-61/large""}],""rulings"":[{""date"":""2023/06/16"",""text"":""If",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
ab121191-57a3-44bc-9d76-5acfe4079d0e,SMシリーズ,SM2L,アローラの月光,062,基本闘エネルギー,UR,"https://images.scrydex.com/pokemon/base3-62/small"",""medium"":""https://images.scrydex.com/pokemon/base3-62/medium"",""large"":""https://images.scrydex.com/pokemon/base3-62/large""}],""expansion"":{""id"":""base3"",""name"":""Fossil"",""series"":""Base"",""code"":""FO"",""total"":62,""printed_total"":62,""language"":""English"",""language_code"":""EN"",""release_date"":""1999/10/10"",""is_online_only"":false,""logo"":""https://images.scrydex.com/pokemon/base3-logo/logo"",""symbol"":""https://images.scrydex.com/pokemon/base3-symbol/symbol""},""language"":""English"",""language_code"":""EN"",""expansion_sort_order"":62,""variants"":[{""name"":""firstEdition"",""images"":[],""marketplaces"":[{""name"":""tcgplayer"",""product_id"":""44464"",""purchase_url"":""https://scrydex.com/pokemon/cards/base3-62/purchase?type=tcgplayer",sm2l_ja,https://scrydex.com/pokemon/expansions/alolan-moonlight/sm2l_ja
7f71ebea-2083-4dc9-aada-53082739b2f0,SVシリーズ,SV4a,レイジングサーフ,251,タイカイデン,,"https://images.scrydex.com/magicthegathering/HOB-251/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-251/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-251/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",sv4a_ja,https://scrydex.com/pokemon/expansions/shiny-treasure-ex/sv4a_ja
51fae3e5-fe8f-4b90-bf08-3c259b2ba90e,SVシリーズ,SV4a,レイジングサーフ,252,プクリン,,"https://images.scrydex.com/magicthegathering/HOB-252/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-252/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-252/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",sv4a_ja,https://scrydex.com/pokemon/expansions/shiny-treasure-ex/sv4a_ja
